"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora"
"Australia";"AUS";"Npl Queensland";"07-07-2026 06:30";"NS";"Gold Coast Knights";"";"";"Queensland Lions";"2.6 | 2.2";"3 | 3.2";"1.4 | 1.4";"100";"90";"88";"10";"90";"4.5";"4";"87 | 75";"";"";"";"";"";"";"25.3";"16.6 | 18.1";"7 | 8.9"
"Australia";"AUS";"South Australia State League 1";"07-07-2026 07:00";"POSTPONED";"The Cove";"";"";"Modbury Jets";"2.2 | 1.6";"2.2 | 1.4";"1.2 | 1.2";"100";"54";"74";"46";"82";"3";"3";"72 | 53";"";"";"";"";"";"";"19.6";"15.2 | 8";"9.5 | 6.6"
"Australia";"AUS";"Victoria Dockerty Cup";"07-07-2026 06:45";"NS";"North Sunshine Eagles";"";"";"Preston Lions";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bhutan";"BHU";"Bhutan Premier League";"07-07-2026 09:00";"NS";"Namlha";"";"";"Thimphu";"1.3 | 1.5";"1.7 | 2";"0.7 | 1.5";"58";"42";"42";"58";"50";"2.9";"3";"44 | 50";"";"";"";"";"";"";"34.5";"18 | 19.5";"15.5 | 16"
"Brazil";"BRA";"Brasileiro U20";"07-07-2026 21:00";"NS";"6th ranked";"";"";"3rd ranked";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20";"07-07-2026 21:00";"NS";"7th ranked";"";"";"2nd ranked";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20";"07-07-2026 21:00";"NS";"5th ranked";"";"";"4th ranked";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20";"07-07-2026 21:00";"NS";"8th ranked";"";"";"1st ranked";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Paulista U20";"07-07-2026 15:00";"NS";"Grêmio Prudente U20";"";"";"Água Santa U20";"1.5 | 2";"1.5 | 1.5";"2 | 1";"100";"50";"75";"50";"75";"3";"2";"50 | 67";"";"";"";"";"";"";"18";"12.5 | 8.5";"5.5 | 9.5"
"Brazil";"BRA";"Amazonense U20";"07-07-2026 16:00";"NS";"Sul América U20";"";"";"Clipper U20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Amazonense U20";"07-07-2026 16:00";"NS";"RB do Norte U20";"";"";"Desportivo Librade U20";"2 | 0";"1 | 0.3";"0 | 11.7";"75";"50";"16";"50";"";"6.5";"5";"67 | 0";"";"";"";"";"";"";"";"";""
"Ecuador";"ECU";"Superliga Femenina";"07-07-2026 21:00";"NS";"Emelec W";"";"";"Macará W";"1 | 0.5";"0.7 | 0.5";"3 | 2.5";"84";"46";"16";"54";"84";"3.4";"4";"33 | 17";"";"";"";"";"";"";"24.5";"2.5 | 8.4";"22.5 | 15.6"
"Ecuador";"ECU";"Superliga Femenina";"07-07-2026 21:00";"NS";"Quito FC W";"";"";"Carneras W";"0 | 1.1";"0.8 | 0.7";"5.2 | 1.7";"78";"66";"44";"34";"86";"4.2";"4";"0 | 37";"";"";"";"";"";"";"22";"9.7 | 10.7";"11.7 | 12"
"Ecuador";"ECU";"Superliga Femenina";"07-07-2026 21:00";"NS";"El Nacional W";"";"";"LDU Quito W";"1 | 2.8";"1.5 | 4.2";"1.8 | 0.1";"100";"64";"31";"36";"79";"3.8";"3";"33 | 92";"";"";"";"";"";"";"22.2";"8.7 | 12";"16 | 7.8"
"Ecuador";"ECU";"Superliga Femenina";"07-07-2026 21:00";"NS";"Deportivo Ibarra W";"";"";"Independiente Valle W";"1.4 | 3";"2 | 5.2";"1.7 | 0.3";"100";"86";"45";"14";"78";"4.6";"5";"48 | 100";"";"";"";"";"";"";"24.4";"19 | 19";"5.5 | 5.3"
"Ecuador";"ECU";"Superliga Femenina";"07-07-2026 21:00";"NS";"Universidad Católica W";"";"";"Barcelona W";"2.6 | 2.7";"3.6 | 2.3";"0.2 | 0.3";"92";"45";"26";"55";"48";"3.2";"4";"87 | 89";"";"";"";"";"";"";"22.1";"19 | 8.5";"4.7 | 12"
"Finland";"FIN";"Kakkonen";"07-07-2026 12:30";"NS";"JBK";"";"";"Kraft";"1.8 | 2";"1.8 | 3.6";"1 | 2.6";"100";"90";"50";"10";"80";"4.5";"4";"60 | 67";"";"";"";"";"";"";"23.6";"10.2 | 11.2";"11.5 | 14.2"
"Finland";"FIN";"Kolmonen - Western Group";"07-07-2026 13:00";"POSTPONED";"Ylivieska";"";"";"Kiisto";"2.2 | 2.2";"3.8 | 3.2";"0.8 | 1.6";"100";"90";"55";"10";"90";"4.6";"4";"75 | 73";"";"";"";"";"";"";"27.2";"21.3 | 10";"11.7 | 11.4"
"Iceland";"ISL";"U19 League";"07-07-2026 15:00";"NS";"Thór / THK / V / M U19";"";"";"KA / D / KF / Hamrar U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League";"07-07-2026 15:00";"NS";"ÍA / Ka / Sk / VÓ U19";"";"";"Keflavík / R / H U19";"1.6 | 1.4";"2.8 | 1.7";"2.1 | 2";"89";"84";"84";"16";"74";"4.3";"4";"54 | 48";"";"";"";"";"";"";"26.4";"14.5 | 14";"14.5 | 9.7"
"Iceland";"ISL";"U19 League";"07-07-2026 15:00";"NS";"FH / ÍH U19";"";"";"Thróttur / SR U19";"2 | 1.5";"3.8 | 2.2";"2.2 | 2.1";"94";"88";"68";"12";"88";"5.2";"5";"67 | 50";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League";"07-07-2026 15:00";"NS";"Breiðablik / A / Sm  U19";"";"";"HK / Ýmir U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League B";"07-07-2026 15:00";"NS";"Haukar / KÁ U19";"";"";"Stjarnan / KFG U19";"1.2 | 1.5";"4.3 | 2.5";"4.3 | 4";"100";"100";"100";"0";"";"7.6";"7";"39 | 50";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League B";"07-07-2026 15:00";"NS";"Leiknir/Árb/KB";"";"";"KR / KV U19";"2 | 2";"3.1 | 3.5";"2.1 | 3";"93";"93";"86";"7";"";"5.9";"6";"67 | 67";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League B";"07-07-2026 16:00";"NS";"Njar. / Grin. / Víð. U19";"";"";"Fram / Úlfarnir U19";"1.9 | 0";"3 | 1.7";"2.9 | 6.3";"100";"100";"84";"0";"";"7";"7";"62 | 0";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"07-07-2026 15:00";"NS";"Breið / A / Sm U19 III";"";"";"Selfoss Árb. Æ Stok U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"07-07-2026 21:00";"NS";"Alga";"";"";"Dordoi Bishkek";"2.5 | 1.2";"2.1 | 1.4";"0.8 | 1.4";"88";"68";"56";"32";"60";"2.8";"3";"83 | 42";"";"";"";"";"";"";"5.5";"4.6 | 2";"3.4 | 1"
"Kyrgyzstan";"KGZ";"Top Liga";"07-07-2026 21:00";"NS";"Alay";"";"";"Toktogul";"1.3 | 1";"1.2 | 0.8";"1.3 | 1.4";"84";"33";"50";"67";"84";"2.4";"2";"44 | 33";"";"";"";"";"";"";"";"";""
"Lebanon";"LIB";"FA Cup";"07-07-2026 21:00";"NS";"Al Nejmeh";"";"";"Sagesse";"2 | 2";"1 | 2";"0.5 | 0";"50";"25";"25";"75";"50";"1.8";"2";"67 | 67";"";"";"";"";"";"";"";"";""
"Sierra Leone";"SLE";"Premier League";"07-07-2026 13:15";"NS";"Bullom Stars";"";"";"Freetown City";"1.3 | 0.9";"1 | 0.6";"1.3 | 1";"55";"45";"40";"55";"60";"2";"2";"43 | 30";"";"";"";"";"";"";"15";"7 | 6.7";"8 | 8.3"
"Sierra Leone";"SLE";"Premier League";"07-07-2026 13:15";"NS";"SLIFA Mount Aureol";"";"";"Bai Bureh Warriors";"1.2 | 1";"1 | 0.8";"1.1 | 0.7";"50";"30";"45";"70";"60";"1.8";"2";"40 | 33";"";"";"";"";"";"";"15.9";"8.4 | 6.8";"9.3 | 7.4"
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"Union Macomb";"";"";"AFC Ann Arbor";"0.2 | 0.8";"1.6 | 1.6";"3.8 | 2.6";"90";"90";"70";"10";"80";"4.8";"4";"7 | 27";"";"";"";"";"";"";"24.6";"10.5 | 15.3";"13.5 | 10"
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"Akron City";"";"";"Riverhounds II";"1 | 1.4";"1.5 | 2.2";"1.5 | 1.8";"78";"65";"55";"35";"90";"3.5";"4";"33 | 47";"";"";"";"";"";"";"22.5";"8.5 | 11";"15 | 10.5"
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"AC Connecticut";"";"";"Western Mass Pioneers";"0.5 | 2.2";"1.8 | 1.4";"2.7 | 0.4";"60";"60";"52";"40";"80";"3.2";"3";"17 | 73";"";"";"";"";"";"";"20.8";"11.2 | 12.5";"8 | 10"
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"Vermont Green";"";"";"Connecticut Rush";"2.7 | 1.7";"5.7 | 1.7";"0.7 | 1.2";"92";"84";"66";"16";"92";"4.6";"5";"89 | 56";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"New England SC";"";"";"Boston City";"3 | 0.2";"2.5 | 1.4";"1 | 4.6";"100";"90";"90";"10";"88";"4.8";"5";"100 | 7";"";"";"";"";"";"";"27.9";"16.5 | 13";"9.2 | 17"
"United States";"USA";"USL League Two";"07-07-2026 20:00";"NS";"SF Glens";"";"";"Almaden";"1.2 | 1.6";"0.8 | 1.6";"1.2 | 1";"70";"50";"50";"50";"60";"2.3";"3";"40 | 53";"";"";"";"";"";"";"17.8";"9.8 | 5.7";"8.8 | 11.3"
"United States";"USA";"USL League Two";"07-07-2026 20:45";"NS";"Hudson Valley Hammers";"";"";"FC Motown II";"2 | 2";"3 | 2";"2.7 | 0.6";"80";"80";"70";"20";"80";"4.2";"4";"67 | 67";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 21:00";"NS";"Sunflower State";"";"";"Peoria";"1.5 | 2.6";"1.5 | 2.2";"2.8 | 0.4";"80";"68";"45";"32";"80";"3.4";"3";"50 | 87";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 21:00";"NS";"Springfield";"";"";"Des Moines Menace";"0.2 | 1";"0.2 | 0.8";"2.4 | 1.5";"78";"42";"35";"58";"78";"2.4";"3";"7 | 33";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 21:00";"NS";"Texoma";"";"";"Denton Diablos";"2.4 | 1.4";"2 | 2.4";"0.8 | 2";"90";"70";"60";"30";"90";"3.6";"4";"80 | 47";"";"";"";"";"";"";"20.2";"13.3 | 10";"9.7 | 7.5"
"United States";"USA";"USL League Two";"07-07-2026 22:00";"NS";"Real Colorado";"";"";"Albion Colorado";"1.5 | 2.5";"2 | 2.2";"2.8 | 0.8";"100";"75";"75";"25";"88";"3.9";"4";"50 | 83";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 22:30";"NS";"Colorado Storm";"";"";"Atlético Unión";"3 | 1.5";"3 | 2";"0 | 1.5";"100";"84";"38";"16";"71";"3.2";"3";"100 | 50";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"07-07-2026 23:00";"NS";"Tacoma Stars";"";"";"Midlakes United";"1.4 | 0";"2.4 | 0.6";"1.6 | 2.4";"100";"80";"70";"20";"90";"3.5";"3";"47 | 0";"";"";"";"";"";"";"11.8";"3.6 | 7";"3 | 10"
"United States";"USA";"NPSL";"07-07-2026 23:00";"NS";"Sun City";"";"";"Cruizers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"MLS Next Pro";"07-07-2026 22:00";"NS";"Whitecaps FC II";"";"";"Ventura County";"1.2 | 1.1";"1.3 | 1.4";"1.7 | 1.4";"76";"53";"64";"47";"59";"2.9";"3";"41 | 38";"";"";"";"";"";"";"26.6";"13.4 | 11.5";"12.8 | 15.4"
"United States";"USA";"MLS Next Pro";"07-07-2026 23:00";"NS";"The Town FC";"";"";"Sporting Kansas City II";"2.4 | 1";"2.8 | 1.9";"0.6 | 2.6";"80";"80";"64";"20";"90";"4";"3";"80 | 33";"";"";"";"";"";"";"26.3";"11 | 14.5";"13 | 14.1"
"Yemen";"YEM";"Yemeni League";"07-07-2026 10:00";"NS";"Tadamon Hadramout FC";"";"";"Wahda Sana’a FC";"2 | 1.5";"1 | 1";"0.5 | 1";"50";"50";"50";"50";"50";"1.8";"2";"67 | 50";"";"";"";"";"";"";"";"";""
"Yemen";"YEM";"Yemeni League";"07-07-2026 10:00";"NS";"Ahli Sana'a FC";"";"";"Mukallah FC";"2 | 2";"1.3 | 0.5";"1 | 0";"34";"34";"34";"66";"16";"1.4";"2";"67 | 67";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"River Plate W";"";"";"Banfield W";"2.5 | 2.4";"2.3 | 1.2";"0.5 | 0.6";"55";"35";"16";"65";"55";"2.3";"2";"83 | 80";"";"";"";"";"";"";"16.8";"10.5 | 11";"5.7 | 6.4"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"Belgrano W";"";"";"Gimnasia La Plata W";"1.6 | 1";"0.4 | 1.2";"0.4 | 2";"50";"30";"30";"70";"60";"2";"2";"53 | 33";"";"";"";"";"";"";"16.9";"10 | 6.6";"6.4 | 10.8"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"Huracán W";"";"";"Newell's Old Boys W";"1 | 0.6";"0.2 | 0.4";"0.4 | 1.8";"20";"20";"10";"80";"30";"1.4";"2";"33 | 20";"";"";"";"";"";"";"15.4";"9.2 | 4";"8 | 9.6"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"Independiente W";"";"";"Racing Club W";"0.6 | 2.2";"0.4 | 1.8";"1.4 | 0.6";"50";"30";"30";"70";"50";"2.1";"2";"20 | 73";"";"";"";"";"";"";"18.5";"5.2 | 13.2";"9 | 9.6"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"Unión W";"";"";"San Lorenzo W";"0.4 | 2.4";"0.6 | 1.4";"1.2 | 0.4";"30";"30";"30";"70";"60";"1.8";"2";"13 | 80";"";"";"";"";"";"";"14.8";"4.4 | 9.4";"10.4 | 5.4"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"San Luis W";"";"";"Talleres de Córdoba W";"1.4 | 2";"1.4 | 1.6";"0.8 | 0.8";"70";"50";"40";"50";"50";"2.3";"2";"47 | 67";"";"";"";"";"";"";"14.8";"10.4 | 6.2";"7.4 | 5.6"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"Lanús W";"";"";"Ferro Carril Oeste W";"0.8 | 1";"0.8 | 0.3";"1.4 | 0.7";"46";"18";"28";"82";"36";"1.6";"2";"27 | 33";"";"";"";"";"";"";"16.2";"8.2 | 6";"8.8 | 9.3"
"Argentina";"ARG";"Primera Division Women";"07-07-2026 21:00";"NS";"SAT W";"";"";"Boca Juniors W";"1.3 | 1.8";"1.5 | 1";"1 | 0.7";"58";"33";"42";"67";"67";"2.1";"2";"44 | 61";"";"";"";"";"";"";"16.2";"8.5 | 10.8";"7.3 | 5.8"
"Australia";"AUS";"QLD FQPL 1 Women";"07-07-2026 07:15";"NS";"Grange Thistle W";"";"";"Logan Lightning W";"0.8 | 2";"1.8 | 2";"2 | 4";"88";"71";"42";"29";"88";"4.9";"4";"25 | 67";"";"";"";"";"";"";"29.6";"16.8 | 12.7";"11.2 | 18.7"
"Finland";"FIN";"Ykkönen Women";"07-07-2026 12:30";"NS";"HJS W";"";"";"Lahti W";"2.1 | 1";"2.9 | 2";"1.9 | 3";"93";"93";"71";"7";"100";"4.8";"4";"71 | 33";"";"";"";"";"";"";"20.4";"10.5 | 6.5";"10.8 | 13.2"
"Iceland";"ISL";"2. Deild Women";"07-07-2026 16:15";"NS";"Fjölnir W";"";"";"Fylkir W";"3 | 2.2";"7 | 7.2";"0.3 | 1.2";"100";"100";"29";"0";"100";"7.9";"6";"100 | 75";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"2. Deild Women";"07-07-2026 16:15";"NS";"ÍR W";"";"";"KÞ Reykjavík W";"0.3 | 1.8";"1 | 2.2";"2.7 | 2.5";"100";"71";"71";"29";"100";"4.2";"5";"11 | 58";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 03:00";"NS";"Ertis W";"";"";"Yelimay Semey W";"0.3 | 1.5";"0.7 | 2.8";"2 | 2.5";"100";"84";"46";"16";"100";"4";"4";"11 | 50";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 08:00";"NS";"Okzhetpes W";"";"";"Astana W";"0 | 0.8";"0.2 | 0.8";"7 | 4.2";"88";"88";"38";"12";"75";"6.1";"5";"0 | 25";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 09:00";"NS";"Shakhter Karagandy W";"";"";"Kyzylzhar W";"0 | 1.8";"0.3 | 2.2";"9.3 | 0.8";"88";"88";"29";"12";"88";"6.4";"6";"0 | 58";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 09:00";"NS";"Altay Oskemen W";"";"";"Aktobe W";"0 | 3";"0.5 | 11.7";"2.5 | 0";"75";"75";"25";"25";"75";"7.4";"6";"0 | 100";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 09:00";"NS";"Hannover 96";"";"";"Phönix Lübeck";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Grazer AK";"";"";"First Vienna";"1.8 | 1.3";"2.2 | 2.3";"0.8 | 1.3";"75";"42";"58";"58";"75";"3.4";"4";"61 | 44";"";"";"";"";"";"";"18.6";"11.2 | 11.5";"10 | 4.5"
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Memmingen";"";"";"Lugano";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Roskilde";"";"";"AB";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:30";"NS";"Dietkirchen";"";"";"FSV Frankfurt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:30";"NS";"Gundelfingen";"";"";"Augsburg II";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 14:00";"NS";"Shelbourne";"";"";"Celtic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 14:30";"NS";"Gemert";"";"";"Helmond Sport";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:00";"NS";"Bishop's Cleeve";"";"";"Forest Green Rovers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:00";"NS";"Cove Rangers";"";"";"Inverness CT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"VOC";"";"";"Sparta Rotterdam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Ayr United";"";"";"Darvel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Airdrieonians";"";"";"Falkirk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Blyth Town";"";"";"Gateshead";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Limavady United";"";"";"Coleraine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:45";"NS";"Knowle FC";"";"";"Solihull Moors";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
