"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora"
"Estonia";"EST";"Esiliiga A";"02-07-2026 13:00";"NS";"Tartu Welco";"";"";"Viimsi";"2 | 2.4";"1.6 | 3.3";"4.6";"4.4";"95";"65";"40";"25";"4.3";"4.4";"1.6 | 3";"2 | 2.3"
"Estonia";"EST";"Estonian Cup";"02-07-2026 14:30";"NS";"Tallinna Wolves";"";"";"Tabasalu";"";"";"";"4.5";"";"";"";"";"2";"";"";""
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Welwalo Adigrat Uni";"";"";"Kedus Giorgis";"2.7 | 2.2";"2 | 2.1";"4.5";"4.7";"84";"63";"47";"31";"4.5";"4.4";"2 | 1.9";"2.7 | 2.1"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Awassa Kenema";"";"";"Adama Kenema";"2.3 | 2.3";"2.5 | 2.4";"4.8";"4.7";"95";"74";"63";"32";"4.5";"4.6";"2.4 | 2.3";"2.2 | 2.3"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Shire Endaselassie";"";"";"Sheger Ketema";"2.1 | 1.8";"1.9 | 2.1";"4";"4.7";"75";"50";"35";"25";"4.5";"3.8";"1.8 | 2.1";"1.9 | 1.8"
"Finland";"FIN";"Kakkonen";"02-07-2026 12:30";"NS";"EBK";"";"";"ÅIFK";"3.2 | 2.4";"2 | 1.7";"4.6";"4.3";"80";"60";"55";"40";"4.1";"4.4";"1.9 | 1.5";"3.1 | 2.3"
"Finland";"FIN";"Kakkonen";"02-07-2026 13:00";"NS";"PPJ";"";"";"Kiffen";"1.9 | 2.2";"2.2 | 2.4";"4.4";"4.3";"80";"65";"45";"20";"4.1";"4.3";"2.1 | 2.4";"1.9 | 2.2"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 12:30";"NS";"Kultsu";"";"";"MiPK";"0.9 | 2.3";"1.9 | 1.7";"3.4";"2.8";"75";"50";"25";"0";"2.6";"3.4";"1.8 | 1.7";"0.9 | 2.3"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"Kumu";"";"";"LAUTP / 2";"1.5 | 1.2";"0.8 | 1.2";"2.3";"2.8";"32";"32";"12";"0";"2.6";"2.2";"0.8 | 1.2";"1.5 | 1"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"KJP";"";"";"PeKa";"0.8 | 1.2";"1.5 | 1.5";"2.6";"2.8";"42";"12";"12";"0";"2.6";"2.6";"1.5 | 1.5";"0.8 | 1.2"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"PIF";"";"";"EuPa";"1.8 | 1.4";"1.4 | 1.6";"3";"3.4";"62";"38";"18";"6";"3.2";"2.8";"1.4 | 1.5";"1.6 | 1.1"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"SJK-j";"";"";"VPV";"1 | 1";"2.1 | 1.5";"2.8";"3.4";"62";"38";"12";"0";"3.2";"2.7";"1.9 | 1.5";"1 | 1"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Ylivieska";"";"";"LBK";"2.4 | 2";"2 | 1.8";"4.1";"3.4";"94";"56";"42";"12";"3.2";"4.1";"2 | 1.8";"2.4 | 1.8"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Nykarleby IK";"";"";"Sporting Kristina";"1.7 | 1.9";"1.4 | 1.4";"3.2";"3.4";"60";"40";"27";"6";"3.2";"3.1";"1.4 | 1.4";"1.7 | 1.8"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 14:00";"NS";"Fish United";"";"";"Ylöjärvi United";"2.2 | 1.1";"1.9 | 1.6";"3.4";"3.4";"63";"56";"38";"6";"3.2";"3.4";"1.9 | 1.6";"2.1 | 1.1"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:00";"NS";"TuPS";"";"";"TiPS / 2";"2 | 2.3";"1.6 | 1.4";"3.6";"3.6";"64";"50";"43";"28";"3.3";"3.4";"1.4 | 1.4";"1.7 | 2.3"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Kontu";"";"";"PPS";"1.6 | 1.1";"2.1 | 1";"2.9";"3.6";"49";"36";"20";"5";"3.3";"2.8";"2 | 0.9";"1.6 | 1.1"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Gnistan/Ogeli";"";"";"Lahti II";"1.9 | 1.8";"2.2 | 2.6";"4.2";"3.6";"82";"62";"38";"25";"3.3";"4";"2.1 | 2.6";"1.6 | 1.6"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:00";"NS";"Niroye Zamini";"";"";"Pars Jonoubi Jam";"2.7 | 3.6";"2 | 2";"5.2";"4.5";"84";"84";"64";"54";"4.4";"5.1";"2 | 2";"2.7 | 3.4"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:15";"NS";"Saipa";"";"";"Shahrdari Noshahr";"1.8 | 1.8";"2.4 | 3.5";"4.8";"4.5";"72";"54";"45";"36";"4.4";"4.5";"2.4 | 3";"1.8 | 1.8"
"Iceland";"ISL";"Besta deild";"02-07-2026 14:00";"NS";"Thór";"";"";"KR Reykjavík";"2.2 | 1.7";"2 | 3.1";"4.5";"4.3";"90";"70";"50";"20";"4.2";"4.4";"2 | 3";"2.1 | 1.7"
"Iceland";"ISL";"Besta deild";"02-07-2026 16:15";"NS";"Víkingur Reykjavík";"";"";"KA Akureyri";"1.9 | 2.1";"2.6 | 2.3";"4.4";"4.3";"95";"80";"45";"25";"4.2";"4.4";"2.5 | 2.2";"1.9 | 2.1"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Árborg";"";"";"KFR";"1.8 | 2.3";"2.8 | 1.5";"4.2";"4.1";"71";"64";"48";"14";"4";"4.2";"2.8 | 1.5";"1.8 | 2.3"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Hafnir";"";"";"Álafoss";"2.7 | 2.3";"1.9 | 1.7";"4.3";"4.1";"84";"62";"46";"23";"4";"4";"1.6 | 1.7";"2.6 | 2.3"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Úlfarnir";"";"";"Hamar";"1.6 | 1.8";"1.6 | 1.8";"3.4";"4.1";"60";"46";"24";"8";"4";"3.4";"1.6 | 1.8";"1.6 | 1.8"
"Iceland";"ISL";"4. Deild";"02-07-2026 17:00";"NS";"IH Hafnarfjordur";"";"";"Vaengir Jupiters";"2.3 | 2";"1.3 | 2.2";"4";"4.1";"72";"50";"36";"12";"4";"3.8";"1.3 | 2.2";"2 | 2"
"Iceland";"ISL";"3. Deild";"02-07-2026 16:15";"NS";"Ýmir";"";"";"KV";"2 | 2";"2.3 | 2.6";"4.4";"4.2";"71";"58";"47";"36";"4.1";"4.2";"2.3 | 2.4";"1.8 | 1.9"
"Iceland";"ISL";"U19 League B";"02-07-2026 15:00";"NS";"Fjölnir / Vængir U19";"";"";"Haukar / KÁ U19";"";"";"";"6";"";"";"";"";"5.7";"";"";""
"Kazakhstan";"KAZ";"Premier League";"02-07-2026 11:00";"NS";"Kairat";"";"";"Okzhetpes";"2.6 | 1.9";"3.1 | 2.9";"5.2";"4.7";"100";"80";"65";"40";"4.5";"5";"3 | 2.6";"2.4 | 1.9"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 09:00";"NS";"Akademiya Ontustik";"";"";"Shakhter Karagandy";"2.9 | 1";"1.4 | 1";"3.2";"3.4";"48";"33";"33";"33";"3.1";"3";"1.3 | 0.9";"2.7 | 1"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Tobol II";"";"";"Aktobe Jas";"1.7 | 1.2";"1.6 | 1.6";"3";"3.4";"56";"50";"16";"16";"3.1";"3";"1.4 | 1.6";"1.7 | 1.2"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Astana II";"";"";"Kaspiy II";"1.8 | 1.9";"2 | 2";"3.8";"3.4";"62";"44";"33";"33";"3.1";"3.6";"1.8 | 2";"1.6 | 1.9"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 11:00";"NS";"Khan Tengri";"";"";"Ekibastuz";"1.6 | 1.9";"1.4 | 1.1";"3";"3.4";"58";"42";"16";"16";"3.1";"2.8";"1.4 | 0.9";"1.4 | 1.8"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 11:00";"NS";"Bars";"";"";"Asia Talas";"2 | 2.3";"2.7 | 2.7";"4.8";"4";"84";"84";"50";"33";"3.9";"4.7";"2.7 | 2.3";"2 | 2.3"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Ozgon";"";"";"Alay";"2 | 3.3";"2.5 | 2.7";"5.2";"4";"100";"100";"75";"34";"3.9";"5.2";"2.5 | 2.7";"2 | 3.3"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Talant";"";"";"Neftchi Kochkor-Ata";"1.7 | 2";"2.7 | 1.3";"3.8";"4";"56";"50";"33";"28";"3.9";"3.7";"2.6 | 1.3";"1.6 | 2"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Abdish-Ata";"";"";"Alga";"2.6 | 1.9";"1.4 | 1.6";"3.8";"4";"71";"45";"39";"29";"3.9";"3.7";"1.4 | 1.6";"2.6 | 1.8"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Muras United";"";"";"Asiagoal";"2 | 1";"2 | 2.2";"3.6";"4";"80";"54";"26";"10";"3.9";"3.6";"2 | 2.2";"2 | 1"
"Lebanon";"LIB";"Premier League";"02-07-2026 09:30";"NS";"Jwaya";"";"";"Shabab Al Sahel";"2.1 | 1.3";"1.4 | 1.6";"3.2";"3";"58";"40";"27";"20";"2.8";"3";"1.3 | 1.4";"2.1 | 1.2"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 11:00";"NS";"BFA";"";"";"Ekranas";"1.7 | 2.1";"2.1 | 2.4";"4.2";"3.6";"75";"60";"40";"25";"3.5";"3.8";"1.9 | 2.1";"1.7 | 2"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 12:00";"NS";"Žalgiris II";"";"";"Hegelmann II";"2.2 | 1.5";"1.4 | 1.5";"3.3";"3.6";"50";"50";"30";"15";"3.5";"3.1";"1.3 | 1.5";"2.1 | 1.3"
"Mozambique";"MOZ";"Mocambola";"02-07-2026 09:45";"NS";"Sofala";"";"";"Ferroviário Nampula";"";"";"";"4.3";"";"";"";"";"4.1";"";"";""
"Norway";"NOR";"1. Division";"02-07-2026 13:00";"NS";"Lyn";"";"";"Åsane";"1.2 | 2.4";"1.3 | 1.7";"3.3";"3.4";"60";"45";"30";"10";"3.4";"3.2";"1.3 | 1.6";"1.2 | 2.3"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Chertanovo U19";"";"";"Rodina Moskva U19";"2 | 2.1";"1.3 | 2.8";"4.1";"3.9";"69";"55";"48";"35";"3.6";"3.8";"1.3 | 2.6";"2 | 1.8"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"CSKA Moscow U19";"";"";"Rostov U19";"2.4 | 2.9";"1.4 | 2.2";"4.5";"3.9";"84";"72";"56";"22";"3.6";"4.2";"1.3 | 2";"2.4 | 2.7"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Fakel U19";"";"";"Krasnodar U19";"1.9 | 1.7";"2.1 | 1.7";"3.6";"3.9";"59";"48";"36";"18";"3.6";"3.4";"1.9 | 1.7";"1.8 | 1.6"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Zenit U19";"";"";"Dinamo Moskva U19";"1.3 | 1.9";"1.8 | 2";"3.6";"3.9";"64";"58";"38";"11";"3.6";"3.3";"1.7 | 1.8";"1.3 | 1.8"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Nizhny Novgorod U19";"";"";"Ural U19";"1.9 | 1.9";"1.5 | 1.9";"3.6";"3.9";"56";"32";"32";"32";"3.6";"3.2";"1.5 | 1.9";"1.6 | 1.5"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Almaz-Antey U19";"";"";"Rubin Kazan U19";"1 | 2.6";"1.8 | 1.8";"3.6";"3.9";"60";"42";"30";"18";"3.6";"3.4";"1.8 | 1.6";"0.9 | 2.5"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Dinamo Makhachkala U19";"";"";"Lokomotiv Moskva U19";"2.1 | 2";"1.9 | 2.6";"4.3";"3.9";"88";"68";"54";"22";"3.6";"4";"1.6 | 2.3";"2 | 2"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Spartak Moskva U19";"";"";"Akademiya Konoplev U20";"1.4 | 1.4";"1.6 | 2";"3.2";"3.9";"50";"44";"44";"19";"3.6";"3";"1.6 | 1.8";"1.2 | 1.2"
"United States";"USA";"USL Championship";"02-07-2026 21:00";"NS";"Birmingham Legion";"";"";"Detroit City";"2.1 | 2.5";"2.1 | 3.8";"5.2";"4.6";"100";"80";"55";"40";"4.5";"5.2";"2.1 | 3.7";"2.1 | 2.4"
"United States";"USA";"USL League Two";"02-07-2026 17:00";"NS";"Birmingham Legion II";"";"";"Columbus United";"1.8 | 0.3";"2 | 3";"3.6";"4";"67";"50";"33";"16";"3.8";"3.4";"1.8 | 2.7";"1.8 | 0.3"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Rochester";"";"";"Chicago Dutch Lions";"1.8 | 1.3";"2.5 | 2";"3.8";"4";"50";"42";"42";"34";"3.8";"3.8";"2.5 | 1.8";"1.8 | 1.3"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Cedar Stars Rush";"";"";"Long Island Rough Riders";"2.3 | 2.1";"2.7 | 2.4";"4.8";"4";"88";"81";"36";"36";"3.8";"4.4";"2 | 2.2";"2.3 | 2.1"
"United States";"USA";"USL League Two";"02-07-2026 20:30";"NS";"Apotheos";"";"";"East Atlanta";"2.2 | 2";"1.8 | 1.8";"3.9";"4";"78";"55";"45";"10";"3.8";"3.8";"1.8 | 1.8";"2.2 | 1.8"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"FC Motown II";"";"";"Morris Elite";"1 | 2.4";"1.5 | 1.6";"3.2";"4";"76";"44";"22";"14";"3.8";"3.1";"1.3 | 1.6";"1 | 2.3"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"Flatirons Rush";"";"";"Colorado Storm";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 21:30";"NS";"Peoria";"";"";"St. Louis Ambush";"2 | 2";"2.5 | 1";"3.8";"4";"75";"75";"50";"0";"3.8";"3.5";"2.5 | 0.5";"2 | 2"
"United States";"USA";"USL League Two";"02-07-2026 23:00";"NS";"Redlands";"";"";"Capo II";"1.5 | 2";"2 | 2.5";"4";"4";"75";"62";"50";"12";"3.8";"3.6";"2 | 2.5";"1.2 | 1.5"
"United States";"USA";"USL League One";"02-07-2026 22:30";"NS";"Athletic Club Boise";"";"";"One Knoxville";"2.5 | 1.8";"3.3 | 2.6";"5.1";"5.1";"90";"85";"55";"40";"4.9";"4.9";"3.2 | 2.5";"2.4 | 1.7"
"United States";"USA";"WPSL";"02-07-2026 19:00";"NS";"North Carolina II W";"";"";"Arlington VA W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"WPSL";"02-07-2026 20:00";"NS";"PA Classics W";"";"";"Love City W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Middletown Sporting CT W";"";"";"Connecticut Rush W";"0 | 0.5";"1 | 0.2";"0.9";"0.9";"12";"0";"0";"0";"0.8";"0.9";"1 | 0.2";"0 | 0.5"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Austin Rise W";"";"";"Fort Worth Vaqueras W";"2 | 1.5";"1 | 1";"2.8";"0.9";"75";"25";"25";"0";"0.8";"2.8";"1 | 1";"2 | 1.5"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Lou Fusz Athletic W";"";"";"Kansas City Current II W";"0 | 2";"0.3 | 5";"3.6";"0.9";"50";"50";"50";"25";"0.8";"3.4";"0.3 | 4.5";"0 | 2"
"United States";"USA";"UWS";"02-07-2026 17:30";"NS";"Maine Mystics W";"";"";"Maine Footy W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"02-07-2026 20:00";"NS";"Connecticut Legends W";"";"";"New England Mutiny W";"";"";"";"0";"";"";"";"";"0";"";"";""
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Tadamon Hadramout FC";"";"";"Ahli Sana'a FC";"2.2 | 2.2";"1.8 | 1";"3.6";"1.2";"54";"54";"45";"36";"1";"3.2";"1.8 | 1";"1.7 | 2"
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Hilal FC Hudayda";"";"";"Mukallah FC";"";"";"";"1.2";"";"";"";"";"1";"";"";""
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Orouba FC";"";"";"Alsadd FC";"";"";"";"1.2";"";"";"";"";"1";"";"";""
"Finland";"FIN";"Ykkönen Women";"02-07-2026 12:30";"NS";"TPS W";"";"";"JyPK W";"0.5 | 0.6";"1.6 | 0.6";"1.6";"1.7";"19";"12";"0";"0";"1.7";"1.6";"1.5 | 0.6";"0.5 | 0.6"
"Iceland";"ISL";"1. Deild Women";"02-07-2026 16:15";"NS";"IA Akranes W";"";"";"Grótta W";"1.1 | 0.4";"1.3 | 1.5";"2.2";"2.3";"34";"20";"7";"0";"2.1";"2.1";"1.3 | 1.4";"1.1 | 0.4"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Afturelding W";"";"";"Fjölnir W";"1 | 1.5";"0.7 | 1";"2.1";"2.1";"42";"0";"0";"0";"2";"2.1";"0.7 | 1";"1 | 1.5"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Fylkir W";"";"";"ÍR W";"1 | 0.5";"0.7 | 0.8";"1.4";"2.1";"16";"0";"0";"0";"2";"1.4";"0.7 | 0.8";"1 | 0.5"
"World";"WOR";"Club Friendlies 1";"02-07-2026 12:00";"NS";"Beşiktaş";"";"";"Gyirmót";"2 | 2.1";"2.6 | 1.6";"4.2";"3.3";"71";"49";"49";"21";"3";"4.2";"2.6 | 1.6";"2 | 2.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 09:00";"NS";"Dundee";"";"";"Paksi SE";"1.1 | 1.8";"2 | 2";"3.4";"2.1";"55";"45";"35";"30";"2";"3.2";"1.9 | 1.9";"1 | 1.7"
"World";"WOR";"Club Friendlies 3";"02-07-2026 13:45";"NS";"Erlangen-Bruck";"";"";"Ansbach";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 14:00";"NS";"Peckeloh";"";"";"DSC Arminia Bielefeld";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 15:00";"NS";"Cove Rangers";"";"";"Turriff United";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 16:00";"NS";"Banks O Dee FC";"";"";"Peterhead";"2 | 1.8";"1 | 2.6";"3.7";"2.1";"65";"55";"55";"20";"2";"3.4";"1 | 2.6";"1.5 | 1.8"
