"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"Olympique Dcheïra";"";"";"Olympic Safi";"0.6 | 0.9";"0.6 | 0.9";"1.5 | 1.1";"75";"20";"55";"80";"70";"2";"2";"20 | 30";"";"";"";"";"";"";"19";"8.9 | 7.3";"10.2 | 11.7"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"UTS Rabat";"";"";"Ittihad Tanger";"0.7 | 1.1";"0.9 | 0.7";"1.4 | 1";"70";"15";"40";"85";"55";"2";"2";"23 | 37";"";"";"";"";"";"";"19.5";"8.3 | 11.4";"8.9 | 10.4"
"Morocco";"MAR";"Botola Pro";"02-07-2026 14:00";"NS";"Raja Casablanca";"";"";"Hassania Agadir";"2 | 0.9";"1.5 | 1";"0.5 | 1.5";"65";"45";"40";"55";"65";"2.2";"2";"67 | 30";"";"";"";"";"";"";"16.6";"11.5 | 6.8";"5.5 | 9.4"
"Chile";"CHI";"Chilean Cup";"02-07-2026 19:00";"NS";"Huachipato";"";"";"Concepcion";"1.5 | 0.5";"1 | 0.5";"1 | 1.5";"100";"0";"25";"100";"50";"2";"3";"50 | 17";"";"";"";"";"";"";"30.5";"15 | 16";"14 | 16"
"Chile";"CHI";"Chilean Cup";"02-07-2026 21:30";"NS";"O'Higgins";"";"";"Colo-Colo";"1 | 3";"1 | 3";"1 | 0";"100";"50";"50";"50";"75";"2.5";"3";"33 | 100";"";"";"";"";"";"";"19.8";"6.5 | 16.5";"7.5 | 9"
"Europe";"EUR";"Euro U19";"02-07-2026 10:00";"NS";"Croatia U19";"";"";"Italy U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19";"02-07-2026 14:00";"NS";"Serbia U19";"";"";"Ukraine U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 13:00";"NS";"Oriental";"";"";"Atletico Colegiales";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 15:30";"NS";"1 de Marzo Fernando Mora";"";"";"Sport Colonial";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"02-07-2026 18:00";"NS";"Tte. Fariña Caacupé";"";"";"Juventud Ypanense";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Northern Territory Premier League";"02-07-2026 06:00";"NS";"Darwin Olympic";"";"";"Port Darwin";"1.2 | 2";"2.8 | 3.5";"2 | 3";"100";"92";"83";"8";"100";"5.6";"6";"39 | 67";"";"";"";"";"";"";"25.4";"10.2 | 18";"7.8 | 14.8"
"Australia";"AUS";"Northern Territory Premier League";"02-07-2026 08:00";"NS";"Palmerston Rovers";"";"";"Garuda";"0.9 | 0.3";"1.7 | 1.4";"4 | 4.1";"93";"78";"71";"22";"93";"5.6";"6";"29 | 10";"";"";"";"";"";"";"27.4";"12 | 5.6";"21 | 16.3"
"Bhutan";"BHU";"Bhutan Premier League";"02-07-2026 09:00";"NS";"Transport United";"";"";"Namlha";"2 | 1.7";"1 | 2";"1.3 | 1.3";"84";"50";"66";"50";"67";"2.8";"3";"67 | 56";"";"";"";"";"";"";"25.5";"9.5 | 10";"14.5 | 17"
"Belarus";"BLR";"Vysshaya Liga";"02-07-2026 12:00";"NS";"BATE";"";"";"Gomel";"0.8 | 1.3";"1.2 | 1";"1.5 | 0.9";"84";"40";"46";"60";"69";"2.3";"3";"28 | 43";"";"";"";"";"";"";"13.7";"6.3 | 6.3";"8 | 6.9"
"Belarus";"BLR";"Vysshaya Liga";"02-07-2026 14:00";"NS";"Minsk";"";"";"Dinamo Minsk";"1.9 | 2.7";"2 | 1.7";"1 | 0.7";"66";"48";"60";"52";"52";"2.7";"3";"62 | 90";"";"";"";"";"";"";"12.8";"5.4 | 7.7";"6.2 | 6.4"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 17:30";"NS";"Cumbaya";"";"";"22 de Julio";"1.4 | 0.2";"1.1 | 0.5";"1.3 | 2.2";"76";"38";"52";"62";"62";"2.6";"2";"48 | 6";"";"";"";"";"";"";"20.4";"10.2 | 7.7";"7.8 | 15"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 17:30";"NS";"Atlético JBG";"";"";"El Nacional";"2 | 0.1";"0.8 | 0.7";"0.3 | 2.1";"60";"37";"52";"63";"52";"2";"2";"67 | 5";"";"";"";"";"";"";"21.8";"7.6 | 9.6";"9.8 | 16.6"
"Ecuador";"ECU";"Liga Pro Serie B";"02-07-2026 21:00";"NS";"Santo Domingo";"";"";"Independiente Juniors";"2.3 | 1.3";"1.5 | 0.9";"0.3 | 0.9";"55";"31";"38";"69";"62";"1.8";"2";"78 | 43";"";"";"";"";"";"";"18.9";"9.8 | 10.4";"7.8 | 9.8"
"Estonia";"EST";"Meistriliiga";"02-07-2026 13:00";"NS";"Kuressaare";"";"";"Flora";"1.2 | 2";"1.1 | 1.7";"1.4 | 1.3";"76";"64";"47";"36";"64";"2.8";"3";"42 | 67";"";"";"";"";"";"";"23.2";"8.4 | 16";"12.9 | 9.3"
"Estonia";"EST";"Esiliiga A";"02-07-2026 13:00";"NS";"Tartu Welco";"";"";"Viimsi";"2.5 | 1.7";"3.8 | 1.3";"1.6 | 0.6";"80";"65";"48";"35";"79";"3.6";"4";"83 | 57";"";"";"";"";"";"";"23.7";"16.6 | 11.5";"12 | 7.3"
"Estonia";"EST";"Estonian Cup";"02-07-2026 14:30";"NS";"Tallinna Wolves";"";"";"Tabasalu";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Welwalo Adigrat Uni";"";"";"Kedus Giorgis";"1.4 | 0.9";"1 | 0.6";"0.9 | 1.3";"60";"35";"40";"65";"65";"1.9";"2";"47 | 30";"";"";"";"";"";"";"13.7";"6 | 7.9";"7.2 | 6.3"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Awassa Kenema";"";"";"Adama Kenema";"1.5 | 0.7";"0.9 | 0.7";"0.6 | 1.2";"50";"25";"45";"75";"45";"1.7";"2";"50 | 23";"";"";"";"";"";"";"14";"6.7 | 5.8";"8.1 | 7.6"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Shire Endaselassie";"";"";"Sheger Ketema";"1.6 | 1.6";"0.7 | 1.3";"0.5 | 1";"55";"15";"40";"85";"60";"1.8";"2";"53 | 53";"";"";"";"";"";"";"13.8";"5.1 | 8.1";"8.3 | 6.2"
"Finland";"FIN";"Kakkonen";"02-07-2026 12:30";"NS";"EBK";"";"";"ÅIFK";"1.4 | 2";"1.6 | 1.5";"1.6 | 1";"90";"55";"80";"45";"100";"2.8";"3";"47 | 67";"";"";"";"";"";"";"20.2";"14.4 | 8";"9.4 | 8.5"
"Finland";"FIN";"Kakkonen";"02-07-2026 13:00";"NS";"PPJ";"";"";"Kiffen";"1.4 | 1.4";"1.6 | 2";"1 | 1.8";"90";"60";"70";"40";"70";"3.2";"4";"47 | 47";"";"";"";"";"";"";"22.5";"8.2 | 14.6";"8.2 | 14"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 12:30";"NS";"Kultsu";"";"";"MiPK";"2.2 | 2";"3.3 | 2.2";"0.7 | 1.4";"100";"74";"56";"26";"75";"3.8";"3";"72 | 67";"";"";"";"";"";"";"31.7";"23.7 | 20.3";"7 | 12.3"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"Kumu";"";"";"LAUTP / 2";"0.8 | 0.2";"1.2 | 0.5";"3.5 | 3.7";"84";"71";"54";"29";"";"4.5";"4";"25 | 6";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"KJP";"";"";"PeKa";"1.4 | 2.6";"2.2 | 3";"1.2 | 1.4";"90";"80";"60";"20";"100";"3.9";"4";"47 | 87";"";"";"";"";"";"";"25.4";"12 | 14";"13.7 | 11"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"PIF";"";"";"EuPa";"1.2 | 1.9";"1.5 | 2.1";"1.2 | 0.9";"93";"60";"78";"40";"68";"2.9";"4";"42 | 62";"";"";"";"";"";"";"23";"16.7 | 12.6";"8 | 8.8"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"SJK-j";"";"";"VPV";"1.8 | 1.8";"3.5 | 2.4";"1 | 2";"100";"65";"42";"35";"78";"4.4";"4";"58 | 60";"";"";"";"";"";"";"26.2";"18.8 | 9";"6 | 18.7"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Ylivieska";"";"";"LBK";"2.2 | 1";"3.8 | 0.8";"0.8 | 1.8";"100";"75";"50";"25";"88";"3.5";"3";"75 | 33";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Nykarleby IK";"";"";"Sporting Kristina";"2.5 | 2.6";"3 | 2.2";"1.8 | 0.8";"90";"68";"80";"32";"90";"3.9";"4";"83 | 87";"";"";"";"";"";"";"25.8";"16 | 7.8";"15 | 12.8"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 14:00";"NS";"Fish United";"";"";"Ylöjärvi United";"0.8 | 0.6";"1.2 | 0.4";"2 | 2.4";"80";"70";"40";"30";"60";"3";"4";"27 | 20";"";"";"";"";"";"";"26.6";"12 | 13";"15.4 | 12.7"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:00";"NS";"TuPS";"";"";"TiPS / 2";"1.5 | 0";"2.8 | 0.8";"1.8 | 3";"75";"75";"38";"25";"88";"4.2";"4";"50 | 0";"";"";"";"";"";"";"25.2";"10.8 | 11.5";"9.2 | 19"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Kontu";"";"";"PPS";"1.2 | 0";"1.2 | 0";"2.2 | 6.3";"75";"75";"25";"25";"88";"4.9";"4";"42 | 0";"";"";"";"";"";"";"18.8";"7.2 | 3.5";"11 | 16"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Gnistan/Ogeli";"";"";"Lahti II";"1.3 | 0.8";"2.3 | 0.8";"1.8 | 1.6";"70";"70";"70";"30";"90";"3.3";"4";"44 | 27";"";"";"";"";"";"";"22.2";"13.6 | 9.3";"12.6 | 9"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:00";"NS";"Niroye Zamini";"";"";"Pars Jonoubi Jam";"1.2 | 1.8";"0.7 | 1.3";"0.6 | 0.8";"60";"25";"40";"75";"40";"1.7";"2";"40 | 60";"";"";"";"";"";"";"13.9";"7.4 | 5";"7.6 | 7.8"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:15";"NS";"Saipa";"";"";"Shahrdari Noshahr";"2 | 0.7";"0.9 | 0.5";"0.4 | 1";"50";"10";"40";"90";"50";"1.4";"1";"67 | 23";"";"";"";"";"";"";"14.5";"7 | 4.6";"5.8 | 11.6"
"Iceland";"ISL";"Besta deild";"02-07-2026 14:00";"NS";"Thór";"";"";"KR Reykjavík";"0.5 | 1.5";"1 | 3";"2.3 | 2.7";"84";"75";"75";"25";"84";"4.5";"5";"17 | 50";"";"";"";"";"";"";"31.3";"11 | 19.2";"19.8 | 12.7"
"Iceland";"ISL";"Besta deild";"02-07-2026 16:15";"NS";"Víkingur Reykjavík";"";"";"KA Akureyri";"2.7 | 1.2";"3.5 | 1.5";"0.5 | 2.2";"92";"67";"58";"33";"75";"3.8";"4";"89 | 39";"";"";"";"";"";"";"29.3";"18.7 | 14.8";"6.7 | 18.5"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Árborg";"";"";"KFR";"3 | 1.3";"5.7 | 2.7";"0 | 2.7";"100";"100";"50";"0";"100";"5.5";"5";"100 | 44";"";"";"";"";"";"";"27.4";"22 | 13.3";"9.7 | 9.7"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Hafnir";"";"";"Álafoss";"0.7 | 0";"2 | 0.7";"4 | 2.7";"84";"84";"67";"16";"84";"4.6";"4";"22 | 0";"";"";"";"";"";"";"32.1";"15 | 7.5";"14.7 | 27"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Úlfarnir";"";"";"Hamar";"0.5 | 2.2";"1 | 4.2";"1.5 | 2.2";"75";"75";"75";"25";"75";"4.5";"5";"17 | 75";"";"";"";"";"";"";"28.9";"14.7 | 17";"13.7 | 12.5"
"Iceland";"ISL";"4. Deild";"02-07-2026 17:00";"NS";"IH Hafnarfjordur";"";"";"Vaengir Jupiters";"0 | 1.3";"1.3 | 2.7";"2.7 | 2.7";"100";"84";"84";"16";"100";"4.6";"5";"0 | 44";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"3. Deild";"02-07-2026 16:15";"NS";"Ýmir";"";"";"KV";"1.2 | 0.8";"2 | 2.8";"1.8 | 3.5";"100";"90";"70";"10";"100";"5";"5";"40 | 25";"";"";"";"";"";"";"23";"12.8 | 12.5";"9.8 | 11"
"Iceland";"ISL";"U19 League B";"02-07-2026 15:00";"NS";"Fjölnir / Vængir U19";"";"";"Haukar / KÁ U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Premier League";"02-07-2026 11:00";"NS";"Kairat";"";"";"Okzhetpes";"2.1 | 1.8";"1.9 | 1.5";"0.4 | 1";"69";"46";"48";"54";"46";"2.4";"3";"71 | 61";"";"";"";"";"";"";"23.5";"18 | 10.8";"7.5 | 10.7"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 09:00";"NS";"Akademiya Ontustik";"";"";"Shakhter Karagandy";"2 | 2.2";"1.6 | 2.5";"1 | 0.7";"82";"46";"38";"54";"55";"2.9";"3";"67 | 72";"";"";"";"";"";"";"19.8";"13.3 | 10.5";"7.7 | 8"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Tobol II";"";"";"Aktobe Jas";"1 | 0.3";"2.3 | 0.8";"2.5 | 3.8";"100";"83";"75";"17";"92";"4.8";"4";"33 | 11";"";"";"";"";"";"";"20.5";"9.6 | 7.3";"10.4 | 13.7"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Astana II";"";"";"Kaspiy II";"1.7 | 1.1";"1.8 | 1.6";"2 | 1.6";"77";"77";"55";"23";"54";"3.4";"4";"56 | 38";"";"";"";"";"";"";"19.4";"6.5 | 7.7";"10.5 | 14"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 11:00";"NS";"Khan Tengri";"";"";"Ekibastuz";"2.2 | 1.2";"1.7 | 1";"1 | 2.3";"83";"67";"34";"33";"66";"3";"3";"72 | 39";"";"";"";"";"";"";"";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 11:00";"NS";"Bars";"";"";"Asia Talas";"3 | 2.3";"4.5 | 2";"0.5 | 1.2";"92";"84";"66";"16";"92";"4.1";"3";"100 | 78";"";"";"";"";"";"";"";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Ozgon";"";"";"Alay";"2.2 | 2";"2 | 1.3";"0.8 | 0.9";"83";"62";"58";"38";"83";"2.4";"2";"73 | 67";"";"";"";"";"";"";"";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Talant";"";"";"Neftchi Kochkor-Ata";"0.7 | 1";"1 | 1.3";"1.6 | 2";"84";"55";"60";"45";"62";"3";"2";"24 | 33";"";"";"";"";"";"";"7.2";"4.7 | 2.5";"5.3 | 2"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Abdish-Ata";"";"";"Alga";"1.3 | 2.2";"1.1 | 2.4";"1.4 | 1.2";"93";"78";"62";"22";"83";"3.1";"3";"43 | 73";"";"";"";"";"";"";"6.8";"4 | 3.3";"5 | 1.3"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Muras United";"";"";"Asiagoal";"2.2 | 1";"2.2 | 1.2";"1 | 2.2";"92";"54";"62";"46";"78";"3.4";"3";"72 | 33";"";"";"";"";"";"";"";"";""
"Lebanon";"LIB";"Premier League";"02-07-2026 09:30";"NS";"Jwaya";"";"";"Shabab Al Sahel";"1.7 | 0.8";"1.5 | 1.1";"0.6 | 1.7";"58";"48";"37";"52";"59";"2.4";"3";"57 | 26";"";"";"";"";"";"";"18.2";"10.3 | 8.8";"9.8 | 7.6"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 11:00";"NS";"BFA";"";"";"Ekranas";"1.4 | 0.1";"0.9 | 0.9";"1.3 | 2";"64";"57";"50";"43";"58";"2.5";"2";"48 | 5";"";"";"";"";"";"";"18.8";"9.7 | 8.7";"7.7 | 11.4"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 12:00";"NS";"Žalgiris II";"";"";"Hegelmann II";"1.6 | 1";"1.9 | 1.1";"1.3 | 2.3";"78";"64";"57";"36";"64";"3.2";"3";"52 | 33";"";"";"";"";"";"";"19.3";"7.3 | 4.6";"13.4 | 13.3"
"Mozambique";"MOZ";"Mocambola";"02-07-2026 09:45";"NS";"Sofala";"";"";"Ferroviário Nampula";"1.8 | 0.5";"0.6 | 1";"0.2 | 2.5";"60";"50";"35";"50";"50";"2.2";"2";"60 | 17";"";"";"";"";"";"";"";"";""
"Norway";"NOR";"1. Division";"02-07-2026 13:00";"NS";"Lyn";"";"";"Åsane";"0.4 | 0.2";"0.6 | 0.3";"2.9 | 2";"76";"52";"31";"48";"77";"2.8";"4";"14 | 6";"";"";"";"";"";"";"24.2";"9.4 | 9.3";"14.7 | 15"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Chertanovo U19";"";"";"Rodina Moskva U19";"2.2 | 1.7";"2.4 | 1.2";"1.8 | 1.2";"74";"74";"74";"26";"74";"3.2";"4";"73 | 56";"";"";"";"";"";"";"20.5";"11.6 | 12.7";"8.4 | 8.3"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"CSKA Moscow U19";"";"";"Rostov U19";"2.2 | 0.8";"2.5 | 1.5";"1 | 2.8";"88";"75";"50";"25";"88";"3.8";"4";"75 | 25";"";"";"";"";"";"";"24.2";"14.8 | 10";"9.2 | 14.3"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Fakel U19";"";"";"Krasnodar U19";"0 | 2";"1 | 3.6";"2.8 | 2";"88";"68";"78";"32";"88";"4.7";"5";"0 | 67";"";"";"";"";"";"";"20.6";"4 | 10.5";"16.7 | 10"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Zenit U19";"";"";"Dinamo Moskva U19";"2.3 | 0.8";"3 | 1.1";"1.1 | 2.1";"87";"60";"48";"40";"94";"3.6";"4";"76 | 25";"";"";"";"";"";"";"20.8";"16.6 | 6";"6.8 | 12.3"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Nizhny Novgorod U19";"";"";"Ural U19";"0.2 | 1";"0.8 | 0.8";"3.8 | 1.6";"72";"54";"55";"46";"52";"3.6";"4";"6 | 33";"";"";"";"";"";"";"17";"6.5 | 5";"11.2 | 11.2"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Almaz-Antey U19";"";"";"Rubin Kazan U19";"0.8 | 0.5";"1 | 1.2";"1.8 | 2.8";"88";"62";"75";"38";"88";"3.4";"4";"25 | 17";"";"";"";"";"";"";"21.2";"12.7 | 5.2";"11 | 13.5"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Dinamo Makhachkala U19";"";"";"Lokomotiv Moskva U19";"1.2 | 2";"1.5 | 2.4";"1.6 | 1.4";"84";"71";"71";"29";"88";"3.4";"4";"42 | 67";"";"";"";"";"";"";"16.1";"5 | 13.2";"7.8 | 6.2"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Spartak Moskva U19";"";"";"Akademiya Konoplev U20";"2.3 | 1.3";"2.8 | 1.7";"1.5 | 2.4";"100";"93";"69";"7";"86";"4.2";"4";"78 | 43";"";"";"";"";"";"";"17.1";"12.2 | 8.2";"7.4 | 6.4"
"United States";"USA";"USL Championship";"02-07-2026 21:00";"NS";"Birmingham Legion";"";"";"Detroit City";"1 | 0.7";"0.8 | 1.3";"0.9 | 1.4";"60";"41";"54";"59";"54";"2.2";"2";"33 | 24";"";"";"";"";"";"";"24.3";"13.9 | 11.7";"11.1 | 11.9"
"United States";"USA";"USL League Two";"02-07-2026 17:00";"NS";"Birmingham Legion II";"";"";"Columbus United";"0.5 | 1";"1 | 0.5";"1.8 | 2.2";"88";"50";"50";"50";"50";"2.8";"3";"17 | 33";"";"";"";"";"";"";"17.2";"5 | 9.3";"8.5 | 11.7"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Rochester";"";"";"Chicago Dutch Lions";"2 | 2";"1.7 | 2.7";"1.7 | 2.3";"100";"84";"50";"16";"100";"4.2";"4";"67 | 67";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Cedar Stars Rush";"";"";"Long Island Rough Riders";"3 | 2.5";"1.8 | 3.5";"0.2 | 0.5";"88";"50";"25";"50";"75";"3";"3";"100 | 83";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 20:30";"NS";"Apotheos";"";"";"East Atlanta";"0.2 | 0.7";"0.5 | 1";"1.8 | 2";"88";"42";"75";"58";"46";"2.6";"4";"8 | 22";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"FC Motown II";"";"";"Morris Elite";"3 | 0";"4.2 | 1.2";"1 | 3.2";"100";"88";"62";"12";"88";"4.8";"4";"100 | 0";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"Flatirons Rush";"";"";"Colorado Storm";"0.2 | 2.6";"1 | 2.2";"3.2 | 0.4";"80";"80";"50";"20";"90";"3.4";"3";"7 | 87";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 21:30";"NS";"Peoria";"";"";"St. Louis Ambush";"3 | 1.8";"2 | 1.8";"0.5 | 1";"88";"38";"50";"62";"88";"2.6";"3";"100 | 58";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 23:00";"NS";"Redlands";"";"";"Capo II";"2.5 | 2";"2.8 | 2.3";"1 | 0.7";"100";"54";"50";"46";"100";"3.4";"4";"83 | 67";"";"";"";"";"";"";"";"";""
"United States";"USA";"USL League One";"02-07-2026 22:30";"NS";"Athletic Club Boise";"";"";"One Knoxville";"2 | 2.3";"1.6 | 2.3";"1 | 0.8";"86";"66";"50";"34";"71";"2.9";"3";"67 | 78";"";"";"";"";"";"";"24.5";"14.5 | 11.8";"10 | 12.7"
"United States";"USA";"WPSL";"02-07-2026 19:00";"NS";"North Carolina II W";"";"";"Arlington VA W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"02-07-2026 20:00";"NS";"PA Classics W";"";"";"Love City W";"3 | 2.5";"4.2 | 1.8";"0.8 | 0.5";"88";"75";"38";"25";"";"3.6";"4";"100 | 83";"";"";"";"";"";"";"";"";""
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Middletown Sporting CT W";"";"";"Connecticut Rush W";"3 | 2.3";"5 | 2.7";"2 | 0.7";"84";"84";"66";"16";"";"5.2";"4";"100 | 78";"";"";"";"";"";"";"";"";""
