"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Dinamo Makhachkala U19";"";"";"Lokomotiv Moskva U19";"3.3 | 8.5";"4.9 | 4.3";"10.5";"84";"78";"51";"35";"17.2";"6.1 | 13.8";"9.5 | 5";"8.4";"3 | 6.6";"5 | 2.1";"11";"33 | 56";"22 | 80";"11";"3.5 | 4.7"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Spartak Moskva U19";"";"";"Akademiya Konoplev U20";"6.5 | 6.4";"3.2 | 5.1";"10.6";"84";"78";"56";"45";"16.1";"10.7 | 7.9";"7.2 | 6.4";"8";"5 | 4";"3.7 | 3.3";"11";"43 | 80";"80 | 75";"11";"6.4 | 4.4"
"United States";"USA";"USL Championship";"02-07-2026 21:00";"NS";"Birmingham Legion";"";"";"Detroit City";"4 | 5.4";"5.4 | 4.1";"9.4";"75";"50";"45";"30";"22.5";"11.5 | 11.2";"12.9 | 9.5";"7.2";"3.4 | 3.8";"3.7 | 3.6";"9";"70 | 80";"30 | 60";"9";"7 | 5.8"
"United States";"USA";"USL League Two";"02-07-2026 17:00";"NS";"Birmingham Legion II";"";"";"Columbus United";"3.2 | 5";"3.3 | 2.7";"7.1";"42";"25";"25";"25";"18.9";"6.8 | 9.3";"10 | 11.7";"7.8";"3.2 | 2";"4.2 | 6.3";"8.7";"33 | 67";"33 | 100";"8";"5.2 | 7.8"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Rochester";"";"";"Chicago Dutch Lions";"2.8 | 2.7";"5 | 4.2";"7.3";"67";"33";"25";"8";"23";"11.2 | 8.7";"14 | 12.2";"10.4";"5.2 | 3.8";"6.8 | 5";"8.7";"40 | 80";"17 | 33";"8";"7.5 | 5"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Cedar Stars Rush";"";"";"Long Island Rough Riders";"6.3 | 5.2";"2.3 | 2.8";"8.4";"64";"46";"22";"6";"27";"15.7 | 18.4";"11 | 8.9";"10.9";"6 | 8.1";"4.3 | 3.2";"8.7";"67 | 62";"100 | 62";"8";"9.8 | 6.6"
"United States";"USA";"USL League Two";"02-07-2026 20:30";"NS";"Apotheos";"";"";"East Atlanta";"3.2 | 5";"4.7 | 3.8";"8.3";"50";"50";"42";"42";"18.2";"8.4 | 8.8";"9.2 | 10";"8.1";"4.4 | 3";"4.6 | 4.2";"8.7";"60 | 25";"17 | 75";"9";"7.6 | 9.8"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"FC Motown II";"";"";"Morris Elite";"6.6 | 2";"2.2 | 4.4";"7.6";"47";"37";"27";"10";"23.8";"13.6 | 9.1";"8 | 16.9";"10.6";"7 | 3.7";"3.4 | 7.1";"8.7";"80 | 29";"80 | 14";"8";"4 | 9.1"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"Flatirons Rush";"";"";"Colorado Storm";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 21:30";"NS";"Peoria";"";"";"St. Louis Ambush";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";""
"United States";"USA";"USL League Two";"02-07-2026 23:00";"NS";"Redlands";"";"";"Capo II";"3.7 | 3.8";"3.7 | 6.8";"8.9";"71";"54";"54";"25";"25.8";"12.3 | 12.2";"10.3 | 16.8";"12.6";"6 | 5.2";"6 | 8";"8.7";"67 | 25";"33 | 0";"9";"6.5 | 6.1"
"United States";"USA";"USL League One";"02-07-2026 22:30";"NS";"Athletic Club Boise";"";"";"One Knoxville";"6.6 | 5";"4.1 | 6.8";"11.2";"85";"80";"70";"60";"25.4";"13.5 | 12.7";"12.7 | 11.9";"8.4";"4.1 | 4.9";"4.3 | 3.4";"10";"70 | 50";"60 | 20";"11";"6.8 | 5.4"
"United States";"USA";"WPSL";"02-07-2026 19:00";"NS";"North Carolina II W";"";"";"Arlington VA W";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";""
"United States";"USA";"WPSL";"02-07-2026 20:00";"NS";"PA Classics W";"";"";"Love City W";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";""
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Middletown Sporting CT W";"";"";"Connecticut Rush W";"4.3 | 3";"3.3 | 2.8";"6.8";"16";"16";"16";"0";"27.4";"18 | 11.2";"11 | 14.5";"14.4";"9.7 | 6";"5 | 8";"8.5";"67 | 50";"67 | 50";"8";"5.6 | 5.6"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Austin Rise W";"";"";"Fort Worth Vaqueras W";"1 | 5.5";"4.5 | 4.5";"7.8";"75";"50";"25";"25";"27.5";"21 | 6.5";"12.5 | 15";"14.2";"11 | 4";"7.5 | 6";"8.5";"50 | 100";"0 | 50";"9";"10 | 5"
"United States";"USA";"WPSL";"02-07-2026 21:00";"NS";"Lou Fusz Athletic W";"";"";"Kansas City Current II W";"5 | 2.7";"2 | 4.7";"7.2";"33";"33";"33";"16";"16.6";"15.7 | 6";"5 | 6.5";"7.9";"9 | 1.5";"2.3 | 3";"8.5";"100 | 33";"100 | 0";"8";"5.2 | 2.9"
"United States";"USA";"UWS";"02-07-2026 17:30";"NS";"Maine Mystics W";"";"";"Maine Footy W";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";""
"United States";"USA";"UWS";"02-07-2026 20:00";"NS";"Connecticut Legends W";"";"";"New England Mutiny W";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";""
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Tadamon Hadramout FC";"";"";"Ahli Sana'a FC";"3.8 | 1.6";"6.2 | 6.4";"9";"68";"68";"55";"22";"18.2";"5 | 5.2";"16.5 | 9.8";"7.8";"1.2 | 2";"7.2 | 5";"0";"25 | 20";"25 | 0";"5";"5.6 | 5.2"
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Hilal FC Hudayda";"";"";"Mukallah FC";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";""
"Yemen";"YEM";"Yemeni League";"02-07-2026 10:00";"NS";"Al Orouba FC";"";"";"Alsadd FC";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";""
"Finland";"FIN";"Ykkönen Women";"02-07-2026 12:30";"NS";"TPS W";"";"";"JyPK W";"3.2 | 3.6";"4 | 5.3";"8";"48";"48";"34";"34";"21.7";"8 | 10.7";"12.4 | 12.3";"10.8";"3.2 | 5";"6.6 | 6.7";"9.1";"25 | 71";"38 | 14";"8";"5 | 8.9"
"Iceland";"ISL";"1. Deild Women";"02-07-2026 16:15";"NS";"IA Akranes W";"";"";"Grótta W";"1.2 | 5.2";"7 | 3.5";"8.4";"58";"42";"42";"8";"23.2";"8.5 | 12.3";"13.8 | 12";"9.5";"3 | 5";"5 | 6";"9.4";"0 | 67";"0 | 83";"9";"3.7 | 5.3"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Afturelding W";"";"";"Fjölnir W";"5.3 | 6.5";"4 | 2.5";"9.2";"58";"58";"42";"42";"30.6";"23.3 | 27";"5.3 | 5.5";"15.4";"9 | 15.5";"3.3 | 3";"9";"33 | 100";"100 | 100";"9";"7.1 | 6.4"
"Iceland";"ISL";"2. Deild Women";"02-07-2026 16:15";"NS";"Fylkir W";"";"";"ÍR W";"6.7 | 4.2";"4.3 | 5";"10.1";"88";"58";"58";"46";"28.6";"21.3 | 12.5";"7.7 | 15.8";"15.2";"14.3 | 5.2";"3.3 | 7.5";"9";"33 | 50";"67 | 25";"9";"3.4 | 10.4"
"World";"WOR";"Club Friendlies 1";"02-07-2026 12:00";"NS";"Beşiktaş";"";"";"Gyirmót";"6 | 6.7";"5.1 | 1.5";"9.6";"65";"52";"46";"34";"24.6";"16.9 | 16.8";"12.1 | 3.5";"10";"5.5 | 9";"3.7 | 1.8";"8.1";"60 | 83";"50 | 100";"9";"7.5 | 4.4"
"World";"WOR";"Club Friendlies 3";"02-07-2026 09:00";"NS";"Dundee";"";"";"Paksi SE";"4.4 | 6.1";"4.5 | 4.3";"9.6";"75";"70";"55";"40";"24.9";"8.8 | 15.8";"14.6 | 10.6";"10.1";"3.2 | 7.6";"5.7 | 3.7";"9";"50 | 60";"40 | 50";"9";"4.6 | 4.2"
"World";"WOR";"Club Friendlies 3";"02-07-2026 13:45";"NS";"Erlangen-Bruck";"";"";"Ansbach";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 14:00";"NS";"Peckeloh";"";"";"DSC Arminia Bielefeld";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 15:00";"NS";"Cove Rangers";"";"";"Turriff United";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 16:00";"NS";"Banks O Dee FC";"";"";"Peterhead";"4.5 | 5.1";"9.5 | 5.4";"12.2";"85";"85";"80";"70";"18.4";"7 | 8.5";"10.5 | 10.8";"7.8";"2 | 3.2";"5.5 | 5";"9";"0 | 20";"50 | 50";"11";"3.9 | 5.8"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Dunajská Streda";"";"";"Widzew Lodz";"6 | 3.6";"3.6 | 3.6";"8.4";"60";"50";"40";"30";"22";"14.3 | 11.4";"8.3 | 9.9";"6.5";"4.5 | 3.1";"3 | 2.4";"9";"40 | 60";"70 | 30";"9";"6.8 | 6.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"CSKA Moskva";"";"";"Arsenal Tula";"5.4 | 3.2";"5.5 | 4";"9";"75";"55";"45";"40";"19";"12.7 | 5.4";"12.3 | 7.5";"6.5";"3.9 | 2.5";"4.1 | 2.5";"9";"40 | 43";"40 | 30";"9";"6.1 | 5.2"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Sturm Graz";"";"";"FK Košice";"6.7 | 5.7";"4.6 | 4.6";"10.8";"95";"70";"55";"50";"28.4";"16.8 | 14.1";"11.3 | 14.5";"8.9";"4.5 | 5.3";"3.2 | 4.8";"9";"70 | 60";"70 | 50";"10";"6.8 | 6.9"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Vitesse";"";"";"Roda JC Kerkrade";"5.4 | 4.5";"4 | 7.5";"10.7";"90";"65";"60";"45";"26.5";"13.5 | 11.1";"11.9 | 16.5";"9.7";"4.6 | 4.2";"4.4 | 6.2";"9";"50 | 30";"50 | 10";"9";"5.6 | 7.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Trenčín";"";"";"Inter Bratislava";"5.3 | 5.4";"6.3 | 5.8";"11.4";"95";"80";"70";"50";"23";"14.9 | 8.4";"13.2 | 9.6";"8.6";"5.2 | 3.3";"4.7 | 4.1";"9";"11 | 70";"30 | 30";"10";"5.7 | 7.6"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"León";"";"";"Tapatío";"5.4 | 5.6";"5.4 | 3.9";"10.2";"84";"69";"58";"58";"26.4";"15.6 | 12";"14.9 | 10.3";"9.4";"5.3 | 3.8";"5.9 | 3.7";"9";"67 | 50";"56 | 50";"10";"5.6 | 8"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"CSKA Sofia";"";"";"Marek";"5.2 | 5.2";"4.3 | 2.8";"8.8";"50";"45";"30";"30";"19";"11.5 | 9.8";"8.9 | 7.8";"6.8";"4.5 | 3.4";"3 | 2.7";"9";"70 | 70";"40 | 80";"9";"16.4 | 9.8"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Jablonec";"";"";"Ústí nad Labem";"5.5 | 6";"4.5 | 6.2";"11.1";"90";"90";"70";"60";"23.4";"11.9 | 9.5";"13 | 12.3";"9";"3.7 | 3.3";"5.5 | 5.5";"9";"50 | 30";"50 | 40";"10";"8.9 | 6.8"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"ZFC Meuselwitz";"";"";"Erzgebirge Aue";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Karpaty";"";"";"Nyva Ternopil'";"5.2 | 7.2";"4.9 | 8.4";"12.8";"95";"85";"75";"75";"18.7";"10.3 | 6.6";"8.1 | 12.4";"5.8";"4.9 | 0.8";"3.7 | 2.2";"9";"70 | 40";"40 | 60";"11";"6.9 | 11"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Botev Vratsa";"";"";"Beitar Jerusalem";"3.8 | 5.4";"6.1 | 4";"9.6";"65";"55";"45";"45";"23.4";"10.3 | 14.6";"10.7 | 11.3";"7.6";"3.6 | 4.4";"3.7 | 3.6";"9";"60 | 60";"20 | 30";"9";"6.4 | 6.4"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Yenisey";"";"";"Zenit II";"4 | 3.9";"5.6 | 4.9";"9.2";"74";"54";"54";"43";"13.1";"4.8 | 8.4";"4.5 | 8.4";"4.9";"1.7 | 3.4";"1.7 | 3.1";"9";"50 | 40";"11 | 20";"9";"3 | 4.2"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Wiener Sport-Club";"";"";"Floridsdorfer AC";"6 | 4.8";"3.6 | 4.4";"9.4";"78";"78";"62";"39";"20.8";"12.1 | 9.1";"8.8 | 11.7";"7.6";"5.8 | 3.4";"2.7 | 3.2";"9";"67 | 22";"78 | 44";"9";"4.3 | 5.1"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Universitatea Cluj";"";"";"Nyíregyháza Spartacus";"4.3 | 5.4";"5.3 | 3.9";"9.4";"75";"70";"45";"35";"25.1";"9.7 | 14.4";"14.5 | 11.6";"8.2";"3 | 4.9";"3.7 | 4.9";"9";"50 | 50";"30 | 50";"9";"8.9 | 7.8"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Sønderjyske Fodbold";"";"";"Viking";"3.5 | 5.8";"6.7 | 5.4";"10.7";"95";"80";"75";"35";"27.1";"10.8 | 14.8";"18.5 | 10.1";"9.6";"4.6 | 6";"5.8 | 2.7";"9";"40 | 50";"10 | 40";"9";"6.3 | 4"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"Rostov";"";"";"Dinamo Stavropol'";"4.6 | 2.2";"5.4 | 6.8";"9.5";"60";"55";"55";"40";"18.2";"10.1 | 6";"11.4 | 8.8";"5.9";"3.9 | 2";"3.4 | 2.6";"9";"40 | 40";"30 | 10";"9";"9.9 | 4.6"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"NS";"SC Heerenveen";"";"";"De Graafschap";"5.9 | 4.7";"5.1 | 5.2";"10.4";"85";"70";"55";"45";"30.5";"13.2 | 14.8";"18.9 | 14.1";"11.6";"5.6 | 6.3";"6.5 | 4.9";"9";"50 | 40";"50 | 40";"10";"5.5 | 5.5"
"World";"WOR";"Club Friendlies 3";"02-07-2026 21:00";"CANCELLED";"Hallescher FC";"";"";"Schöningen";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
