"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora"
"Estonia";"EST";"Meistriliiga";"02-07-2026 13:00";"NS";"Kuressaare";"";"";"Flora";"6.1 | 7";"5.1 | 3.8";"11";"80";"80";"70";"55";"23";"8.8 | 15";"12.8 | 9.3";"8.5";"3.2 | 6.1";"4.5 | 3.2";"10.8";"60 | 60";"60 | 70";"11";"11 | 6"
"Estonia";"EST";"Esiliiga A";"02-07-2026 13:00";"NS";"Tartu Welco";"";"";"Viimsi";"5.8 | 6";"3.9 | 2.7";"9.2";"70";"50";"35";"25";"24.5";"15.5 | 13.1";"12.2 | 8.3";"10.4";"7.3 | 5.1";"4.9 | 3.5";"10.2";"60 | 60";"70 | 70";"10";"5.7 | 8.2"
"Estonia";"EST";"Estonian Cup";"02-07-2026 14:30";"NS";"Tallinna Wolves";"";"";"Tabasalu";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"";"";"";""
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Welwalo Adigrat Uni";"";"";"Kedus Giorgis";"3.2 | 3";"4.9 | 4.6";"7.8";"53";"42";"31";"20";"11";"6.4 | 5.3";"5.2 | 5";"4.4";"2.5 | 2.8";"1.6 | 1.8";"7.6";"30 | 38";"20 | 22";"8";"5.8 | 6.3"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Awassa Kenema";"";"";"Adama Kenema";"3.7 | 3.6";"3.8 | 4.2";"7.6";"45";"25";"20";"20";"13.7";"6.6 | 6.7";"8.4 | 5.7";"5.4";"2.9 | 2.5";"3.6 | 1.7";"7.6";"40 | 33";"40 | 30";"8";"13.2 | 8.4"
"Ethiopia";"ETH";"Premier League";"02-07-2026 09:00";"NS";"Shire Endaselassie";"";"";"Sheger Ketema";"3 | 4.3";"3.6 | 3";"7";"45";"15";"15";"5";"13.1";"4.7 | 6";"8 | 7.5";"4.8";"1.9 | 2.1";"3.2 | 2.5";"7.6";"40 | 60";"30 | 60";"7";"6.7 | 7.5"
"Finland";"FIN";"Kakkonen";"02-07-2026 12:30";"NS";"EBK";"";"";"ÅIFK";"6.6 | 6.2";"4.5 | 4.3";"10.8";"80";"65";"55";"50";"20.8";"10.7 | 11.2";"11.3 | 8.3";"9.6";"5.5 | 5.1";"5.1 | 3.5";"11.1";"40 | 70";"50 | 60";"11";"7.1 | 5.9"
"Finland";"FIN";"Kakkonen";"02-07-2026 13:00";"NS";"PPJ";"";"";"Kiffen";"6 | 5.4";"4.3 | 5.1";"10.4";"85";"75";"55";"50";"25.3";"11.4 | 13.2";"11.8 | 14.2";"12";"6.2 | 6.1";"5.2 | 6.6";"11.1";"50 | 70";"70 | 40";"11";"5.7 | 6"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 12:30";"NS";"Kultsu";"";"";"MiPK";"10.6 | 4.8";"4.1 | 5.7";"12.6";"92";"70";"70";"70";"34.2";"22.6 | 25.7";"7.1 | 13";"14.4";"9.8 | 10.8";"2.7 | 5.5";"10.6";"67 | 33";"78 | 33";"12";"7.8 | 10.7"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"Kumu";"";"";"LAUTP / 2";"3.8 | 1.6";"7 | 8.4";"10.4";"65";"55";"55";"55";"30.1";"6.5 | 6.4";"20.8 | 26.6";"14.6";"2.2 | 1.8";"12.8 | 12.4";"10.6";"25 | 40";"25 | 0";"11";"6.5 | 16"
"Finland";"FIN";"Kolmonen - Eastern Group";"02-07-2026 13:00";"NS";"KJP";"";"";"PeKa";"4.8 | 4.8";"6.5 | 4";"10";"54";"54";"54";"46";"26.8";"15 | 15.5";"15.8 | 7.2";"12.4";"6.2 | 9.5";"5.5 | 3.5";"10.6";"17 | 50";"33 | 50";"10";"8.8 | 4.4"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"PIF";"";"";"EuPa";"6.6 | 5.7";"5.9 | 4.1";"11.2";"93";"72";"72";"64";"23.1";"16.1 | 13.6";"6.7 | 9.7";"11.1";"7.7 | 7";"3.6 | 3.9";"10";"86 | 29";"43 | 71";"10";"10.1 | 6.2"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"SJK-j";"";"";"VPV";"7.4 | 2.2";"3.5 | 5.5";"9.4";"68";"56";"37";"37";"21.2";"15 | 6.2";"8.8 | 12.4";"9.3";"8.1 | 2.6";"3.4 | 4.5";"10";"62 | 38";"75 | 12";"10";"6.8 | 3.9"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Ylivieska";"";"";"LBK";"4 | 3.3";"3.6 | 3.7";"7.3";"56";"38";"14";"14";"24.9";"14.4 | 11.7";"10.8 | 13";"10.3";"4.8 | 4.3";"4.4 | 7.2";"10";"88 | 50";"38 | 50";"8";"4.8 | 10.6"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 13:00";"NS";"Nykarleby IK";"";"";"Sporting Kristina";"4.3 | 2.9";"4.4 | 6.1";"8.8";"72";"46";"20";"20";"20.5";"11 | 6.6";"13.6 | 9.8";"8.8";"4 | 3.2";"7 | 3.2";"10";"43 | 12";"43 | 25";"9";"7.3 | 3.5"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 14:00";"NS";"Fish United";"";"";"Ylöjärvi United";"5.1 | 4.8";"7.2 | 4.6";"10.9";"94";"68";"50";"37";"26.4";"13.4 | 14.6";"14.8 | 10";"11.7";"6.4 | 6.9";"5.5 | 4.6";"10";"50 | 38";"38 | 38";"10";"14.9 | 8.1"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:00";"NS";"TuPS";"";"";"TiPS / 2";"6.8 | 4";"3 | 5.1";"9.4";"74";"52";"40";"34";"20.5";"10.2 | 8.6";"8.1 | 14.1";"10.2";"5.6 | 4";"4.2 | 6.4";"9.8";"57 | 43";"88 | 29";"9";"5.1 | 8.6"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Kontu";"";"";"PPS";"5 | 4.2";"4.7 | 6.2";"10";"79";"69";"58";"43";"19.8";"8.7 | 6.2";"10.7 | 14";"10.6";"3.8 | 2.2";"7 | 8.1";"9.8";"30 | 25";"40 | 44";"9";"5.8 | 8.9"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Gnistan/Ogeli";"";"";"Lahti II";"5.2 | 4.9";"6.1 | 5.5";"10.9";"82";"82";"62";"62";"20.6";"11.8 | 10.6";"10.5 | 8.4";"9.9";"4.9 | 5.1";"5.5 | 4.2";"9.8";"62 | 62";"50 | 38";"10";"7.4 | 7.1"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:00";"NS";"Niroye Zamini";"";"";"Pars Jonoubi Jam";"2.3 | 1.6";"2.7 | 4.4";"5.5";"10";"10";"10";"10";"13.4";"4.3 | 5";"9.3 | 8.2";"7";"1.7 | 3";"5.7 | 3.6";"7";"67 | 20";"33 | 20";"6";"6.1 | 6.2"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:15";"NS";"Saipa";"";"";"Shahrdari Noshahr";"3 | 4.7";"2.8 | 2.8";"6.6";"44";"26";"26";"8";"13.5";"6.4 | 7.2";"6.8 | 6.7";"5.8";"1 | 3.8";"3.8 | 3";"7";"20 | 50";"40 | 67";"7";"8 | 24"
"Iceland";"ISL";"Besta deild";"02-07-2026 14:00";"NS";"Thór";"";"";"KR Reykjavík";"5.8 | 8.5";"6.9 | 6.1";"13.6";"85";"85";"80";"80";"33.4";"10.6 | 19.6";"20.9 | 15.6";"12.4";"3.2 | 7.6";"7.6 | 6.4";"12.4";"50 | 60";"30 | 70";"13";"10.1 | 4.8"
"Iceland";"ISL";"Besta deild";"02-07-2026 16:15";"NS";"Víkingur Reykjavík";"";"";"KA Akureyri";"7.5 | 5.7";"4.6 | 7.7";"12.8";"95";"95";"85";"75";"27.8";"16.3 | 16.8";"6.1 | 16.4";"10.2";"6.5 | 4.8";"2.4 | 6.8";"12.4";"60 | 10";"80 | 30";"12";"4.6 | 8.8"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Árborg";"";"";"KFR";"5.1 | 7";"5.5 | 6.2";"11.9";"81";"72";"72";"66";"26.7";"13.9 | 15";"12.4 | 12.2";"12.2";"6.5 | 6.5";"5.1 | 6.3";"12.6";"38 | 50";"38 | 50";"12";"4.5 | 6.2"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Hafnir";"";"";"Álafoss";"5.9 | 3";"7.1 | 7.3";"11.6";"92";"92";"92";"60";"30.2";"13 | 8.3";"16 | 23.2";"14.2";"5.9 | 3.2";"8.6 | 10.8";"12.6";"43 | 33";"43 | 0";"12";"14.4 | 6.4"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Úlfarnir";"";"";"Hamar";"6.6 | 7.3";"7.1 | 6.2";"13.6";"100";"92";"92";"75";"27.4";"14.1 | 17";"12 | 11.7";"11.9";"5.3 | 8.5";"5.3 | 4.7";"12.6";"43 | 67";"43 | 50";"13";"7.4 | 4"
"Iceland";"ISL";"4. Deild";"02-07-2026 17:00";"NS";"IH Hafnarfjordur";"";"";"Vaengir Jupiters";"5.3 | 6";"6 | 4.1";"10.7";"72";"72";"72";"56";"25.2";"9.2 | 17";"14.5 | 9.6";"12.6";"4.8 | 9.4";"5.8 | 5.2";"12.6";"33 | 88";"33 | 50";"12";"4.2 | 5.5"
"Iceland";"ISL";"3. Deild";"02-07-2026 16:15";"NS";"Ýmir";"";"";"KV";"5.1 | 6.9";"5.2 | 6.9";"12";"94";"88";"69";"62";"22.2";"10.2 | 10.3";"12.1 | 11.7";"11.4";"4.5 | 5.6";"6.5 | 6.1";"12.2";"38 | 100";"62 | 43";"12";"6.4 | 3.7"
"Iceland";"ISL";"U19 League B";"02-07-2026 15:00";"NS";"Fjölnir / Vængir U19";"";"";"Haukar / KÁ U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";""
"Kazakhstan";"KAZ";"Premier League";"02-07-2026 11:00";"NS";"Kairat";"";"";"Okzhetpes";"4.9 | 5.8";"3.1 | 4.2";"9";"65";"60";"50";"35";"21.2";"13.6 | 11.4";"8.2 | 9.3";"10.2";"6.2 | 5.5";"4.4 | 4.4";"9.1";"50 | 60";"60 | 50";"9";"7.6 | 8.8"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 09:00";"NS";"Akademiya Ontustik";"";"";"Shakhter Karagandy";"4.4 | 6.2";"3.4 | 2.1";"8.1";"58";"48";"44";"32";"18.2";"11.5 | 12.7";"7 | 5.1";"2.9";"1 | 3.6";"0.3 | 1";"8.1";"43 | 90";"57 | 90";"8";"2.5 | 3.1"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Tobol II";"";"";"Aktobe Jas";"4.1 | 4.3";"5 | 6.6";"10";"69";"56";"45";"40";"18.2";"9.4 | 7.3";"9.7 | 10";"4.8";"2.4 | 1.2";"3 | 3";"8.1";"12 | 43";"44 | 29";"9";"5.4 | 3"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Astana II";"";"";"Kaspiy II";"3.3 | 3.1";"4.3 | 4.9";"7.8";"61";"51";"34";"21";"15.8";"5.7 | 6.2";"8.2 | 11.6";"3.8";"1.4 | 1.6";"1.6 | 3";"8.1";"67 | 33";"40 | 25";"8";"3.5 | 4.8"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 11:00";"NS";"Khan Tengri";"";"";"Ekibastuz";"3.3 | 3.8";"3.6 | 3.4";"7";"58";"36";"16";"10";"22.3";"7.4 | 13.5";"10.7 | 13";"1.4";"1.4 | 0";"1.3 | 0";"8.1";"40 | 44";"40 | 56";"8";"5.1 | 0"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 11:00";"NS";"Bars";"";"";"Asia Talas";"4.3 | 6";"5.3 | 7.7";"11.7";"100";"84";"50";"50";"9";"2.3 | 7";"3.7 | 5";"5.4";"1.7 | 3.3";"3 | 2.7";"9.5";"33 | 50";"33 | 33";"10";"1 | 2.7"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Ozgon";"";"";"Alay";"7 | 5.3";"3 | 5";"10.2";"75";"75";"75";"42";"5.8";"2 | 4.5";"2 | 3";"3.8";"2 | 2.5";"2 | 1";"9.5";"50 | 67";"100 | 67";"9";"1 | 3.8"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Talant";"";"";"Neftchi Kochkor-Ata";"5.4 | 3.7";"4.2 | 3";"8.2";"56";"50";"22";"16";"8.8";"6.8 | 3";"5.8 | 2";"3.1";"1.6 | 1.7";"1.3 | 1.7";"9.5";"78 | 33";"67 | 67";"8";"8.5 | 2.5"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Abdish-Ata";"";"";"Alga";"2.6 | 4.6";"5.2 | 3.2";"7.8";"61";"55";"32";"16";"7.2";"3.6 | 3.7";"5 | 2";"4.7";"2.2 | 2.7";"3.2 | 1.3";"9.5";"0 | 50";"0 | 62";"9";"3 | 1.7"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Muras United";"";"";"Asiagoal";"6 | 4.2";"5.2 | 4.5";"10";"79";"79";"50";"25";"12.4";"6.3 | 3.8";"10.3 | 4.4";"4";"2.7 | 1";"3.3 | 1";"9.5";"75 | 50";"75 | 50";"10";"2 | 3.8"
"Lebanon";"LIB";"Premier League";"02-07-2026 09:30";"NS";"Jwaya";"";"";"Shabab Al Sahel";"6.4 | 4.1";"3.9 | 3.2";"8.8";"68";"58";"40";"34";"18.8";"11.5 | 9";"9.5 | 7.6";"8.5";"4.2 | 4";"5 | 3.8";"8.4";"86 | 44";"71 | 50";"9";"7.7 | 8.2"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 11:00";"NS";"BFA";"";"";"Ekranas";"5.3 | 5.3";"4.3 | 5.2";"10";"80";"65";"55";"55";"19.6";"10 | 10.2";"8.6 | 10.4";"8.2";"3.8 | 4.1";"3.6 | 4.8";"10.2";"50 | 90";"30 | 60";"10";"11.1 | 7.8"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 12:00";"NS";"Žalgiris II";"";"";"Hegelmann II";"4.7 | 3.4";"6.9 | 6.3";"10.6";"85";"85";"60";"50";"19.5";"7.1 | 6.6";"12.7 | 12.6";"9.6";"3.7 | 2.6";"6.7 | 6.1";"10.2";"30 | 50";"30 | 10";"11";"5.9 | 4.7"
"Mozambique";"MOZ";"Mocambola";"02-07-2026 09:45";"NS";"Sofala";"";"";"Ferroviário Nampula";"";"";"";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";""
"Norway";"NOR";"1. Division";"02-07-2026 13:00";"NS";"Lyn";"";"";"Åsane";"5.2 | 3.1";"5.6 | 7.5";"10.7";"80";"80";"70";"45";"22.2";"9.3 | 9";"13.8 | 12.3";"8.8";"3 | 4.1";"5.5 | 5";"11";"30 | 20";"30 | 10";"11";"15.5 | 7.5"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Chertanovo U19";"";"";"Rodina Moskva U19";"5.1 | 7.2";"6.3 | 4.9";"11.8";"94";"84";"72";"62";"19.6";"8.2 | 10.9";"11.1 | 9";"9";"4.1 | 4.7";"6 | 3.3";"11";"14 | 100";"33 | 56";"11";"5.1 | 6.1"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"CSKA Moscow U19";"";"";"Rostov U19";"7.5 | 5.9";"4.2 | 3.9";"10.8";"85";"80";"65";"40";"20.8";"13.7 | 10.7";"6.9 | 10.3";"9.1";"5.2 | 4.9";"2.9 | 5.2";"11";"71 | 57";"80 | 80";"11";"4.1 | 7.1"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Fakel U19";"";"";"Krasnodar U19";"2.3 | 4";"7.9 | 4.4";"9.3";"80";"65";"43";"26";"21.4";"5 | 13.6";"14.8 | 9.3";"10.8";"2.9 | 7.4";"7.6 | 3.6";"11";"17 | 75";"11 | 40";"10";"4.2 | 3.5"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Zenit U19";"";"";"Dinamo Moskva U19";"7.5 | 4.6";"4.9 | 6.5";"11.8";"80";"75";"70";"60";"19.2";"14.9 | 5.8";"7.6 | 10.3";"9.6";"7.9 | 2";"4.7 | 4.6";"11";"25 | 57";"70 | 20";"11";"5.8 | 5.8"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Nizhny Novgorod U19";"";"";"Ural U19";"3.8 | 3.6";"8.2 | 6.3";"11";"88";"76";"60";"54";"17.8";"6.5 | 6.4";"14.2 | 8.5";"7.6";"2 | 3.6";"5.7 | 4";"11";"33 | 67";"12 | 22";"11";"6.9 | 4.6"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Almaz-Antey U19";"";"";"Rubin Kazan U19";"6.7 | 2.8";"5.7 | 6.8";"11";"89";"73";"52";"52";"17.4";"8.3 | 5.8";"9 | 11.8";"8.6";"4.2 | 2.9";"5 | 5.1";"11";"50 | 25";"60 | 22";"11";"8.3 | 4.8"
