"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Finland";"FIN";"Kolmonen - Western Group";"02-07-2026 14:00";"NS";"Fish United";"";"";"Ylöjärvi United";"";"";"32 | 42";"31 | 61";"";"48 | 56";"0.8 | 1.6";"49 | 59";"14.9 | 8.1";"";"";"";"20 | 50";"20 | 10";"60 | 40";"27 | 53";"40 | 60";"80 | 90";"80 | 50";"1x2 | 1x3";"26.4";"0.9 | 1.8";"2.1 | 1.8";"3.3";"50 | 55";"10 | 5";"10 | 10";"13.4 | 14.6";"14.8 | 10";"11.7";"5.5 | 4.6";"6.4 | 6.9";"2.2 | 1.1";"1.9 | 1.6";"3.4";"3.4"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:00";"NS";"TuPS";"";"";"TiPS / 2";"";"";"56 | 14";"68 | 34";"";"58 | 44";"1.3 | 0.5";"58 | 51";"5.1 | 8.6";"";"";"";"40 | 10";"10 | 20";"50 | 70";"43 | 17";"50 | 30";"90 | 80";"60 | 90";"0x1 | 1x1";"20.5";"2 | 1";"1.4 | 2.6";"3.5";"56 | 49";"7 | 11";"10 | 10";"10.2 | 8.6";"8.1 | 14.1";"10.2";"4.2 | 6.4";"5.6 | 4";"2 | 2.3";"1.6 | 1.4";"3.6";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Kontu";"";"";"PPS";"1.21";"8.00";"18 | 2";"51 | 24";"3";"51 | 37";"0.7 | 0.3";"54 | 39";"5.8 | 8.9";"";"";"";"10 | 10";"40 | 0";"50 | 90";"23 | 10";"50 | 10";"60 | 100";"90 | 90";"2x2 | 3x0";"19.8";"1.5 | 0.7";"2.5 | 4.3";"4.5";"50 | 43";"11 | 12";"10 | 10";"8.7 | 6.2";"10.7 | 14";"10.6";"7 | 8.1";"3.8 | 2.2";"1.6 | 1.1";"2.1 | 1";"2.9";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"02-07-2026 13:15";"NS";"Gnistan/Ogeli";"";"";"Lahti II";"";"";"14 | 63";"54 | 51";"";"50 | 53";"1 | 1.7";"55 | 54";"7.4 | 7.1";"";"";"";"20 | 50";"40 | 20";"40 | 30";"33 | 57";"60 | 70";"60 | 80";"80 | 50";"1x1 | 1x2";"20.6";"1.6 | 1.5";"2.6 | 1.2";"3.4";"52 | 53";"8 | 5";"10 | 10";"11.8 | 10.6";"10.5 | 8.4";"9.9";"5.5 | 4.2";"4.9 | 5.1";"1.9 | 1.8";"2.2 | 2.6";"4.2";"3.6"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:00";"NS";"Niroye Zamini";"";"";"Pars Jonoubi Jam";"3.92";"2.22";"77 | 100";"24 | 27";"5";"45 | 44";"1 | 1.4";"40 | 903";"6.1 | 6.2";"3";"33 | 67";"0";"20 | 30";"40 | 50";"40 | 20";"33 | 47";"60 | 80";"60 | 50";"80 | 70";"0x0 | 0x0";"13.4";"0.7 | 0.8";"0.8 | 0.4";"1.4";"46 | 49";"15 | 5";"10 | 10";"4.3 | 5";"9.3 | 8.2";"7";"5.7 | 3.6";"1.7 | 3";"2.7 | 3.6";"2 | 2";"5.2";"4.5"
"Iran";"IRN";"Azadegan League";"02-07-2026 13:15";"NS";"Saipa";"";"";"Shahrdari Noshahr";"1.67";"5.50";"74 | 77";"27 | 10";"1";"48 | 51";"1.3 | 0.7";"35 | 38";"8 | 24";"3";"67 | 33";"0";"30 | 0";"40 | 70";"30 | 30";"43 | 23";"70 | 70";"60 | 30";"70 | 100";"0x0 | 0x0";"13.5";"0.8 | 0.3";"0.9 | 0.8";"1.4";"50 | 51";"4 | 16";"10 | 10";"6.4 | 7.2";"6.8 | 6.7";"5.8";"3.8 | 3";"1 | 3.8";"1.8 | 1.8";"2.4 | 3.5";"4.8";"4.5"
"Iceland";"ISL";"Besta deild";"02-07-2026 14:00";"NS";"Thór";"";"";"KR Reykjavík";"6.61";"1.28";"14 | 18";"24 | 95";"4";"39 | 56";"0.4 | 1.6";"39 | 68";"10.1 | 4.8";"10";"20 | 80";"0";"10 | 50";"10 | 10";"80 | 40";"13 | 53";"20 | 60";"90 | 90";"90 | 50";"0x1 | 3x5";"33.4";"0.7 | 2.8";"2.6 | 2.5";"4.3";"44 | 56";"12 | 2";"10 | 10";"10.6 | 19.6";"20.9 | 15.6";"12.4";"7.6 | 6.4";"3.2 | 7.6";"2.2 | 1.7";"2 | 3.1";"4.5";"4.3"
"Iceland";"ISL";"Besta deild";"02-07-2026 16:15";"NS";"Víkingur Reykjavík";"";"";"KA Akureyri";"1.15";"12.07";"80 | 32";"100 | 51";"3";"61 | 51";"2.7 | 0.9";"70 | 59";"4.6 | 8.8";"10";"60 | 30";"10";"90 | 30";"0 | 0";"10 | 70";"90 | 30";"90 | 30";"100 | 100";"10 | 70";"2x0 | 2x1";"27.8";"3 | 1.5";"0.7 | 2.1";"3.6";"58 | 51";"1 | 10";"10 | 10";"16.3 | 16.8";"6.1 | 16.4";"10.2";"2.4 | 6.8";"6.5 | 4.8";"1.9 | 2.1";"2.6 | 2.3";"4.4";"4.3"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Árborg";"";"";"KFR";"";"";"80 | 0";"100 | 82";"";"54 | 52";"2 | 0.9";"52 | 49";"4.5 | 6.2";"5";"60 | 20";"20";"60 | 20";"20 | 30";"20 | 50";"67 | 30";"80 | 50";"80 | 70";"40 | 80";"8x0 | 1x1";"26.7";"3.1 | 2.4";"0.7 | 3";"4.6";"54 | 53";"3 | 7";"10 | 10";"13.9 | 15";"12.4 | 12.2";"12.2";"5.1 | 6.3";"6.5 | 6.5";"1.8 | 2.3";"2.8 | 1.5";"4.2";"4.1"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Hafnir";"";"";"Álafoss";"";"";"2 | 7";"31 | 44";"";"44 | 35";"0.5 | 0.7";"49 | 33";"14.4 | 6.4";"2";"50 | 50";"0";"10 | 20";"20 | 10";"70 | 70";"17 | 23";"30 | 30";"80 | 90";"90 | 80";"0x0 | 1x2";"30.2";"0.9 | 1.3";"3.8 | 2.8";"4.4";"46 | 44";"9 | 10";"10 | 10";"13 | 8.3";"16 | 23.2";"14.2";"8.6 | 10.8";"5.9 | 3.2";"2.7 | 2.3";"1.9 | 1.7";"4.3";"4.1"
"Iceland";"ISL";"4. Deild";"02-07-2026 16:15";"NS";"Úlfarnir";"";"";"Hamar";"";"";"4 | 32";"65 | 100";"";"50 | 56";"1 | 2.4";"61 | 62";"7.4 | 4";"3";"33 | 67";"0";"20 | 80";"40 | 0";"40 | 20";"33 | 80";"60 | 80";"60 | 100";"80 | 20";"0x1 | 2x5";"27.4";"1.9 | 4.2";"2.9 | 2.1";"5.6";"51 | 50";"4 | 2";"10 | 10";"14.1 | 17";"12 | 11.7";"11.9";"5.3 | 4.7";"5.3 | 8.5";"1.6 | 1.8";"1.6 | 1.8";"3.4";"4.1"
"Iceland";"ISL";"4. Deild";"02-07-2026 17:00";"NS";"IH Hafnarfjordur";"";"";"Vaengir Jupiters";"";"";"2 | 28";"75 | 100";"";"45 | 58";"0.6 | 1.6";"51 | 58";"4.2 | 5.5";"4";"75 | 25";"0";"20 | 50";"0 | 10";"80 | 40";"20 | 53";"20 | 60";"100 | 90";"80 | 50";"1x2 | 1x3";"25.2";"2.2 | 3.1";"3.8 | 2.2";"5.6";"46 | 56";"8 | 5";"10 | 10";"9.2 | 17";"14.5 | 9.6";"12.6";"5.8 | 5.2";"4.8 | 9.4";"2.3 | 2";"1.3 | 2.2";"4";"4.1"
"Iceland";"ISL";"3. Deild";"02-07-2026 16:15";"NS";"Ýmir";"";"";"KV";"1.38";"4.70";"32 | 2";"54 | 95";"1";"49 | 49";"0.9 | 1.5";"50 | 49";"6.4 | 3.7";"4";"50 | 0";"50";"20 | 50";"30 | 0";"50 | 50";"30 | 50";"50 | 50";"70 | 100";"80 | 50";"2x2 | 3x5";"22.2";"1.6 | 2.8";"2.1 | 3.2";"4.8";"47 | 45";"7 | 5";"10 | 10";"10.2 | 10.3";"12.1 | 11.7";"11.4";"6.5 | 6.1";"4.5 | 5.6";"2 | 2";"2.3 | 2.6";"4.4";"4.2"
"Iceland";"ISL";"U19 League B";"02-07-2026 15:00";"NS";"Fjölnir / Vængir U19";"";"";"Haukar / KÁ U19";"";"";"42 | 2";"100 | 68";"";"";"1.7 | 0.4";"";"";"6";"67 | 33";"0";"50 | 10";"20 | 10";"30 | 80";"57 | 13";"70 | 20";"80 | 90";"50 | 90";"1x2 | 4x1";"";"4.3 | 2";"1.8 | 4.7";"6.4";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"6"
"Kazakhstan";"KAZ";"Premier League";"02-07-2026 11:00";"NS";"Kairat";"";"";"Okzhetpes";"1.44";"8.50";"74 | 63";"61 | 44";"1";"59 | 56";"2.1 | 1.6";"47 | 49";"7.6 | 8.8";"10";"70 | 20";"10";"60 | 40";"30 | 40";"10 | 20";"70 | 53";"90 | 80";"70 | 60";"40 | 60";"1x1 | 0x1";"21.2";"1.8 | 1.3";"0.9 | 1.2";"2.6";"57 | 52";"2 | 3";"10 | 10";"13.6 | 11.4";"8.2 | 9.3";"10.2";"4.4 | 4.4";"6.2 | 5.5";"2.6 | 1.9";"3.1 | 2.9";"5.2";"4.7"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 09:00";"NS";"Akademiya Ontustik";"";"";"Shakhter Karagandy";"5.74";"1.39";"63 | 100";"51 | 100";"2";"62 | 75";"1.7 | 2.7";"66 | 75";"2.5 | 3.1";"2";"0 | 100";"0";"50 | 90";"20 | 0";"30 | 10";"57 | 90";"70 | 90";"80 | 100";"50 | 10";"1x0 | 0x2";"18.2";"1.5 | 3.3";"1.2 | 0.4";"3.2";"58 | 64";"4 | 2";"10 | 10";"11.5 | 12.7";"7 | 5.1";"2.9";"0.3 | 1";"1 | 3.6";"2.9 | 1";"1.4 | 1";"3.2";"3.4"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Tobol II";"";"";"Aktobe Jas";"";"";"2 | 0";"51 | 48";"";"48 | 39";"0.5 | 1.1";"34 | 34";"5.4 | 3";"";"";"";"10 | 30";"20 | 20";"70 | 50";"17 | 37";"30 | 50";"80 | 80";"90 | 70";"1x2 | 1x3";"18.2";"1.5 | 1.4";"3.1 | 3";"4.5";"49 | 42";"12 | 11";"10 | 10";"9.4 | 7.3";"9.7 | 10";"4.8";"3 | 3";"2.4 | 1.2";"1.7 | 1.2";"1.6 | 1.6";"3";"3.4"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 10:00";"NS";"Astana II";"";"";"Kaspiy II";"2.11";"2.67";"46 | 56";"51 | 41";"5";"40 | 42";"1.6 | 1.1";"35 | 37";"3.5 | 4.8";"";"";"";"50 | 30";"10 | 20";"40 | 50";"53 | 37";"60 | 50";"90 | 80";"50 | 70";"2x1 | 1x0";"15.8";"1.5 | 1.2";"1.7 | 1.4";"2.9";"46 | 50";"5 | 10";"10 | 10";"5.7 | 6.2";"8.2 | 11.6";"3.8";"1.6 | 3";"1.4 | 1.6";"1.8 | 1.9";"2 | 2";"3.8";"3.4"
"Kazakhstan";"KAZ";"First Division";"02-07-2026 11:00";"NS";"Khan Tengri";"";"";"Ekibastuz";"2.27";"2.40";"52 | 49";"44 | 41";"5";"46 | 47";"1.6 | 1.4";"45 | 24";"5.1 | 0";"7";"43 | 43";"14";"50 | 30";"10 | 50";"40 | 20";"53 | 47";"60 | 80";"90 | 50";"50 | 70";"1x0 | 1x1";"22.3";"1.3 | 1.2";"1.5 | 1.6";"2.8";"44 | 50";"6 | 9";"10 | 10";"7.4 | 13.5";"10.7 | 13";"1.4";"1.3 | 0";"1.4 | 0";"1.6 | 1.9";"1.4 | 1.1";"3";"3.4"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 11:00";"NS";"Bars";"";"";"Asia Talas";"";"";"56 | 46";"78 | 88";"";"52 | 44";"1.7 | 2.5";"50 | 44";"1 | 2.7";"";"";"";"50 | 80";"20 | 10";"30 | 10";"57 | 83";"70 | 90";"80 | 90";"50 | 20";"2x1 | 1x3";"9";"2.3 | 2.6";"1.4 | 1.7";"4";"";"6 | 3";"10 | 10";"2.3 | 7";"3.7 | 5";"5.4";"3 | 2.7";"1.7 | 3.3";"2 | 2.3";"2.7 | 2.7";"4.8";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Ozgon";"";"";"Alay";"";"";"66 | 63";"71 | 41";"";"58 | 51";"2 | 1.7";"50 | 46";"1 | 3.8";"2";"0 | 100";"0";"60 | 50";"20 | 20";"20 | 30";"67 | 57";"80 | 70";"80 | 80";"40 | 50";"2x0 | 1x2";"5.8";"2.1 | 1.2";"1.1 | 1.2";"2.8";"50 | 55";"4 | 5";"10 | 10";"2 | 4.5";"2 | 3";"3.8";"2 | 1";"2 | 2.5";"2 | 3.3";"2.5 | 2.7";"5.2";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Talant";"";"";"Neftchi Kochkor-Ata";"";"";"63 | 49";"27 | 41";"";"53 | 56";"0.8 | 1.3";"51 | 51";"8.5 | 2.5";"10";"30 | 50";"20";"10 | 40";"50 | 10";"40 | 50";"27 | 43";"60 | 50";"50 | 90";"90 | 60";"1x1 | 0x1";"8.8";"0.8 | 1.2";"1.2 | 1.6";"2.4";"50 | 48";"14 | 12";"10 | 10";"6.8 | 3";"5.8 | 2";"3.1";"1.3 | 1.7";"1.6 | 1.7";"1.7 | 2";"2.7 | 1.3";"3.8";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Abdish-Ata";"";"";"Alga";"";"";"52 | 74";"41 | 75";"";"43 | 52";"1.1 | 2.4";"41 | 45";"3 | 1.7";"10";"90 | 0";"10";"30 | 70";"20 | 30";"50 | 0";"37 | 80";"50 | 100";"80 | 70";"70 | 30";"1x2 | 1x3";"7.2";"1.2 | 2.2";"1.5 | 0.9";"2.9";"50 | 54";"15 | 1";"10 | 10";"3.6 | 3.7";"5 | 2";"4.7";"3.2 | 1.3";"2.2 | 2.7";"2.6 | 1.9";"1.4 | 1.6";"3.8";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"02-07-2026 21:00";"NS";"Muras United";"";"";"Asiagoal";"";"";"74 | 49";"82 | 34";"";"52 | 51";"2.2 | 0.8";"52 | 41";"2 | 3.8";"2";"50 | 0";"50";"70 | 20";"10 | 20";"20 | 60";"73 | 27";"80 | 40";"90 | 80";"30 | 80";"2x0 | 1x0";"12.4";"2.4 | 1";"0.9 | 1.6";"3";"54 | 43";"2 | 11";"10 | 10";"6.3 | 3.8";"10.3 | 4.4";"4";"3.3 | 1";"2.7 | 1";"2 | 1";"2 | 2.2";"3.6";"4"
"Lebanon";"LIB";"Premier League";"02-07-2026 09:30";"NS";"Jwaya";"";"";"Shabab Al Sahel";"1.87";"3.87";"66 | 56";"51 | 37";"1";"55 | 52";"1.6 | 1";"50 | 50";"7.7 | 8.2";"";"";"";"40 | 30";"40 | 10";"20 | 60";"53 | 33";"80 | 40";"60 | 90";"60 | 70";"1x1 | 1x0";"18.8";"1.5 | 1.1";"1.1 | 1.4";"2.6";"51 | 50";"4 | 7";"10 | 10";"11.5 | 9";"9.5 | 7.6";"8.5";"5 | 3.8";"4.2 | 4";"2.1 | 1.3";"1.4 | 1.6";"3.2";"3"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 11:00";"NS";"BFA";"";"";"Ekranas";"";"";"28 | 42";"31 | 44";"";"55 | 49";"1.2 | 0.7";"54 | 47";"11.1 | 7.8";"9";"56 | 22";"22";"40 | 20";"0 | 10";"60 | 70";"40 | 23";"40 | 30";"100 | 90";"60 | 80";"1x0 | 2x1";"19.6";"0.9 | 1.3";"2.2 | 1.8";"3.1";"51 | 46";"9 | 14";"10 | 10";"10 | 10.2";"8.6 | 10.4";"8.2";"3.6 | 4.8";"3.8 | 4.1";"1.7 | 2.1";"2.1 | 2.4";"4.2";"3.6"
"Lithuania";"LTU";"1. Lyga";"02-07-2026 12:00";"NS";"Žalgiris II";"";"";"Hegelmann II";"1.56";"4.74";"35 | 38";"41 | 48";"1";"40 | 39";"0.6 | 1.2";"38 | 35";"5.9 | 4.7";"2";"50 | 0";"50";"10 | 40";"30 | 0";"60 | 60";"20 | 40";"40 | 40";"70 | 100";"90 | 60";"1x2 | 3x2";"19.5";"1.2 | 1.4";"2 | 1.9";"3.2";"45 | 44";"11 | 13";"10 | 10";"7.1 | 6.6";"12.7 | 12.6";"9.6";"6.7 | 6.1";"3.7 | 2.6";"2.2 | 1.5";"1.4 | 1.5";"3.3";"3.6"
"Mozambique";"MOZ";"Mocambola";"02-07-2026 09:45";"NS";"Sofala";"";"";"Ferroviário Nampula";"";"";"74 | 52";"17 | 41";"";"";"1.2 | 1.3";"";"";"";"";"";"25 | 40";"50 | 10";"25 | 50";"42 | 43";"75 | 50";"50 | 90";"75 | 60";"0x0 | 1x2";"";"0.5 | 1.2";"0.9 | 1.5";"2";"";"8 | 7";"8 | 10";"";"";"";"";"";"";"";"";"4.3"
"Norway";"NOR";"1. Division";"02-07-2026 13:00";"NS";"Lyn";"";"";"Åsane";"1.72";"3.86";"28 | 63";"20 | 41";"1";"48 | 41";"0.7 | 1.3";"50 | 41";"15.5 | 7.5";"6";"50 | 33";"17";"20 | 40";"10 | 10";"70 | 50";"23 | 43";"30 | 50";"90 | 90";"80 | 60";"0x3 | 0x3";"22.2";"0.6 | 1.2";"2.2 | 1.2";"2.6";"49 | 45";"16 | 13";"10 | 10";"9.3 | 9";"13.8 | 12.3";"8.8";"5.5 | 5";"3 | 4.1";"1.2 | 2.4";"1.3 | 1.7";"3.3";"3.4"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Chertanovo U19";"";"";"Rodina Moskva U19";"";"";"28 | 66";"54 | 58";"";"45 | 54";"1.3 | 1.7";"57 | 63";"5.1 | 6.1";"";"";"";"30 | 50";"40 | 20";"30 | 30";"43 | 57";"70 | 70";"60 | 80";"70 | 50";"0x3 | 0x0";"19.6";"1.6 | 1.7";"2.2 | 1.1";"3.3";"48 | 50";"10 | 5";"10 | 10";"8.2 | 10.9";"11.1 | 9";"9";"6 | 3.3";"4.1 | 4.7";"2 | 2.1";"1.3 | 2.8";"4.1";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"CSKA Moscow U19";"";"";"Rostov U19";"";"";"63 | 52";"100 | 51";"";"59 | 56";"2.3 | 1.7";"92 | 71";"4.1 | 7.1";"10";"30 | 40";"30";"70 | 50";"20 | 20";"10 | 30";"77 | 57";"90 | 70";"80 | 80";"30 | 50";"2x0 | 1x2";"20.8";"3 | 1.5";"1.2 | 1.5";"3.6";"55 | 53";"1 | 8";"10 | 10";"13.7 | 10.7";"6.9 | 10.3";"9.1";"2.9 | 5.2";"5.2 | 4.9";"2.4 | 2.9";"1.4 | 2.2";"4.5";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Fakel U19";"";"";"Krasnodar U19";"";"";"18 | 66";"41 | 100";"";"34 | 50";"0.3 | 2.5";"45 | 56";"4.2 | 3.5";"5";"0 | 40";"60";"10 | 80";"0 | 10";"90 | 10";"10 | 83";"10 | 90";"100 | 90";"90 | 20";"1x2 | 0x2";"21.4";"1.2 | 3.8";"2.5 | 1.1";"4.3";"43 | 51";"15 | 2";"10 | 10";"5 | 13.6";"14.8 | 9.3";"10.8";"7.6 | 3.6";"2.9 | 7.4";"1.9 | 1.7";"2.1 | 1.7";"3.6";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Zenit U19";"";"";"Dinamo Moskva U19";"";"";"60 | 42";"88 | 34";"";"64 | 44";"2 | 1";"84 | 47";"5.8 | 5.8";"9";"89 | 11";"0";"60 | 30";"20 | 10";"20 | 60";"67 | 33";"80 | 40";"80 | 90";"40 | 70";"3x0 | 2x0";"19.2";"2.6 | 1";"1.3 | 1.8";"3.4";"57 | 49";"3 | 11";"10 | 10";"14.9 | 5.8";"7.6 | 10.3";"9.6";"4.7 | 4.6";"7.9 | 2";"1.3 | 1.9";"1.8 | 2";"3.6";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Nizhny Novgorod U19";"";"";"Ural U19";"";"";"10 | 52";"31 | 48";"";"38 | 46";"0.6 | 1.6";"38 | 50";"6.9 | 4.6";"9";"11 | 44";"44";"10 | 40";"30 | 40";"60 | 20";"20 | 53";"40 | 80";"70 | 60";"90 | 60";"1x1 | 1x1";"17.8";"0.9 | 1.4";"2.7 | 1.5";"3.2";"46 | 47";"16 | 9";"10 | 10";"6.5 | 6.4";"14.2 | 8.5";"7.6";"5.7 | 4";"2 | 3.6";"1.9 | 1.9";"1.5 | 1.9";"3.6";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Almaz-Antey U19";"";"";"Rubin Kazan U19";"";"";"18 | 25";"34 | 41";"";"52 | 38";"0.9 | 0.6";"59 | 43";"8.3 | 4.8";"";"";"";"30 | 10";"0 | 30";"70 | 60";"30 | 20";"30 | 40";"100 | 70";"70 | 90";"0x1 | 3x1";"17.4";"1 | 1.2";"2.5 | 2.3";"3.5";"52 | 42";"13 | 14";"10 | 10";"8.3 | 5.8";"9 | 11.8";"8.6";"5 | 5.1";"4.2 | 2.9";"1 | 2.6";"1.8 | 1.8";"3.6";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Dinamo Makhachkala U19";"";"";"Lokomotiv Moskva U19";"";"";"28 | 56";"54 | 99";"";"42 | 60";"0.8 | 2.1";"64 | 80";"3.5 | 4.7";"";"";"";"20 | 60";"20 | 30";"60 | 10";"27 | 70";"40 | 90";"80 | 70";"80 | 40";"1x3 | 1x3";"17.2";"1.6 | 2.9";"2.2 | 1.4";"4";"46 | 54";"12 | 4";"10 | 10";"6.1 | 13.8";"9.5 | 5";"8.4";"5 | 2.1";"3 | 6.6";"2.1 | 2";"1.9 | 2.6";"4.3";"3.9"
"Russia";"RUS";"Youth League";"02-07-2026 21:00";"NS";"Spartak Moskva U19";"";"";"Akademiya Konoplev U20";"";"";"52 | 32";"58 | 61";"";"61 | 54";"1.4 | 1.4";"70 | 72";"6.4 | 4.4";"7";"57 | 29";"14";"30 | 40";"50 | 20";"20 | 40";"47 | 47";"80 | 60";"50 | 80";"70 | 60";"2x2 | 2x3";"16.1";"1.7 | 1.8";"1.5 | 2.1";"3.6";"55 | 51";"6 | 7";"10 | 10";"10.7 | 7.9";"7.2 | 6.4";"8";"3.7 | 3.3";"5 | 4";"1.4 | 1.4";"1.6 | 2";"3.2";"3.9"
"United States";"USA";"USL Championship";"02-07-2026 21:00";"NS";"Birmingham Legion";"";"";"Detroit City";"2.63";"2.37";"74 | 70";"37 | 48";"5";"48 | 52";"1.2 | 1.6";"48 | 47";"7 | 5.8";"8";"12 | 62";"25";"20 | 40";"60 | 40";"20 | 20";"40 | 53";"80 | 80";"40 | 60";"80 | 60";"1x1 | 1x1";"22.5";"1.1 | 1.4";"0.9 | 1";"2.2";"49 | 53";"22 | 5";"10 | 10";"11.5 | 11.2";"12.9 | 9.5";"7.2";"3.7 | 3.6";"3.4 | 3.8";"2.1 | 2.5";"2.1 | 3.8";"5.2";"4.6"
"United States";"USA";"USL League Two";"02-07-2026 17:00";"NS";"Birmingham Legion II";"";"";"Columbus United";"";"";"28 | 35";"44 | 41";"";"47 | 51";"0.7 | 1.1";"44 | 48";"5.2 | 7.8";"3";"33 | 0";"67";"10 | 20";"40 | 50";"50 | 30";"23 | 37";"50 | 70";"60 | 50";"90 | 80";"2x2 | 2x0";"18.9";"1.3 | 1.2";"2.2 | 2";"3.4";"53 | 48";"6 | 3";"10 | 10";"6.8 | 9.3";"10 | 11.7";"7.8";"4.2 | 6.3";"3.2 | 2";"1.8 | 0.3";"2 | 3";"3.6";"4"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Rochester";"";"";"Chicago Dutch Lions";"";"";"7 | 25";"51 | 58";"";"44 | 47";"1.2 | 1.6";"42 | 55";"7.5 | 5";"3";"67 | 33";"0";"40 | 50";"0 | 10";"60 | 40";"40 | 53";"40 | 60";"100 | 90";"60 | 50";"0x2 | 1x2";"23";"1.5 | 1.7";"2.8 | 2.3";"4.2";"50 | 48";"9 | 4";"10 | 10";"11.2 | 8.7";"14 | 12.2";"10.4";"6.8 | 5";"5.2 | 3.8";"1.8 | 1.3";"2.5 | 2";"3.8";"4"
"United States";"USA";"USL League Two";"02-07-2026 20:00";"NS";"Cedar Stars Rush";"";"";"Long Island Rough Riders";"";"";"56 | 80";"54 | 95";"";"63 | 61";"1.9 | 2.3";"85 | 75";"9.8 | 6.6";"10";"10 | 70";"20";"60 | 70";"10 | 20";"30 | 10";"63 | 77";"70 | 90";"90 | 80";"40 | 30";"2x0 | 0x4";"27";"1.6 | 2.8";"1.4 | 0.7";"3.2";"48 | 57";"5 | 1";"10 | 10";"15.7 | 18.4";"11 | 8.9";"10.9";"4.3 | 3.2";"6 | 8.1";"2.3 | 2.1";"2.7 | 2.4";"4.8";"4"
"United States";"USA";"USL League Two";"02-07-2026 20:30";"NS";"Apotheos";"";"";"East Atlanta";"";"";"46 | 14";"37 | 31";"";"49 | 50";"0.9 | 0.3";"44 | 47";"7.6 | 9.8";"3";"67 | 33";"0";"20 | 0";"30 | 30";"50 | 70";"30 | 10";"50 | 30";"70 | 70";"80 | 100";"1x1 | 1x1";"18.2";"1.1 | 0.9";"1.7 | 2.6";"3.2";"50 | 46";"5 | 7";"10 | 10";"8.4 | 8.8";"9.2 | 10";"8.1";"4.6 | 4.2";"4.4 | 3";"2.2 | 2";"1.8 | 1.8";"3.9";"4"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"FC Motown II";"";"";"Morris Elite";"";"";"77 | 18";"100 | 34";"";"59 | 41";"2.5 | 0.7";"68 | 45";"4 | 9.1";"8";"75 | 0";"25";"80 | 20";"10 | 10";"10 | 70";"83 | 23";"90 | 30";"90 | 90";"20 | 80";"3x1 | 2x0";"23.8";"3.4 | 1";"0.8 | 2.5";"3.8";"59 | 48";"3 | 8";"10 | 10";"13.6 | 9.1";"8 | 16.9";"10.6";"3.4 | 7.1";"7 | 3.7";"1 | 2.4";"1.5 | 1.6";"3.2";"4"
"United States";"USA";"USL League Two";"02-07-2026 21:00";"NS";"Flatirons Rush";"";"";"Colorado Storm";"3.11";"2.17";"18 | 77";"31 | 92";"5";"";"0.2 | 2.5";"";"";"3";"33 | 33";"33";"0 | 80";"20 | 10";"80 | 10";"7 | 83";"20 | 90";"80 | 90";"100 | 20";"1x2 | 0x4";"";"0.9 | 2.7";"2.5 | 0.8";"3.4";"";"7 | 2";"10 | 10";"";"";"";"";"";"";"";"";"4"
