"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora"
"Grenada";"GRN";"Premier Division";"28-06-2026 19:00";"NS";"Paradise";"";"";"Camerhogne";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Grenada";"GRN";"Premier Division";"28-06-2026 19:00";"NS";"Honved";"";"";"SAB Spartans";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Republic of Ireland";"IRL";"U20 National League";"28-06-2026 08:00";"FT";"Sligo Rovers U20";"2";"1";"Athlone Town U20";"2";"0";"1.4";"1.3";"1.4";"0.7";"2.4";"3.6";"56";"26";"0";"0";"3.4";"2";"1.4";"0.7";"1.4";"0.7"
"Iceland";"ISL";"Besta deild";"28-06-2026 14:00";"NS";"Stjarnan";"";"";"KA Akureyri";"";"";"3.5";"1.9";"2";"2.2";"4.8";"4.4";"100";"85";"50";"30";"4.2";"4.6";"1.9";"2.1";"3.3";"1.9"
"Iceland";"ISL";"Besta deild";"28-06-2026 14:00";"NS";"FH";"";"";"ÍBV";"";"";"2.1";"2.1";"2.1";"2.3";"4.3";"4.4";"75";"60";"55";"25";"4.2";"4.2";"2.1";"2.3";"1.9";"2"
"Iceland";"ISL";"Besta deild";"28-06-2026 14:00";"NS";"Thór";"";"";"Valur";"";"";"2.3";"2.6";"1.9";"1.5";"4.2";"4.4";"75";"55";"35";"25";"4.2";"4";"1.9";"1.5";"2.2";"2.5"
"Iceland";"ISL";"Besta deild";"28-06-2026 14:00";"NS";"Keflavík";"";"";"KR Reykjavík";"";"";"2.3";"1.7";"1.2";"3.7";"4.4";"4.4";"85";"75";"50";"25";"4.2";"4.4";"1.2";"3.6";"2.3";"1.7"
"Iceland";"ISL";"Iceland Cup";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Breidablik";"0";"0";"Víkingur Reykjavík";"0";"0";"2.1";"1.9";"2.4";"2.5";"4.5";"3.7";"90";"74";"53";"26";"3.5";"4.4";"2.4";"2.4";"2";"1.9"
"Iceland";"ISL";"3. Deild";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Reynir";"0";"1";"Ýmir";"0";"1";"1.8";"2.1";"1.5";"2.4";"4";"4.3";"72";"64";"30";"16";"4.1";"3.8";"1.5";"2.4";"1.8";"1.9"
"Iceland";"ISL";"U19 League B";"28-06-2026 10:00";"NS";"Fram / Úlfarnir U19";"";"";"KA/D/KF/Hö/H U19 II";"";"";"";"";"";"";"";"6";"";"";"";"";"5.7";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"28-06-2026 11:00";"NS";"Austurland U19";"";"";"HK / Ýmir U19 II";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"28-06-2026 12:00";"NS";"Thór / T / V / M II U19";"";"";"Breið / A / Sm U19 III";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Japan";"JPN";"Nadeshiko League 1";"28-06-2026 01:00";"FT";"Harima W";"0";"5";"Shizuoka SSU Bonita";"0";"2";"0.4";"0.2";"0.2";"0.2";"0.5";"0.5";"0";"0";"0";"0";"0.5";"0.5";"0.2";"0.2";"0.4";"0.2"
"Japan";"JPN";"Nadeshiko League 1";"28-06-2026 01:00";"FT";"NGU Lublield Nagoya W";"0";"0";"VONDS Ichihara";"0";"0";"0.2";"0.3";"0.6";"0.1";"0.6";"0.5";"0";"0";"0";"0";"0.5";"0.6";"0.6";"0.1";"0.2";"0.3"
"Japan";"JPN";"Nadeshiko League 1";"28-06-2026 03:00";"FT";"Ehime W";"2";"1";"Yunogo Belle W";"2";"0";"0.3";"0.1";"0.2";"0.3";"0.4";"0.5";"0";"0";"0";"0";"0.5";"0.4";"0.2";"0.3";"0.3";"0.1"
"Japan";"JPN";"Nadeshiko League 2";"28-06-2026 01:00";"FT";"Kibi Univ. Takahashi W";"3";"0";"Bunnies Gunma White Star W";"1";"0";"0.4";"0.2";"0.1";"0.5";"0.7";"0.6";"6";"0";"0";"0";"0.6";"0.7";"0.1";"0.5";"0.4";"0.2"
"Japan";"JPN";"Nadeshiko League 2";"28-06-2026 01:00";"FT";"Fujizakura Yamanashi W";"2";"1";"Renofa Yamaguchi W";"1";"0";"0.5";"0.5";"0.2";"0.5";"0.9";"0.6";"12";"0";"0";"0";"0.6";"0.9";"0.2";"0.5";"0.5";"0.5"
"Japan";"JPN";"Nadeshiko League 2";"28-06-2026 01:30";"FT";"Diavorosso Hiroshima W";"2";"4";"SEISA OSA Rheia W";"2";"3";"0.2";"0.4";"0.1";"0.5";"0.6";"0.6";"6";"0";"0";"0";"0.6";"0.6";"0.1";"0.5";"0.2";"0.4"
"Japan";"JPN";"Regional Leagues: Kyushu";"28-06-2026 00:15";"FT";"Veroskronos Tsuno";"4";"1";"Atletico Celeste";"2";"0";"1";"0";"1.8";"0.6";"1.7";"2";"20";"10";"10";"0";"1.9";"1.7";"1.8";"0.6";"1";"0"
"Japan";"JPN";"Regional Leagues: Kyushu";"28-06-2026 01:15";"FT";"Nobeoka";"3";"2";"Nippon Steel Oita";"1";"1";"0.7";"1";"2";"1.4";"2.6";"2";"38";"24";"24";"0";"1.9";"2.6";"2";"1.4";"0.7";"1"
"Japan";"JPN";"Regional Leagues: Kyushu";"28-06-2026 02:30";"FT";"KMG Holdings";"1";"0";"Kawasoe Club";"0";"0";"1.2";"1.3";"1.2";"1";"2.4";"2";"34";"27";"13";"6";"1.9";"2.1";"1.1";"0.9";"1.1";"1.1"
"Japan";"JPN";"Regional Leagues: Chugoku";"28-06-2026 00:00";"AWAITING_UPDATES";"Variamore Aki";"";"";"Intl Pacific UFC";"";"";"2.3";"0.8";"1";"0.5";"2.2";"";"34";"25";"16";"8";"";"2.1";"0.8";"0.5";"2.2";"0.8"
"Japan";"JPN";"Regional Leagues: Chugoku";"28-06-2026 02:00";"FT";"Baleine Shimonoseki";"0";"0";"ENEOS Mizushima";"0";"0";"1";"1.1";"1.5";"1.4";"2.5";"";"44";"12";"6";"0";"";"2.4";"1.5";"1.2";"1";"1.1"
"Japan";"JPN";"Regional Leagues: Chugoku";"28-06-2026 02:30";"FT";"SRC Hiroshima";"2";"4";"Beluga Rosso Hamada";"1";"2";"0.8";"1.3";"1.2";"3.3";"3.4";"";"44";"34";"34";"34";"";"3.4";"1.2";"3.3";"0.8";"1.3"
"Japan";"JPN";"Regional Leagues: Chugoku";"28-06-2026 04:00";"AWAITING_UPDATES";"Hatsukaichi";"";"";"Yonago Genki";"";"";"1";"1.3";"0.5";"2.3";"2.6";"";"75";"16";"16";"0";"";"2.4";"0.5";"2.3";"1";"1"
"Japan";"JPN";"Regional Leagues: Kanto";"28-06-2026 05:00";"AWAITING_UPDATES";"Ryutsu Keizai Dragons";"";"";"Nankatsu";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Japan";"JPN";"Regional Leagues: Kanto";"28-06-2026 06:00";"AWAITING_UPDATES";"Edo All United";"";"";"Tokyo 23";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Japan";"JPN";"Regional Leagues: Kansai";"28-06-2026 00:30";"FT";"Moriyama Samurai";"1";"4";"Basara Hyogo";"1";"3";"1.2";"2";"1.2";"1";"2.8";"";"50";"38";"0";"0";"";"2.8";"1.2";"1";"1.2";"2"
"Japan";"JPN";"Regional Leagues: Kansai";"28-06-2026 06:00";"FT";"Velago Ikoma";"1";"1";"Arterivo Wakayama";"0";"1";"1.5";"1.7";"1.5";"1.3";"3";"";"58";"29";"12";"0";"";"3";"1.5";"1.3";"1.5";"1.7"
"Japan";"JPN";"Regional Leagues: Tokai";"28-06-2026 01:30";"AWAITING_UPDATES";"Sapporo University";"";"";"Hokkaido Tokachi";"";"";"";"";"";"";"";"3.2";"";"";"";"";"3.2";"";"";"";"";""
"Japan";"JPN";"Regional Leagues: Tokai";"28-06-2026 02:30";"AWAITING_UPDATES";"Hokushukai";"";"";"Sabas";"";"";"";"";"";"";"";"3.2";"";"";"";"";"3.2";"";"";"";"";""
"Kazakhstan";"KAZ";"Premier League";"28-06-2026 09:00";"FT";"Irtysh";"1";"2";"Kaisar";"1";"1";"2";"2";"2.1";"3.5";"4.8";"4.6";"90";"80";"60";"30";"4.4";"4.6";"1.9";"3.3";"2";"2"
"Kazakhstan";"KAZ";"Premier League";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Ulytau";"0";"1";"Ordabasy";"0";"1";"2.7";"3";"3.2";"2.2";"5.6";"4.6";"90";"80";"75";"45";"4.4";"5.2";"3.1";"1.9";"2.4";"2.9"
"Kazakhstan";"KAZ";"Premier League";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Tobol";"1";"1";"Altay";"1";"1";"2.2";"2.4";"2.6";"2.6";"4.9";"4.6";"95";"90";"60";"35";"4.4";"4.5";"2.6";"2.4";"1.7";"2.3"
"Kazakhstan";"KAZ";"Premier League";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Zhenys";"0";"0";"Astana";"0";"0";"2.2";"1.4";"1.9";"2.1";"3.8";"4.6";"80";"55";"35";"10";"4.4";"3.6";"1.9";"1.9";"2.1";"1.2"
"Kyrgyzstan";"KGZ";"Top Liga";"28-06-2026 11:30";"POSTPONED";"Ozgon";"";"";"Talant";"";"";"2";"1.7";"2.5";"2.7";"4.4";"4.1";"89";"84";"42";"11";"4";"4.3";"2.5";"2.6";"2";"1.6"
"South Korea";"KOR";"K3 League";"28-06-2026 02:00";"FT";"Gyeongju HNP";"1";"3";"Pocheon";"0";"2";"1.3";"2.3";"2.7";"2.2";"4.2";"3.9";"84";"67";"42";"16";"3.7";"4.1";"2.7";"2";"1.3";"2.2"
"South Korea";"KOR";"K3 League";"28-06-2026 05:00";"FT";"Dangjin Citizen";"5";"2";"Gangneung City";"3";"1";"1.8";"1.7";"2.1";"1.6";"3.6";"3.9";"84";"42";"26";"10";"3.7";"3.4";"1.9";"1.6";"1.7";"1.6"
"South Korea";"KOR";"K3 League";"28-06-2026 07:00";"FT";"Busan Transportation";"0";"1";"Daejeon Korail";"0";"1";"1.4";"1.9";"0.9";"2";"3.1";"3.9";"66";"34";"11";"11";"3.7";"3";"0.8";"2";"1.4";"1.9"
"South Korea";"KOR";"K4 League";"28-06-2026 02:00";"FT";"Jincheon HR";"2";"2";"Namyangju";"1";"0";"1.3";"1.4";"2.4";"1.7";"3.4";"3.7";"75";"50";"15";"10";"3.6";"3.2";"2.3";"1.6";"1.3";"1.3"
"South Korea";"KOR";"K4 League";"28-06-2026 02:00";"FT";"Sejong SA";"1";"3";"Pyeongchang United";"1";"2";"1.9";"1.9";"1.7";"1.3";"3.4";"3.7";"68";"42";"26";"5";"3.6";"3.4";"1.7";"1.3";"1.9";"1.9"
"South Korea";"KOR";"K4 League";"28-06-2026 05:00";"FT";"Jecheon Citizen";"1";"1";"Gijang United";"1";"0";"2";"1.7";"2.1";"1.5";"3.6";"3.7";"80";"55";"25";"10";"3.6";"3.6";"1.9";"1.5";"2";"1.7"
"Lebanon";"LIB";"Premier League";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Al Ahed";"3";"0";"Shabab Al Sahel";"3";"0";"1.3";"1.6";"2.1";"1.3";"3.2";"3";"66";"39";"16";"6";"2.8";"3";"2.1";"1.2";"1.3";"1.4"
"Lebanon";"LIB";"Premier League";"28-06-2026 15:30";"NS";"Jwaya";"";"";"Safa";"";"";"2.3";"1.2";"1.7";"1.2";"3.2";"3";"62";"54";"28";"14";"2.8";"3.2";"1.6";"1.2";"2.3";"1.1"
"Lithuania";"LTU";"A Lyga";"28-06-2026 12:00";"NS";"Banga";"";"";"Hegelmann Litauen";"";"";"1.6";"2.3";"2.1";"2";"4";"4.1";"80";"60";"35";"25";"3.9";"3.8";"2";"1.9";"1.5";"2.2"
"Lithuania";"LTU";"A Lyga";"28-06-2026 12:45";"NS";"Džiugas Telšiai";"";"";"Žalgiris";"";"";"1.9";"1.9";"3.1";"2";"4.4";"4.1";"70";"60";"55";"45";"3.9";"4.4";"2.9";"2";"1.9";"1.9"
"Lithuania";"LTU";"A Lyga";"28-06-2026 14:00";"CANCELLED";"FK Riteriai";"";"";"Kauno Žalgiris";"";"";"1.6";"2.2";"1.3";"1.6";"3.4";"4.1";"55";"40";"20";"15";"3.9";"3";"1.3";"1.5";"1.4";"1.9"
"Lithuania";"LTU";"1. Lyga";"28-06-2026 12:30";"NS";"Kauno Žalgiris II";"";"";"BFA";"";"";"1.4";"1.8";"0.9";"2.1";"3.1";"3.6";"55";"40";"25";"10";"3.5";"3";"0.9";"1.9";"1.4";"1.8"
"Latvia";"LVA";"First Liga";"28-06-2026 07:00";"FT";"Leevon / PPK";"1";"3";"Metta / LU";"0";"2";"3";"0.8";"3.3";"1.3";"4.2";"4.4";"72";"51";"51";"40";"4.2";"4";"3";"1.3";"2.8";"0.8"
"Latvia";"LVA";"First Liga";"28-06-2026 09:00";"FT";"Smiltene";"2";"4";"Skanste";"0";"1";"2.7";"1.2";"2.9";"2.4";"4.6";"4.4";"82";"58";"46";"34";"4.2";"4.4";"2.7";"2.4";"2.6";"1.2"
"Latvia";"LVA";"First Liga";"28-06-2026 11:00";"INPLAY_1ST_HALF";"JFK Ventspils";"0";"0";"Valmiera";"0";"0";"2.2";"2.9";"2.6";"2.4";"5.1";"4.4";"83";"78";"64";"47";"4.2";"5";"2.6";"2.3";"2.2";"2.8"
"Macau";"MAC";"Primeira Division";"28-06-2026 08:00";"FT";"Benfica de Macau";"2";"1";"Chiba";"0";"1";"1.8";"2.2";"2";"1.8";"3.9";"3.9";"79";"74";"26";"16";"3.7";"3.6";"2";"1.7";"1.4";"2.1"
"Macau";"MAC";"Primeira Division";"28-06-2026 10:00";"HT";"Gorila do Universo";"2";"2";"Universidade de Macau";"2";"2";"1.5";"1.4";"2.2";"0.8";"3";"3.9";"58";"30";"20";"15";"3.7";"2.9";"2.1";"0.8";"1.5";"1.4"
"Moldova";"MDA";"Super Liga";"28-06-2026 12:00";"NS";"Sheriff";"";"";"Sireți";"";"";"2.1";"2";"2.6";"2.6";"4.6";"";"84";"79";"55";"42";"";"4.6";"2.4";"2.6";"2.1";"2"
"Moldova";"MDA";"Super Liga";"28-06-2026 14:00";"NS";"Petrocub";"";"";"Dacia-Buiucani";"";"";"2.3";"3";"2.4";"2.6";"5.2";"";"85";"60";"50";"45";"";"5";"2.3";"2.5";"2.1";"3"
"Mongolia";"MNG";"Premier League";"28-06-2026 05:00";"FT";"Ulaangom City";"3";"3";"Khovd";"0";"3";"1.9";"1.2";"2";"1.2";"3.2";"3.5";"50";"30";"20";"10";"3.4";"3";"2";"1.1";"1.9";"1.1"
"Mongolia";"MNG";"Premier League";"28-06-2026 08:00";"FT";"Hunters";"2";"0";"Khovd Western";"1";"0";"1.6";"2.2";"1.2";"2.2";"3.6";"3.5";"64";"54";"32";"22";"3.4";"3.3";"1.2";"2";"1.4";"2"
"Mozambique";"MOZ";"Mocambola";"28-06-2026 09:45";"NS";"Chingale de Tete";"";"";"AD Pemba";"";"";"2.3";"";"1.7";"";"";"4.5";"";"";"";"";"4.3";"";"1.7";"";"2.3";""
"Mozambique";"MOZ";"Mocambola";"28-06-2026 09:45";"INPLAY_2ND_HALF";"Ferroviario Beira";"1";"1";"Ferroviário Nampula";"1";"0";"2.4";"";"1.8";"";"";"4.5";"";"";"";"";"4.3";"";"1.6";"";"2.4";""
"Mozambique";"MOZ";"Mocambola";"28-06-2026 09:45";"INPLAY_2ND_HALF";"ENH Vilankulo";"1";"1";"Black Bulls Maputo";"1";"0";"1.8";"1.5";"1.5";"2.5";"3.6";"4.5";"79";"50";"25";"8";"4.3";"3.4";"1.5";"2.3";"1.8";"1.3"
"Malawi";"MWI";"Super League";"28-06-2026 09:30";"INPLAY_2ND_HALF";"Ekhaya";"1";"0";"MAFCO";"0";"0";"1";"1.5";"1.9";"1";"2.7";"2.7";"42";"36";"17";"11";"2.6";"2.6";"1.7";"1";"1";"1.5"
"Malawi";"MWI";"Super League";"28-06-2026 09:30";"INPLAY_2ND_HALF";"Karonga United";"0";"0";"Moyale Barracks";"0";"0";"1.2";"1.4";"1.3";"0.9";"2.4";"2.7";"38";"28";"22";"6";"2.6";"2.3";"1.3";"0.8";"1.2";"1.2"
"Malawi";"MWI";"Super League";"28-06-2026 09:30";"INPLAY_2ND_HALF";"Dedza Dynamos";"1";"1";"Mighty Mukuru Wanderers";"1";"0";"1.2";"1.2";"1.2";"1.2";"2.5";"2.7";"50";"32";"6";"0";"2.6";"2.5";"1.2";"1.2";"1.2";"1.2"
"Malawi";"MWI";"Super League";"28-06-2026 09:30";"INPLAY_2ND_HALF";"Silver Strikers";"3";"0";"Red Lions";"2";"0";"1";"2";"1.4";"1.7";"3";"2.7";"70";"56";"16";"8";"2.6";"3";"1.4";"1.7";"1";"1.8"
"Malawi";"MWI";"Super League";"28-06-2026 09:30";"INPLAY_2ND_HALF";"Creck";"0";"1";"Civil Sporting";"0";"1";"0.9";"1.1";"1";"0.5";"1.8";"2.7";"21";"6";"0";"0";"2.6";"1.7";"1";"0.5";"0.8";"1.1"
"New Caledonia";"NCL";"Super Ligue";"28-06-2026 01:00";"POSTPONED";"Tiga Sport";"";"";"Saint Louis";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Norway";"NOR";"2. Division - Group 1";"28-06-2026 12:00";"NS";"Sotra";"";"";"Jerv";"";"";"1.6";"1.6";"1.6";"1.4";"3.1";"3.5";"65";"40";"10";"5";"3.4";"3";"1.4";"1.4";"1.5";"1.6"
"Norway";"NOR";"2. Division: Group 2";"28-06-2026 09:00";"FT";"Skeid";"7";"1";"Trygg/Lade";"2";"1";"1.8";"1.7";"1.4";"1.7";"3.3";"3.9";"69";"36";"26";"10";"3.7";"3.2";"1.4";"1.7";"1.6";"1.7"
"Norway";"NOR";"2. Division: Group 2";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Stjørdals-Blink";"0";"1";"Junkeren";"0";"1";"1.4";"2.3";"1.3";"2.3";"3.6";"3.9";"65";"40";"15";"15";"3.7";"3.4";"1.3";"2";"1.3";"2.1"
"Norway";"NOR";"2. Division: Group 2";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Follo";"0";"1";"Levanger";"0";"1";"2.9";"1.4";"2.4";"2";"4.4";"3.9";"85";"60";"40";"25";"3.7";"4.2";"2.2";"2";"2.9";"1.4"
"Norway";"NOR";"3. Division - Group 1";"28-06-2026 11:00";"INPLAY_1ST_HALF";"KFUM II";"0";"0";"Heming";"0";"0";"1.7";"2.4";"2.3";"1.7";"4";"4";"79";"58";"36";"16";"3.8";"3.7";"2.2";"1.4";"1.6";"2.1"
"Norway";"NOR";"3. Division - Group 3";"28-06-2026 09:00";"FT";"Varegg";"1";"1";"Vard";"0";"0";"1.5";"2";"1.8";"1.5";"3.4";"3.3";"71";"29";"29";"16";"3.3";"3.4";"1.8";"1.5";"1.5";"2"
"Norway";"NOR";"3. Division - Group 4";"28-06-2026 09:00";"FT";"Brodd";"4";"0";"Haugesund II";"1";"0";"2";"1.3";"1.4";"1.9";"3.2";"3.2";"64";"43";"29";"7";"3.1";"3";"1.4";"1.6";"1.9";"1.1"
"Norway";"NOR";"3. Division - Group 4";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Vindbjart";"1";"0";"Stabæk II";"1";"0";"2.1";"0.9";"1.4";"2.4";"3.4";"3.2";"64";"50";"26";"18";"3.1";"3.4";"1.4";"2.4";"2.1";"0.9"
"Norway";"NOR";"3. Division - Group 4";"28-06-2026 12:00";"NS";"Varhaug";"";"";"Odd II";"";"";"2.6";"1.1";"1.8";"1.6";"3.6";"3.2";"86";"62";"27";"10";"3.1";"3.4";"1.8";"1.6";"2.2";"1.1"
"Norway";"NOR";"3. Division - Group 5";"28-06-2026 07:00";"FT";"Strømsgodset II";"5";"1";"Skjervøy";"2";"0";"2";"";"1.3";"";"";"3.3";"";"";"";"";"2.9";"";"1.3";"";"2";""
"Norway";"NOR";"3. Division - Group 5";"28-06-2026 08:00";"FT";"Alta";"3";"0";"Finnsnes";"1";"0";"1.8";"";"1.2";"";"";"3.3";"";"";"";"";"2.9";"";"0.8";"";"1.5";""
"Norway";"NOR";"3. Division - Group 5";"28-06-2026 12:00";"NS";"Lillestrøm II";"";"";"Tromsø II";"";"";"1.4";"1.3";"2.1";"1.3";"3.1";"3.3";"58";"42";"19";"19";"2.9";"2.7";"2";"1";"1.1";"1.3"
"Norway";"NOR";"3. Division - Group 6";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Råde";"3";"2";"Lyn II";"1";"2";"1.6";"1.9";"1.4";"1.7";"3.3";"3.7";"75";"40";"20";"5";"3.6";"3.3";"1.4";"1.7";"1.6";"1.9"
"Paraguay";"PAR";"Division Intermedia";"28-06-2026 10:00";"INPLAY_2ND_HALF";"3 de Noviembre";"1";"0";"Paraguarí";"1";"0";"3.2";"3.1";"3.6";"3.2";"6.6";"5.7";"95";"95";"90";"60";"5.4";"6.2";"3.4";"3.1";"3";"2.9"
"Paraguay";"PAR";"Division Intermedia";"28-06-2026 15:30";"NS";"Guaireña";"";"";"Deportivo Santaní";"";"";"2.3";"2.2";"2.5";"3";"5";"5.7";"75";"65";"55";"50";"5.4";"4.6";"2.1";"3";"2.1";"2.1"
"Paraguay";"PAR";"Division Intermedia";"28-06-2026 18:00";"NS";"Sol de América";"";"";"12 de Junio VH";"";"";"1.8";"3.7";"2.5";"2.9";"5.4";"5.7";"85";"75";"65";"50";"5.4";"5.1";"2.4";"2.4";"1.8";"3.5"
"Paraguay";"PAR";"Campeonato Femenino";"28-06-2026 15:00";"NS";"Sportivo Trinidense W";"";"";"Sportivo Ameliano W";"";"";"2.8";"1.4";"3.1";"1.4";"4.4";"3.9";"83";"55";"31";"19";"3.7";"4.1";"3";"1.3";"2.5";"1.3"
"Paraguay";"PAR";"Campeonato Femenino";"28-06-2026 17:15";"NS";"Sportivo San Lorenzo";"";"";"2 de Mayo W";"";"";"2.1";"1";"2.6";"2.4";"4";"3.9";"72";"50";"34";"11";"3.7";"3.6";"2.2";"2.2";"1.9";"0.9"
"Paraguay";"PAR";"Campeonato Femenino";"28-06-2026 19:30";"NS";"Rubio Ñú";"";"";"Cerro Porteño W";"";"";"2.4";"1.6";"2.9";"1.9";"4.4";"3.9";"78";"60";"50";"20";"3.7";"4.2";"2.7";"1.9";"2.1";"1.5"
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"St Pauloise FC";"";"";"Jeanne d'Arc";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Bénédictine";"";"";"Saint-Pierroise";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Ville Sainte-Suzanne";"";"";"Piton Saint-Leu";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Sainte-Rose";"";"";"Saint-Louisienne";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Stade Tamponnaise";"";"";"Excelsior";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Saint-Denis";"";"";"Bagatelle Sainte-Suzanne";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Réunion";"REU";"Regionale 1";"28-06-2026 08:30";"NS";"Trois Bassins";"";"";"ES Dominicaine";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 04:00";"FT";"Yenisey II";"1";"6";"Baltika II";"0";"4";"1.9";"1.8";"1.4";"2.8";"4";"3.9";"65";"50";"35";"30";"3.9";"3.9";"1.4";"2.8";"1.9";"1.7"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 07:00";"FT";"Kosmos Dolgoprudny";"2";"0";"Irkutsk";"2";"0";"3";"2";"1.4";"1.2";"3.8";"3.9";"78";"60";"20";"5";"3.9";"3.8";"1.4";"1.2";"3";"2"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 08:00";"FT";"FK Dinamo St. Petersburg";"1";"1";"Torpedo Vladimir";"0";"1";"1.9";"1.7";"2.5";"1.9";"4";"3.9";"80";"58";"26";"20";"3.9";"4";"2.5";"1.9";"1.8";"1.7"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 12:00";"NS";"Cherepovets";"";"";"Zvezda Sint Petersburg";"";"";"2.5";"0.8";"1.2";"1.4";"3";"3.9";"60";"30";"24";"12";"3.9";"3";"1.2";"1.3";"2.5";"0.8"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 12:00";"NS";"Spartak Moskva II";"";"";"Luki-Energiya";"";"";"2.1";"2";"2.3";"1.6";"4";"3.9";"85";"60";"45";"25";"3.9";"4";"2.3";"1.5";"2.1";"2"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 12:00";"NS";"Tver";"";"";"Murom";"";"";"2";"1.5";"2";"2.2";"3.8";"3.9";"80";"75";"35";"15";"3.9";"3.7";"1.9";"2.2";"2";"1.3"
"Russia";"RUS";"FNL 2 - Group 2";"28-06-2026 13:00";"NS";"Chertanovo";"";"";"Dinamo Vologda";"";"";"1.9";"2.3";"2.2";"2.8";"4.6";"3.9";"90";"75";"45";"30";"3.9";"4.6";"2.2";"2.8";"1.9";"2.2"
"Russia";"RUS";"FNL 2 - Group 3";"28-06-2026 08:00";"FT";"Arsenal Tula II";"0";"4";"Salyut Belgorod";"0";"1";"1.9";"1.8";"2.1";"1.9";"3.8";"4";"85";"55";"35";"15";"3.9";"3.8";"2.1";"1.8";"1.9";"1.8"
"Russia";"RUS";"FNL 2 - Group 4";"28-06-2026 05:00";"FT";"Ural 2";"0";"0";"Zenit Izhevsk";"0";"0";"1.8";"2.9";"1.9";"2.2";"4.4";"4.5";"74";"69";"54";"38";"4.4";"4.2";"1.9";"2.1";"1.8";"2.7"
"Russia";"RUS";"FNL 2 - Group 4";"28-06-2026 07:00";"FT";"Dinamo Barnaul";"2";"0";"Rubin Kazan' II";"0";"0";"2";"2.4";"1.6";"1.5";"3.8";"4.5";"58";"52";"42";"21";"4.4";"3.7";"1.6";"1.4";"2";"2.4"
"Russia";"RUS";"FNL 2 - Group 4";"28-06-2026 08:00";"FT";"Chelyabinsk II";"0";"3";"Khimik Dzerzhinsk";"0";"2";"2";"1.9";"2.4";"1.6";"3.9";"4.5";"89";"64";"31";"15";"4.4";"3.8";"2.4";"1.6";"2";"1.7"
"Russia";"RUS";"FNL 2 - Group 4";"28-06-2026 09:00";"FT";"Akron II";"1";"1";"Orenburg II";"0";"0";"1.6";"2.5";"2.4";"2.7";"4.6";"4.5";"74";"74";"63";"43";"4.4";"4.4";"2.3";"2.5";"1.4";"2.5"
"Russia";"RUS";"FNL 2 - Group 4";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Nosta";"1";"1";"Krylya Sovetov Samara II";"0";"1";"1.8";"1.9";"2.8";"2";"4.2";"4.5";"74";"74";"48";"32";"4.4";"4.2";"2.8";"2";"1.8";"1.9"
