"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora"
"Australia";"AUS";"Northern Nsw";"28-06-2026 02:00";"DELAYED";"Kahibah";"0";"0";"Maitland";"0";"0";"1.8";"2";"1.6";"1.7";"3.6";"3.1";"80";"48";"20";"13";"2.9";"3.4";"1.6";"1.7";"1.5";"2"
"Australia";"AUS";"Victoria NPL Youth League";"28-06-2026 02:30";"FT";"Heidelberg United U23";"2";"1";"Oakleigh Cannons U23";"1";"1";"2.1";"2";"2.4";"1.5";"4";"3.6";"76";"58";"53";"16";"3.4";"3.8";"2.3";"1.5";"2";"1.9"
"Australia";"AUS";"Brisbane Reserves Premier League";"28-06-2026 00:00";"AWAITING_UPDATES";"Logan Roos U23";"";"";"Yeronga Eagles U23";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"28-06-2026 02:00";"AWAITING_UPDATES";"Redcliffe Dolphins U23";"";"";"Mt Gravatt U23";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"Brisbane Reserves Premier League";"28-06-2026 02:00";"AWAITING_UPDATES";"North Brisbane U23";"";"";"Ipswich Knights U23";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"Northern Territory Premier League";"28-06-2026 03:30";"FT";"Darwin Olympic";"2";"3";"Darwin Hearts";"1";"3";"1.5";"1.3";"0.9";"1.3";"2.6";"2.6";"47";"21";"10";"6";"2.4";"2.5";"0.9";"1.3";"1.4";"1.3"
"Australia";"AUS";"New South Wales NPL Youth League";"28-06-2026 00:00";"FT";"Marconi Stallions U20";"3";"1";"Blacktown City U20";"2";"1";"1.5";"1.6";"1.3";"0.8";"2.6";"3";"47";"15";"5";"5";"2.8";"2.5";"1.3";"0.8";"1.5";"1.4"
"Australia";"AUS";"New South Wales NPL Youth League";"28-06-2026 05:15";"FT";"APIA Leichhardt U20";"1";"2";"Rockdale Ilinden U20";"1";"1";"1.3";"1.4";"1.3";"1.7";"2.8";"3";"53";"32";"16";"6";"2.8";"2.8";"1.2";"1.6";"1.3";"1.4"
"Australia";"AUS";"Queensland Premier League 2";"28-06-2026 03:00";"FT";"Brisbane Knights";"6";"2";"Caloundra";"3";"1";"1.9";"2.6";"1";"1.3";"3.4";"3.4";"60";"42";"31";"18";"3.1";"3.2";"1";"1.3";"1.7";"2.4"
"Australia";"AUS";"Queensland NPL Youth League";"28-06-2026 01:45";"FT";"Lions U23";"4";"0";"Wolves U23";"1";"0";"1.4";"2.3";"0.9";"2.6";"3.6";"2.9";"62";"62";"28";"20";"2.7";"3.4";"0.9";"2.6";"1.4";"2.1"
"Australia";"AUS";"Queensland NPL Youth League";"28-06-2026 03:30";"AWAITING_UPDATES";"Peninsula Power U23";"";"";"Queensland U16";"";"";"1.2";"";"0.8";"";"";"2.9";"";"";"";"";"2.7";"";"0.7";"";"1";""
"Australia";"AUS";"NSW League One Youth";"28-06-2026 05:00";"AWAITING_UPDATES";"Prospect United U20";"";"";"Bulls Academy U20";"";"";"1";"2.5";"1.9";"2";"3.7";"3.1";"46";"46";"40";"32";"2.9";"3.7";"1.9";"2";"1";"2.5"
"Australia";"AUS";"Northern NSW Reserve League";"28-06-2026 00:00";"DELAYED";"Kahibah Res.";"";"";"Maitland Res.";"";"";"1";"1.7";"1";"1.5";"2.6";"2.6";"50";"33";"8";"8";"2.4";"2.5";"1";"1.5";"1";"1.5"
"Australia";"AUS";"Northern NSW Reserve League";"28-06-2026 00:00";"DELAYED";"Broadmeadow Magic Res.";"";"";"Weston Workers Res.";"";"";"1.2";"1.2";"2";"0.8";"2.6";"2.6";"45";"32";"12";"12";"2.4";"2.3";"1.5";"0.8";"1.2";"1"
"Australia";"AUS";"Northern NSW State League 1 Reserves";"28-06-2026 00:00";"AWAITING_UPDATES";"Wallsend Res.";"";"";"Singleton Strikers Res.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1 Reserves";"28-06-2026 00:00";"AWAITING_UPDATES";"West Wallsend Res.";"";"";"Newcastle Croatia Res.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1 Reserves";"28-06-2026 01:00";"AWAITING_UPDATES";"Lake Macquarie Res.";"";"";"Dudley Redhead Utd Res.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"New South Wales NPL 2";"28-06-2026 07:00";"FT";"Prospect United";"1";"1";"Bulls Academy";"1";"0";"1.8";"1";"1.7";"1.7";"3";"3.7";"61";"33";"16";"6";"3.6";"2.8";"1.7";"1.4";"1.6";"1"
"Australia";"AUS";"Northern NSW State League 1";"28-06-2026 02:00";"POSTPONED";"Wallsend";"";"";"Singleton Strikers";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1";"28-06-2026 02:00";"AWAITING_UPDATES";"West Wallsend";"";"";"Newcastle Croatia";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"Northern NSW State League 1";"28-06-2026 03:00";"AWAITING_UPDATES";"Weston Workers";"";"";"Dudley Redhead Senior";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Australia";"AUS";"New South Wales NPL 3";"28-06-2026 04:00";"FT";"Bonnyrigg White Eagles";"2";"3";"Granville Rage";"0";"2";"2";"1.3";"1.2";"2";"3.2";"4";"65";"35";"26";"18";"3.8";"3.1";"1";"2";"2";"1.2"
"Australia";"AUS";"New South Wales NPL 3 Youth";"28-06-2026 02:00";"AWAITING_UPDATES";"Bonnyrigg WE U20";"";"";"Western Rage U20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Belarus";"BLR";"Vysshaya Liga";"28-06-2026 12:00";"NS";"Dnepr Mogilev";"";"";"Neman Grodno";"";"";"2.2";"1.3";"1.1";"2.1";"3.4";"3.6";"80";"47";"21";"5";"3.5";"3.2";"1.1";"1.9";"2.2";"1.3"
"Belarus";"BLR";"Vysshaya Liga";"28-06-2026 12:30";"NS";"Isloch";"";"";"Belshina";"";"";"1.7";"1.8";"1.3";"1.5";"3.2";"3.6";"65";"45";"20";"5";"3.5";"3";"1.2";"1.5";"1.6";"1.8"
"Belarus";"BLR";"Pershaya Liga";"28-06-2026 08:00";"FT";"Orsha";"0";"4";"Minsk II";"0";"1";"2.4";"2.3";"2.1";"1.5";"4.2";"3.8";"84";"56";"46";"22";"3.7";"4.1";"2";"1.5";"2.4";"2.2"
"Belarus";"BLR";"Pershaya Liga";"28-06-2026 10:00";"INPLAY_2ND_HALF";"FC Ostrovets";"1";"1";"Dinamo Minsk II";"0";"1";"1.9";"1.8";"1.9";"1.8";"3.7";"3.8";"69";"64";"32";"20";"3.7";"3.6";"1.9";"1.7";"1.9";"1.8"
"Belarus";"BLR";"Pershaya Liga";"28-06-2026 12:00";"NS";"BATE II";"";"";"Energetik-BGU";"";"";"2.1";"1.5";"2.2";"1.6";"3.7";"3.8";"68";"43";"32";"27";"3.7";"3.6";"2.2";"1.4";"2.1";"1.5"
"Brazil";"BRA";"Serie C";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Figueirense";"1";"0";"Guarani";"1";"0";"2.2";"3";"2.4";"2.9";"5.2";"5.6";"85";"70";"60";"45";"5.3";"4.9";"2";"2.7";"2.2";"2.9"
"Brazil";"BRA";"Serie C";"28-06-2026 20:30";"NS";"Ypiranga Erechim";"";"";"Confiança";"";"";"2.8";"2";"3";"2.9";"5.4";"5.6";"90";"85";"70";"50";"5.3";"5.2";"2.9";"2.7";"2.8";"1.9"
"Brazil";"BRA";"Serie C";"28-06-2026 20:30";"NS";"Ituano";"";"";"Maranhão";"";"";"3.5";"3.1";"2.7";"2.6";"6";"5.6";"100";"95";"75";"55";"5.3";"5.8";"2.6";"2.6";"3.4";"3"
"Brazil";"BRA";"Serie D";"28-06-2026 15:30";"NS";"Juazeirense";"";"";"Serra Branca";"";"";"3.2";"2.6";"2.5";"2.9";"5.6";"5.6";"95";"95";"70";"60";"5.3";"5.5";"2.5";"2.9";"3.2";"2.4"
"Brazil";"BRA";"Serie D";"28-06-2026 16:00";"NS";"ABC";"";"";"Altos";"";"";"2.6";"2.3";"3.8";"2.3";"5.6";"5.6";"89";"89";"74";"56";"5.3";"5.3";"3.7";"2.3";"2.3";"2.2"
"Brazil";"BRA";"Serie D";"28-06-2026 16:00";"NS";"Cianorte";"";"";"Independiente FSJ";"";"";"3.4";"2.4";"3.5";"2.8";"6.1";"5.6";"95";"90";"80";"65";"5.3";"5.8";"3.4";"2.7";"3.2";"2.3"
"Brazil";"BRA";"Serie D";"28-06-2026 16:00";"NS";"Marcílio Dias";"";"";"Cascavel";"";"";"2.1";"2.4";"2.1";"3.1";"4.9";"5.6";"95";"80";"54";"27";"5.3";"4.7";"2.1";"2.8";"2.1";"2.4"
"Brazil";"BRA";"Serie D";"28-06-2026 16:00";"NS";"Noroeste";"";"";"Portuguesa RJ";"";"";"3.4";"3.9";"2.8";"3.9";"7";"5.6";"100";"100";"90";"80";"5.3";"6.6";"2.7";"3.7";"3.3";"3.6"
"Brazil";"BRA";"Serie D";"28-06-2026 16:30";"NS";"Manauara";"";"";"Independencia";"";"";"2.4";"2.6";"2.2";"2.7";"4.9";"5.6";"85";"75";"50";"50";"5.3";"4.8";"2";"2.7";"2.4";"2.5"
"Brazil";"BRA";"Serie D";"28-06-2026 17:00";"NS";"Ferroviário";"";"";"Central";"";"";"2.7";"2.2";"2.9";"3";"5.4";"5.6";"85";"85";"65";"45";"5.3";"5.1";"2.7";"2.8";"2.5";"2.2"
"Brazil";"BRA";"Serie D";"28-06-2026 17:00";"NS";"Nacional AM";"";"";"Araguaína";"";"";"2.5";"2.6";"2.7";"2.6";"5.2";"5.6";"90";"75";"65";"45";"5.3";"4.8";"2.5";"2.5";"2.3";"2.3"
"Brazil";"BRA";"Serie D";"28-06-2026 17:00";"NS";"Treze";"";"";"Jacuipense";"";"";"1.8";"2.4";"2.7";"2.3";"4.6";"5.6";"85";"75";"60";"35";"5.3";"4.4";"2.5";"2.3";"1.7";"2.3"
"Brazil";"BRA";"Serie D";"28-06-2026 17:00";"NS";"Porto Velho";"";"";"São Raimundo RR";"";"";"3.3";"1.6";"2.1";"2.4";"4.7";"5.6";"84";"59";"54";"37";"5.3";"4.4";"1.9";"2.2";"3.2";"1.5"
"Brazil";"BRA";"Serie D";"28-06-2026 18:00";"NS";"Luverdense";"";"";"Ceilândia";"";"";"3";"3.1";"1.9";"3";"5.5";"5.6";"95";"80";"70";"55";"5.3";"5.4";"1.8";"2.9";"2.9";"3.1"
"Brazil";"BRA";"Serie D";"28-06-2026 18:00";"NS";"Guaporé";"";"";"Monte Roraima";"";"";"2.1";"3.2";"2.3";"2.8";"5.2";"5.6";"84";"73";"68";"57";"5.3";"4.8";"2";"2.7";"1.9";"3.1"
"Brazil";"BRA";"Mineiro 2";"28-06-2026 10:00";"INPLAY_2ND_HALF";"CAP Patrocinense";"0";"0";"Uberaba";"0";"0";"2.4";"3.4";"1.9";"3.3";"5.5";"5.2";"81";"81";"75";"52";"5.1";"5.4";"1.9";"3.1";"2.2";"3.4"
"Brazil";"BRA";"Mineiro 2";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Aymorés";"0";"1";"Valeriodoce";"0";"1";"2.8";"3.3";"2.3";"2.9";"5.6";"5.2";"88";"80";"64";"45";"5.1";"5.3";"2.3";"2.6";"2.7";"3"
"Brazil";"BRA";"Mineiro 2";"28-06-2026 10:30";"INPLAY_1ST_HALF";"Boa";"0";"0";"Mamoré";"0";"0";"2";"2.6";"2.4";"2.3";"4.6";"5.2";"73";"66";"54";"34";"5.1";"4.6";"2.4";"2.3";"2";"2.4"
"Brazil";"BRA";"Paulista Série B";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Osasco Audax";"0";"0";"Flamengo SP";"0";"0";"3.9";"3.9";"2.3";"2.6";"6.3";"5.9";"100";"84";"78";"67";"5.4";"5.6";"2.1";"2.1";"3.3";"3.6"
"Brazil";"BRA";"Paulista Série B";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Tupã";"0";"0";"Independente SP";"0";"0";"2.7";"2.8";"2.8";"3.3";"5.8";"5.9";"89";"89";"67";"62";"5.4";"4.8";"2.3";"3";"2.2";"2"
"Brazil";"BRA";"Paulista Série B";"28-06-2026 15:00";"NS";"Santacruzense";"";"";"América SP";"";"";"2.4";"2.5";"3.1";"2.8";"5.4";"5.9";"88";"88";"68";"50";"5.4";"5";"2.9";"2.4";"2.2";"2.5"
"Brazil";"BRA";"Paulista Série B";"28-06-2026 15:00";"NS";"Paulínia FU";"";"";"Itaquaquecetuba";"";"";"2.2";"3.7";"3.6";"3.3";"6.4";"5.9";"94";"87";"87";"66";"5.4";"5.8";"3.2";"3";"2";"3.4"
"Brazil";"BRA";"Paulista U20";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Portuguesa U20";"0";"0";"Ferroviária U20";"0";"0";"3.8";"2.2";"3.2";"1.7";"5.4";"6";"89";"84";"44";"39";"5.7";"5.2";"3.1";"1.7";"3.6";"2.1"
"Brazil";"BRA";"Paulista U20";"28-06-2026 15:00";"NS";"Bragantino U20";"";"";"Capivariano U20";"";"";"2.9";"2.8";"2.1";"4.2";"6";"6";"95";"84";"74";"52";"5.7";"5.4";"1.9";"3.5";"2.8";"2.6"
"Brazil";"BRA";"Paulista U20";"28-06-2026 15:00";"NS";"São Caetano U20";"";"";"Sao Paulo U20";"";"";"3.9";"3.2";"3";"3.5";"6.8";"6";"90";"85";"65";"65";"5.7";"6.1";"2.7";"3.1";"3.4";"3"
"Brazil";"BRA";"Paulista U20";"28-06-2026 15:00";"NS";"Santos U20";"";"";"Corinthians U20";"";"";"2.9";"1.7";"3.4";"2.3";"5.2";"6";"80";"75";"60";"30";"5.7";"4.8";"3.1";"2.2";"2.9";"1.4"
"Brazil";"BRA";"Catarinense 2";"28-06-2026 15:00";"NS";"Hercílio Luz";"";"";"Fluminense SC";"";"";"3.6";"1.9";"4";"2.6";"6";"5.7";"78";"78";"64";"64";"5.5";"5.7";"3.6";"2.4";"3.6";"1.9"
"Brazil";"BRA";"Catarinense 2";"28-06-2026 16:00";"NS";"Caravaggio";"";"";"Guarani de Palhoça";"";"";"2.3";"3.1";"2.4";"2.6";"5.3";"5.7";"84";"78";"60";"47";"5.5";"5.2";"2.4";"2.6";"2.1";"3.1"
"Brazil";"BRA";"Brasiliense U20";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Capital DF U20";"3";"1";"CA Taguatinga U20";"3";"0";"1.3";"";"2";"";"";"5.7";"";"";"";"";"5";"";"2";"";"1";""
"Brazil";"BRA";"Brasiliense U20";"28-06-2026 15:30";"NS";"Brasilia DF U20";"";"";"Planaltina DF U20";"";"";"5";"2.4";"3";"2.6";"6.5";"5.7";"100";"90";"80";"80";"5";"5.4";"2.5";"2.2";"4";"2.2"
"Brazil";"BRA";"Brasiliense U20";"28-06-2026 15:30";"NS";"Luziânia U20";"";"";"Paranoá U20";"";"";"";"3";"";"2.5";"";"5.7";"";"";"";"";"5";"";"";"2.5";"";"2.5"
"Brazil";"BRA";"Brasiliense U20";"28-06-2026 15:30";"NS";"Santa Maria U20";"";"";"Ceilândia U20";"";"";"1.5";"3.4";"2.8";"1.4";"4.5";"5.7";"78";"78";"55";"32";"5";"4.1";"2.8";"1.2";"1.5";"2.8"
"Brazil";"BRA";"Brasiliense U20";"28-06-2026 15:30";"NS";"Samambaia U20";"";"";"Brasiliense U20";"";"";"2.7";"2.7";"5.3";"2.7";"6.6";"5.7";"100";"84";"75";"66";"5";"6.2";"5";"2.3";"2.7";"2.5"
"Brazil";"BRA";"Baiano U20";"28-06-2026 09:00";"FT";"Barcelona BA U20";"0";"5";"Vitoria U20";"0";"4";"2.6";"2.5";"1.8";"2.4";"4.6";"5.6";"74";"58";"51";"39";"5.3";"4.4";"1.6";"2.2";"2.6";"2.4"
"Brazil";"BRA";"Baiano U20";"28-06-2026 15:00";"NS";"Jacobina U20";"";"";"Bahia U20";"";"";"4.5";"2.6";"3";"1.6";"5.8";"5.6";"86";"78";"72";"64";"5.3";"5.7";"3";"1.6";"4.5";"2.3"
"Brazil";"BRA";"Torneio Otavio Pinto Guimaraes U20";"28-06-2026 14:45";"NS";"Flamengo RJ U20";"";"";"Paduano U20";"";"";"3.2";"2.3";"2.1";"2.7";"5.2";"5.7";"95";"68";"46";"32";"5.5";"5";"2";"2.7";"3.1";"2.3"
"Brazil";"BRA";"Gaúcho - Estadual Junior U20";"28-06-2026 14:00";"NS";"Juventude U20";"";"";"São José PA U20";"";"";"2.7";"2.4";"3.2";"3.1";"5.8";"5.5";"74";"69";"62";"56";"5.1";"5";"2.6";"2.9";"2.3";"2.1"
"Brazil";"BRA";"Catarinense U20";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Carlos Renaux U20";"1";"3";"Chapecoense-SC U20";"0";"3";"3.6";"2.9";"3.8";"3.4";"6.8";"7.1";"94";"89";"89";"72";"6.4";"6";"3.4";"2.9";"3";"2.7"
"Brazil";"BRA";"Maranhense 2";"28-06-2026 16:00";"NS";"Pinheiro";"";"";"Viana";"";"";"1.2";"2";"2.2";"2.6";"4";"0";"78";"42";"32";"32";"0";"4";"2.2";"2.4";"1.2";"2"
"Canada";"CAN";"PCSL";"28-06-2026 18:00";"NS";"Gorge";"";"";"WIA";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Canada";"CAN";"PCSL";"28-06-2026 19:00";"NS";"Mid Isle Highlanders";"";"";"Khalsa";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Canada";"CAN";"PCSL";"28-06-2026 19:00";"CANCELLED";"Kamloops Rivers II";"";"";"AFA";"";"";"";"";"";"";"";"0";"";"";"";"";"0";"";"";"";"";""
"Chile";"CHI";"Tercera A";"28-06-2026 16:30";"NS";"Futuro";"";"";"Chimbarongo";"";"";"2.7";"4.5";"1.9";"3.5";"6.3";"6.3";"87";"59";"59";"52";"5.8";"5.6";"1.7";"3.1";"2.4";"4.1"
"China";"CHN";"Super League";"28-06-2026 07:00";"FT";"Qingdao West Coast";"3";"1";"Zhejiang";"1";"1";"2.3";"2.9";"2.1";"1.8";"4.6";"4.4";"85";"70";"50";"35";"4.2";"4.4";"2.1";"1.7";"2.2";"2.8"
"China";"CHN";"Super League";"28-06-2026 08:00";"FT";"Dalian Yingbo";"1";"4";"Shanghai Shenhua";"1";"2";"2.1";"2.3";"2.6";"2.1";"4.6";"4.4";"90";"70";"40";"35";"4.2";"4.4";"2.4";"2";"2.1";"2.2"
"China";"CHN";"League Two";"28-06-2026 08:00";"FT";"Beijing BIT";"1";"1";"Tai'an Tiankuang";"1";"1";"1.9";"2.4";"2.4";"2.6";"4.6";"3.7";"75";"65";"50";"35";"3.5";"4.4";"2.2";"2.6";"1.8";"2.3"
"China";"CHN";"League Two";"28-06-2026 08:00";"FT";"Shandong Taishan II";"1";"0";"Shanxi Chongde Ronghai";"0";"0";"1.6";"1.8";"2.5";"2.4";"4.2";"3.7";"90";"70";"40";"15";"3.5";"3.7";"2.4";"2.1";"1.5";"1.4"
"China";"CHN";"League Two";"28-06-2026 08:30";"FT";"Jiangxi Lushan";"2";"0";"Guangzhou Dandelion";"2";"0";"2.1";"1.1";"0.8";"1.4";"2.7";"3.7";"50";"30";"10";"10";"3.5";"2.7";"0.8";"1.4";"2.1";"1.1"
"China";"CHN";"League Two";"28-06-2026 08:30";"FT";"Shenzhen 2028";"1";"0";"Chengdu Rongcheng II";"0";"0";"1.3";"1.5";"2.6";"1.2";"3.3";"3.7";"70";"35";"15";"15";"3.5";"3.1";"2.4";"1.2";"1.2";"1.4"
"China";"CHN";"League Two";"28-06-2026 08:30";"FT";"Wenzhou";"0";"1";"Ganzhou Ruishi";"0";"1";"1.5";"1.9";"1.9";"1.3";"3.3";"3.7";"65";"45";"15";"10";"3.5";"3.2";"1.8";"1.1";"1.5";"1.9"
"China";"CHN";"League Two";"28-06-2026 08:30";"FT";"Wuhan Three Towns II";"0";"1";"Hangzhou Linping Wuyue";"0";"0";"1.8";"1.5";"1.9";"2.1";"3.6";"3.7";"65";"45";"30";"20";"3.5";"3.5";"1.8";"1.9";"1.8";"1.5"
"Cameroon";"CMR";"Elite One";"28-06-2026 09:45";"INPLAY_2ND_HALF";"Canon";"3";"0";"Victoria United";"0";"0";"1.8";"1.3";"1.4";"2.4";"3.4";"3.8";"65";"50";"25";"15";"3.6";"3.2";"1.3";"2.2";"1.7";"1.2"
"Cameroon";"CMR";"Elite One";"28-06-2026 11:30";"NS";"Aigle Royal";"";"";"Panthère";"";"";"2.3";"1.3";"1.4";"2";"3.5";"3.8";"70";"45";"30";"15";"3.6";"3.4";"1.4";"2";"2";"1.3"
"Cameroon";"CMR";"Elite One";"28-06-2026 11:30";"NS";"Aigle Royal de Moungo";"";"";"PWD";"";"";"1.2";"1.8";"1.8";"1.6";"3.2";"3.8";"55";"45";"30";"15";"3.6";"3";"1.7";"1.4";"1.1";"1.7"
"Cameroon";"CMR";"Elite One";"28-06-2026 11:30";"NS";"Gazelle";"";"";"Cotonsport";"";"";"2";"1.4";"2.1";"1.8";"3.6";"3.8";"65";"50";"40";"20";"3.6";"3.4";"2.1";"1.5";"1.7";"1.4"
"Cameroon";"CMR";"Elite One";"28-06-2026 12:00";"NS";"Unisport Bafang";"";"";"Dynamo de Douala";"";"";"2.2";"1.6";"1.9";"1.7";"3.7";"3.8";"64";"53";"36";"21";"3.6";"3.4";"1.8";"1.6";"2";"1.5"
"Cameroon";"CMR";"Elite One";"28-06-2026 12:00";"NS";"Colombe";"";"";"Fauve Azur Elite";"";"";"1.3";"2.9";"1.4";"0.6";"3";"3.8";"58";"32";"22";"16";"3.6";"2.8";"1.3";"0.6";"1.3";"2.6"
"Ecuador";"ECU";"Superliga Femenina";"28-06-2026 12:30";"NS";"Macará W";"";"";"Universidad Católica W";"";"";"2.1";"1";"1.6";"0.8";"2.8";"3.1";"52";"30";"7";"7";"2.8";"2.5";"1.4";"0.7";"1.9";"1"
"Ecuador";"ECU";"Superliga Femenina";"28-06-2026 14:00";"NS";"Deportivo Ibarra W";"";"";"El Nacional W";"";"";"1.6";"1.1";"1.2";"1.1";"2.6";"3.1";"58";"34";"14";"0";"2.8";"2.2";"0.8";"0.9";"1.6";"1.1"
"Ecuador";"ECU";"Superliga Femenina";"28-06-2026 17:00";"NS";"Emelec W";"";"";"LDU Quito W";"";"";"2";"1.8";"0.8";"1.8";"3.2";"3.1";"66";"42";"8";"8";"2.8";"2.7";"0.5";"1.7";"1.8";"1.5"
"Estonia";"EST";"Meistriliiga";"28-06-2026 11:00";"INPLAY_1ST_HALF";"Nõmme Kalju";"0";"0";"Paide";"0";"0";"2.7";"2.3";"2.4";"2.4";"4.9";"4.5";"85";"70";"50";"25";"4.3";"4.6";"2.3";"2.3";"2.4";"2.1"
"Estonia";"EST";"Meistriliiga";"28-06-2026 13:00";"NS";"Levadia";"";"";"Flora";"";"";"1.9";"1.9";"2.5";"1.9";"4.1";"4.5";"80";"55";"45";"25";"4.3";"3.8";"2.2";"1.7";"1.8";"1.9"
"Estonia";"EST";"Small Cup";"28-06-2026 12:00";"NS";"Rae Spordikool";"";"";"JK Poseidon";"";"";"";"2.2";"";"2";"";"0";"";"";"";"";"0";"";"";"2";"";"2"
"Ethiopia";"ETH";"Premier League";"28-06-2026 04:00";"FT";"Adama Kenema";"0";"2";"Welayta Dicha";"0";"0";"2.1";"1.8";"2.3";"2.2";"4.2";"4.7";"90";"64";"36";"26";"4.5";"4.2";"2.2";"2.2";"2.1";"1.8"
"Ethiopia";"ETH";"Premier League";"28-06-2026 07:00";"FT";"Bahardar";"0";"1";"Sidama Bunna";"0";"1";"2.1";"1.7";"2.1";"3.3";"4.6";"4.7";"90";"70";"55";"30";"4.5";"4.4";"2.1";"3";"2";"1.7"
"Ethiopia";"ETH";"Premier League";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Mebrat Hayl";"1";"0";"Awassa Kenema";"1";"0";"1.7";"2.6";"2";"2.7";"4.5";"4.7";"70";"60";"50";"30";"4.5";"4.2";"1.8";"2.6";"1.6";"2.5"
"Ethiopia";"ETH";"Premier League";"28-06-2026 10:00";"INPLAY_2ND_HALF";"Sheger Ketema";"2";"0";"Mechal FC";"2";"0";"2.3";"2.4";"2.4";"2.3";"4.7";"4.7";"85";"65";"45";"35";"4.5";"4.6";"2.4";"2.2";"2.3";"2.3"
"Fiji";"FIJ";"FA Cup";"28-06-2026 00:00";"FT_PEN";"Ba";"0";"0";"Navua";"0";"0";"1.4";"2.6";"0.9";"1.8";"3.4";"3.2";"62";"52";"37";"20";"2.8";"3";"0.7";"1.6";"1.1";"2.4"
"Finland";"FIN";"Ykkösliiga";"28-06-2026 10:00";"INPLAY_2ND_HALF";"KäPa";"1";"1";"JäPS";"1";"1";"2.3";"2";"2.2";"1.5";"4";"3.9";"75";"65";"35";"25";"3.8";"3.7";"2";"1.4";"2.2";"1.8"
"Finland";"FIN";"Kakkonen";"28-06-2026 09:00";"FT";"Ilves II";"3";"2";"EBK";"0";"1";"0.9";"3.2";"1.3";"2.1";"3.8";"4.3";"67";"51";"36";"15";"4.1";"3.6";"1.2";"2";"0.8";"3.1"
"Finland";"FIN";"Kolmonen - Eastern Group";"28-06-2026 10:00";"INPLAY_2ND_HALF";"PK-37";"3";"0";"ToU";"1";"0";"2";"1.4";"1";"0.8";"2.6";"2.8";"45";"25";"0";"0";"2.6";"2.6";"1";"0.8";"2";"1.4"
"Finland";"FIN";"Kolmonen - Western Group";"28-06-2026 09:00";"INTERRUPTED";"Sporting Kristina";"";"";"FC Sääripotku";"";"";"1.9";"0.7";"1.4";"0";"2";"3.4";"25";"25";"12";"6";"3.2";"1.9";"1.4";"0";"1.8";"0.7"
"Finland";"FIN";"Kolmonen - Southern Group";"28-06-2026 08:00";"FT";"SexyPöxyt";"2";"3";"MPS";"2";"1";"1.4";"0.9";"1.8";"1.2";"2.6";"3.6";"53";"36";"12";"6";"3.3";"2.6";"1.6";"1.2";"1.4";"0.9"
"Finland";"FIN";"Kolmonen - Southern Group";"28-06-2026 09:00";"FT";"GrIFK U23";"4";"2";"EsPa";"1";"0";"1.4";"1.7";"2.1";"2";"3.6";"3.6";"73";"48";"40";"7";"3.3";"3.5";"2";"2";"1.4";"1.6"
"Faroe Islands";"FRO";"1. Deild";"28-06-2026 10:45";"INPLAY_1ST_HALF";"TB";"0";"3";"B71";"0";"3";"1.5";"2.2";"1.5";"2.5";"3.9";"4.1";"94";"38";"25";"12";"3.8";"3.4";"1.5";"2.2";"1";"2.1"
"Faroe Islands";"FRO";"Meistaradeildin";"28-06-2026 11:00";"INPLAY_1ST_HALF";"KÍ";"0";"0";"07 Vestur";"0";"0";"2.2";"1.9";"1.5";"1";"3.3";"4";"55";"40";"30";"10";"3.8";"3.2";"1.5";"0.9";"2";"1.9"
"Faroe Islands";"FRO";"Meistaradeildin";"28-06-2026 11:00";"INPLAY_1ST_HALF";"EB / Streymur";"1";"1";"B36";"1";"1";"2.6";"1.7";"1.1";"1.8";"3.6";"4";"60";"50";"35";"20";"3.8";"3.5";"1.1";"1.8";"2.5";"1.6"
