"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"United States";"USA";"USL League Two";"06-07-2026 23:30";"NS";"Stars FC";"";"";"Tucson";"";"";"60 | 74";"54 | 37";"";"48 | 57";"1.6 | 1.4";"50 | 46";"6.6 | 10.4";"";"";"";"40 | 30";"40 | 50";"20 | 20";"53 | 47";"80 | 80";"60 | 50";"60 | 70";"1x1 | 1x1";"22.1";"1.6 | 1.1";"1.3 | 0.9";"2.4";"55 | 52";"";"10 | 10";"10.5 | 11.4";"14.7 | 7.6";"11.4";"7.2 | 3.4";"5.5 | 6.6";"3.2 | 1.8";"1.7 | 1.8";"4.2";"4"
"United States";"USA";"USL League One";"06-07-2026 00:00";"NS";"Alta";"";"";"Charlotte Independence";"";"";"84 | 66";"54 | 85";"";"41 | 51";"2.3 | 2.6";"40 | 53";"4 | 5.1";"2";"50 | 50";"0";"70 | 80";"20 | 20";"10 | 0";"77 | 87";"90 | 100";"80 | 80";"30 | 20";"2x1 | 1x3";"26.2";"1.6 | 2.5";"0.6 | 1.1";"2.9";"55 | 50";"";"10 | 10";"8.3 | 16.4";"16.3 | 11.4";"9.2";"4.2 | 4.3";"3.2 | 6.6";"2.3 | 2.3";"2.3 | 2.4";"4.6";"5.1"
"United States";"USA";"UWS";"06-07-2026 20:00";"NS";"Michigan Jaguars II W";"";"";"Michigan Legends W";"";"";"2 | 21";"68 | 44";"";"";"1.2 | 0.7";"";"";"";"";"";"40 | 20";"0 | 10";"60 | 70";"40 | 23";"40 | 30";"100 | 90";"60 | 80";"1x7 | 3x0";"";"2 | 1.3";"4 | 2.4";"4.8";"";"";"5 | 10";"";"";"";"";"";"";"";"";"0"
"United States";"USA";"UWS";"06-07-2026 21:00";"NS";"DeKalb County W";"";"";"Berber City W";"";"";"18 | 70";"78 | 100";"";"";"1.4 | 2.2";"";"";"";"";"";"40 | 60";"20 | 40";"40 | 0";"47 | 73";"60 | 100";"80 | 60";"60 | 40";"2x3 | 2x2";"";"2.3 | 3.2";"2.5 | 1";"4.5";"";"";"10 | 5";"";"";"";"";"";"";"";"";"0"
"Europe";"EUR";"Euro U19 Women";"06-07-2026 21:00";"NS";"1st ranked Group B";"";"";"2nd ranked Group A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Europe";"EUR";"Euro U19 Women";"06-07-2026 21:00";"NS";"1st ranked Group A";"";"";"2nd ranked Group B";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"06-07-2026 09:00";"NS";"Ulytau Zhezkazgan W";"";"";"Ordabasy W";"";"";"4 | 10";"20 | 34";"";"";"0.6 | 1.1";"";"";"";"";"";"10 | 30";"30 | 20";"60 | 50";"20 | 37";"40 | 50";"70 | 80";"90 | 70";"0x0 | 1x1";"";"0.6 | 1";"2.9 | 2.7";"3.6";"";"";"10 | 10";"";"";"";"";"";"";"";"";"2.5"
"Kazakhstan";"KAZ";"Womens Championship";"06-07-2026 09:00";"NS";"Kairat W";"";"";"Zhetysu W";"";"";"42 | 2";"68 | 34";"";"";"1.4 | 0.7";"";"";"3";"100 | 0";"0";"40 | 20";"20 | 10";"40 | 70";"47 | 23";"60 | 30";"80 | 90";"60 | 80";"1x2 | 0x1";"";"2 | 1";"1.8 | 4.1";"4.4";"";"";"10 | 10";"";"";"";"";"";"";"";"";"2.5"
"Kazakhstan";"KAZ";"Womens Championship";"06-07-2026 09:00";"NS";"BIIK Shymkent W";"";"";"FC Kaysar W";"";"";"100 | 77";"100 | 85";"";"";"3 | 2.5";"";"";"";"";"";"100 | 80";"0 | 10";"0 | 10";"100 | 83";"100 | 90";"100 | 90";"0 | 20";"15x0 | 1x2";"";"10.8 | 2.5";"0 | 0.8";"7";"";"";"5 | 10";"";"";"";"";"";"";"";"";"2.5"
"Kazakhstan";"KAZ";"Womens Championship";"06-07-2026 10:00";"NS";"Atyrau W";"";"";"Turan Turkistan W";"";"";"10 | 88";"44 | 100";"";"";"1.4 | 2.2";"";"";"";"";"";"40 | 75";"20 | 0";"40 | 25";"47 | 75";"60 | 75";"80 | 100";"60 | 25";"3x0 | 0x2";"";"1.3 | 3";"2.7 | 0.5";"3.8";"";"";"10 | 4";"";"";"";"";"";"";"";"";"2.5"
"Kazakhstan";"KAZ";"Womens Championship";"06-07-2026 11:00";"NS";"Tobol Kostanay W";"";"";"Zhenys Astana W";"";"";"14 | 38";"37 | 100";"";"";"1.3 | 2.3";"";"";"3";"33 | 33";"33";"40 | 70";"10 | 20";"50 | 10";"43 | 77";"50 | 90";"90 | 80";"60 | 30";"0x3 | 0x3";"";"1.1 | 4.9";"2.6 | 1.9";"5.2";"34 | 61";"";"10 | 10";"";"";"";"";"";"2 | 1.8";"1 | 0.5";"2.6";"2.5"
"World";"WOR";"Club Friendlies 3";"06-07-2026 13:30";"NS";"Sportfreunde Schwaig";"";"";"Jahn Regensburg";"";"";"70 | 49";"58 | 58";"";"";"1.5 | 1.3";"";"";"";"";"";"40 | 40";"30 | 10";"30 | 50";"50 | 43";"70 | 50";"70 | 90";"60 | 60";"0x0 | 1x0";"";"1.7 | 1.7";"1 | 1.6";"3";"";"";"10 | 10";"";"";"";"";"";"1.7 | 2.4";"0 | 2.4";"3.3";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 15:30";"CANCELLED";"SE Døns";"";"";"AFC Hornchurch";"";"";"2 | 56";"100 | 75";"";"";"1.5 | 1.9";"";"";"";"";"";"50 | 50";"0 | 40";"50 | 10";"50 | 63";"50 | 90";"100 | 60";"50 | 50";"0x5 | 2x2";"";"3.5 | 2.2";"4 | 1.4";"5.6";"";"";"2 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"East Kilbride";"";"";"Celtic II";"";"";"80 | 32";"82 | 78";"";"60 | 53";"2.2 | 1";"57 | 47";"4.6 | 5.4";"10";"70 | 20";"10";"70 | 20";"10 | 40";"20 | 40";"73 | 33";"80 | 60";"90 | 60";"30 | 80";"4x0 | 2x2";"21.8";"2.4 | 2.3";"0.7 | 2.1";"3.8";"56 | 58";"";"10 | 10";"14 | 12.4";"5.9 | 11.4";"10.2";"2.4 | 5.8";"6.2 | 6";"2.1 | 1";"2.8 | 1.6";"3.8";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Viktoria Plzeň";"";"";"FC København";"";"";"74 | 66";"58 | 99";"";"60 | 60";"1.8 | 2.3";"59 | 58";"7.9 | 4.3";"3";"67 | 0";"33";"50 | 70";"30 | 20";"20 | 10";"60 | 77";"80 | 90";"70 | 80";"50 | 30";"0x0 | 1x2";"27.2";"1.7 | 2.9";"0.9 | 1.1";"3.3";"58 | 54";"";"10 | 10";"17.9 | 17.3";"9.6 | 9.7";"9.8";"3.2 | 3.1";"6.6 | 6.6";"1.2 | 2.4";"2 | 1.1";"3.4";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Fakel";"";"";"Rostov";"";"";"70 | 74";"48 | 27";"";"65 | 50";"1.6 | 1.1";"79 | 48";"3.4 | 9.9";"10";"20 | 70";"10";"40 | 30";"40 | 20";"20 | 50";"53 | 37";"80 | 50";"60 | 80";"60 | 70";"0x0 | 1x0";"17.4";"1.4 | 0.8";"1 | 0.9";"2";"58 | 46";"";"10 | 10";"7.8 | 10.1";"5.7 | 11.4";"5";"0.9 | 3.4";"1.9 | 3.9";"1.7 | 2.2";"2 | 2.2";"4.1";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"CFR Cluj";"";"";"Noah";"";"";"80 | 77";"34 | 92";"";"49 | 55";"1.9 | 2.1";"45 | 49";"9 | 3.7";"";"";"";"50 | 60";"40 | 30";"10 | 10";"63 | 70";"90 | 90";"60 | 70";"50 | 40";"1x0 | 0x0";"22";"1 | 2.7";"0.7 | 0.8";"2.6";"48 | 55";"";"10 | 10";"13.5 | 10.1";"11.2 | 9.3";"7.5";"3.8 | 3.6";"3.5 | 4.1";"1.7 | 1.9";"2.3 | 1.9";"3.8";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"SV Horn";"";"";"Floridsdorfer AC";"";"";"56 | 66";"48 | 58";"";"55 | 49";"1.3 | 1.3";"55 | 47";"8.1 | 5.1";"10";"20 | 60";"20";"40 | 40";"10 | 10";"50 | 50";"43 | 43";"50 | 50";"90 | 90";"60 | 60";"1x2 | 0x5";"20.5";"1.4 | 1.7";"1.4 | 1.1";"2.8";"48 | 51";"";"10 | 10";"11.4 | 9.1";"8.7 | 11.7";"7";"3.8 | 3.2";"3.6 | 3.4";"2.2 | 1.6";"1.7 | 1.8";"3.6";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Pogon Grodzisk Mazowiecki";"";"";"Trenčín";"";"";"32 | 56";"27 | 68";"";"47 | 48";"0.3 | 2.1";"52 | 46";"13.6 | 5.7";"";"";"";"0 | 70";"30 | 0";"70 | 30";"10 | 70";"30 | 70";"70 | 100";"100 | 30";"1x2 | 0x1";"26.4";"0.8 | 2";"2.1 | 1.4";"3.2";"50 | 55";"";"10 | 10";"10.9 | 14.9";"13.8 | 13.2";"9.3";"5.4 | 4.7";"3.2 | 5.2";"1.8 | 1.2";"1.4 | 1.4";"3";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Podbeskidzie";"";"";"Banik Ostrava B";"";"";"77 | 70";"75 | 54";"";"50 | 50";"2.5 | 2";"51 | 47";"5.9 | 7.5";"";"";"";"80 | 60";"10 | 20";"10 | 20";"83 | 67";"90 | 80";"90 | 80";"20 | 40";"2x1 | 0x1";"23";"2.2 | 1.6";"0.8 | 1";"2.8";"48 | 43";"";"10 | 10";"12.9 | 12";"11.9 | 9.2";"8.9";"3.6 | 3.5";"6.1 | 4.6";"2.4 | 1.9";"2.8 | 1.9";"4.5";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Viktoria Köln";"";"";"TSV Steinbach";"";"";"60 | 46";"48 | 100";"";"";"1.7 | 2.1";"";"";"";"";"";"50 | 70";"20 | 0";"30 | 30";"57 | 70";"70 | 70";"80 | 100";"50 | 30";"0x2 | 1x3";"";"1.4 | 3.1";"1.3 | 1.7";"3.8";"";"";"10 | 10";"";"";"";"";"";"";"";"";"2.1"
"World";"WOR";"Club Friendlies 3";"06-07-2026 21:00";"NS";"Karviná";"";"";"Zemplín Michalovce";"";"";"38 | 52";"48 | 41";"";"47 | 48";"1.5 | 1.5";"46 | 44";"7 | 7.3";"";"";"";"50 | 50";"0 | 0";"50 | 50";"50 | 50";"50 | 50";"100 | 100";"50 | 50";"2x1 | 1x2";"27.1";"1.4 | 1.2";"1.9 | 1.5";"3";"50 | 48";"";"10 | 10";"13 | 12.3";"14.2 | 14.7";"8.9";"5.9 | 4.5";"4.2 | 3.2";"2.6 | 1.6";"2.2 | 1.3";"3.8";"2.1"
