"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global"
"Argentina";"ARG";"Primera C";"30-06-2026 15:00";"NS";"Claypole";"";"";"Cañuelas";"3.95";"1.89";"1.46";"1.15";"20 | 6";"50 | 52";"2";"44 | 44";"78";"";"2.4";"2";"1.3 | 1.3";"1.2 | 0.9";"67";"62";"44";"78";"1.9";"16.8";"7.2";"7.2";"1.5 | 1.6";"8";"63 | 74";"67 | 22";"";"0.5 | 0.4";"0.5 | 0.2";"1.6";"0.8";"0.7 | 0.7";"0.8 | 0.9";"";"33 | 33";"5.2 | 2.6";"2.5 | 4.1";"7.8";"44";"36"
"Australia";"AUS";"New South Wales";"30-06-2026 07:00";"FT";"SD Raiders";"0";"1";"Sydney II";"2.42";"2.46";"1.17";"1.47";"10 | 6";"50 | 46";"5";"51 | 54";"72";"";"2.8";"2";"1.5 | 1.6";"1.1 | 1.4";"42";"78";"56";"55";"2.7";"23.8";"10.6";"8.4";"1.5 | 1.4";"9";"66 | 56";"50 | 62";"";"0.7 | 0.8";"0.7 | 1";"1.2";"1.6";"0.4 | 0.4";"0.8 | 0.9";"";"40 | 38";"3.9 | 3.2";"4.8 | 4.9";"9.3";"61";"39"
"Australia";"AUS";"Brisbane Reserves Premier League";"30-06-2026 06:30";"NS";"Newmarket U23";"";"";"North Lakes United U23";"";"";"";"";"4 | 8";"76 | 42";"";"100 | 71";"93";"";"5.8";"5";"6.4 | 2.1";"1.7 | 1.5";"66";"";"80";"32";"4.8";"";"";"";"2.3 | 1.2";"";"46 | 52";"43 | 50";"";"";"";"0";"0";"";"";"";"71 | 38";"";"";"0";"";""
"Australia";"AUS";"Queensland Premier League";"30-06-2026 07:30";"INPLAY_2ND_HALF";"Logan Lightning";"4";"1";"Redlands United";"2.35";"2.30";"1.08";"2.11";"9 | 8";"33 | 48";"5";"54 | 58";"86";"";"3.4";"4";"1.6 | 1.7";"2.1 | 1.4";"57";"86";"64";"50";"3.4";"19.8";"9.2";"9.6";"1 | 1.4";"10";"32 | 56";"71 | 29";"";"1 | 1.3";"1.3 | 0.3";"1.5";"2";"0.9 | 1.1";"0.6 | 0.4";"";"29 | 43";"5.6 | 3";"3.7 | 7";"10";"64";"57"
"Australia";"AUS";"New South Wales NPL Youth League";"30-06-2026 05:00";"DELAYED";"SD Raiders U20";"";"";"Sydney U20";"2.85";"2.18";"";"";"7 | 5";"53 | 62";"5";"61 | 51";"68";"";"3";"4";"1.8 | 1.5";"1.8 | 1";"61";"82";"55";"68";"3.8";"25.6";"13.7";"7.6";"1.6 | 1.9";"8";"42 | 70";"40 | 50";"";"0.7 | 0.9";"0.9 | 0.6";"1.5";"1.6";"0.9 | 0.4";"1.1 | 0.6";"";"50 | 50";"4.1 | 3.3";"4.8 | 3";"9.1";"48";"36"
"Australia";"AUS";"Victoria NPL 2 Youth";"30-06-2026 06:00";"AWAITING_UPDATES";"Bayside Argonauts U23";"";"";"Kingston City U23";"";"";"";"";"7 | 13";"43 | 29";"";"68 | 65";"100";"";"5.4";"5";"2 | 1.9";"2.3 | 4.6";"64";"";"86";"22";"4.1";"";"";"";"1.3 | 0.9";"";"25 | 2";"29 | 29";"";"";"";"0";"0";"";"";"";"29 | 29";"";"";"0";"";""
"Australia";"AUS";"Victoria Dockerty Cup";"30-06-2026 06:30";"FT";"Brunswick Juventus";"0";"2";"Heidelberg United";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland PL Youth";"30-06-2026 05:30";"FT";"Logan Lightning U23";"0";"0";"Redlands United U23";"";"";"";"";"5 | 10";"81 | 43";"";"100 | 34";"71";"";"3.6";"3";"3 | 1";"1.1 | 2.1";"50";"58";"71";"57";"3.8";"22.4";"10";"9.6";"2.4 | 1.3";"10";"66 | 32";"43 | 29";"";"1.8 | 0.2";"0.2 | 0.8";"1.2";"1";"3 | 1.7";"2.2 | 1";"";"71 | 43";"7 | 3.8";"4.5 | 3.8";"9.9";"58";"48"
"Australia";"AUS";"Queensland PL Youth";"30-06-2026 06:30";"TBA";"Robina City U23";"";"";"Capalaba U23";"";"";"";"";"3 | 11";"57 | 29";"";"100 | 44";"86";"";"4.3";"4";"3.1 | 1.3";"1.7 | 2.4";"50";"83";"78";"43";"3.8";"24";"13";"10.2";"1.7 | 0.9";"10";"46 | 21";"57 | 43";"";"1.8 | 0.7";"0.2 | 1.4";"2";"1.8";"1.8 | 1";"3 | 0.6";"";"57 | 29";"6.4 | 4.4";"4.6 | 4.9";"9.9";"68";"68"
"Brazil";"BRA";"Serie C";"30-06-2026 19:30";"NS";"Caxias";"";"";"Anápolis";"1.66";"4.82";"1.32";"1.25";"10 | 20";"87 | 0";"1";"54 | 7";"65";"";"2";"3";"1.6 | 0.2";"0.6 | 1.7";"38";"55";"36";"100";"2.3";"22.6";"8.6";"10";"2.6 | 0";"11";"84 | 46";"40 | 50";"";"0.6 | 0";"0.2 | 0.5";"1.4";"0.6";"0.4 | 1.2";"1 | 0.2";"";"80 | 0";"5 | 5";"4.8 | 5.3";"10.5";"82";"64"
"Brazil";"BRA";"Serie C";"30-06-2026 20:30";"NS";"Botafogo PB";"";"";"Brusque";"1.96";"3.54";"1.39";"1.19";"16 | 2";"60 | 40";"1";"41 | 48";"70";"";"2.4";"2";"1.2 | 1.4";"0.8 | 1.4";"60";"70";"40";"80";"2.3";"24.6";"7.7";"12.3";"1.8 | 1.2";"12";"77 | 56";"60 | 40";"";"1 | 0.6";"0.4 | 0.4";"1.2";"1.2";"0.4 | 1";"0.2 | 0.8";"";"60 | 20";"5.8 | 4.4";"3.6 | 10.8";"10.5";"80";"80"
"Brazil";"BRA";"Serie C";"30-06-2026 20:30";"NS";"Volta Redonda";"";"";"Amazonas";"1.92";"4.02";"1.43";"1.16";"14 | 9";"61 | 47";"1";"27 | 34";"46";"";"2";"3";"0.8 | 1";"0.5 | 1.8";"36";"55";"28";"80";"2.3";"22.2";"8.9";"10.3";"1.8 | 1.4";"11";"88 | 42";"33 | 40";"";"0.3 | 0.4";"0.2 | 1";"1.1";"1";"0.3 | 0.8";"0.5 | 0.6";"";"50 | 40";"5.5 | 4.6";"5.5 | 5";"10.5";"80";"80"
"Brazil";"BRA";"Amazonense U20";"30-06-2026 16:00";"NS";"Desportivo Librade U20";"";"";"Clipper U20";"";"";"";"";"10 | 7";"0 | 50";"";"0 | 100";"100";"";"3.8";"4";"0 | 3";"3.5 | 1";"0";"";"50";"50";"4.7";"";"";"";"0 | 1.5";"";"2 | 70";"50 | 50";"";"";"";"0.8";"1";"";"";"";"0 | 50";"";"";"9.2";"";""
"Brazil";"BRA";"Amazonense U20";"30-06-2026 16:00";"NS";"Inter Academy U20";"";"";"Sul América U20";"";"";"";"";"9 | 8";"0 | 11";"";"10 | 34";"100";"";"4.8";"5";"0.3 | 1";"6.7 | 1.7";"66";"";"84";"50";"4.7";"";"";"";"0 | 0.3";"";"2 | 46";"33 | 67";"";"";"";"0.6";"0.7";"";"";"";"0 | 0";"";"";"9.2";"";""
"Brazil";"BRA";"Paraibano U20";"30-06-2026 19:30";"NS";"Treze U20";"";"";"Queimadense U20";"1.72";"3.70";"";"";"1 | 2";"78 | 33";"1";"68 | 34";"84";"";"2.4";"3";"2 | 1";"0.7 | 1";"67";"";"33";"67";"3.2";"";"";"";"2.3 | 1";"";"80 | 70";"33 | 67";"";"";"";"1";"0.3";"";"";"";"67 | 0";"";"";"9.5";"";""
"Denmark";"DEN";"Future Cup";"30-06-2026 07:00";"CANCELLED";"Nordsjælland Res.";"";"";"Lyngby Res.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estonia";"EST";"Esiliiga A";"30-06-2026 13:00";"NS";"Nõmme United II";"";"";"Flora II";"5.74";"1.35";"1.05";"2.18";"8 | 3";"39 | 72";"2";"51 | 95";"92";"";"3.8";"3";"1.5 | 2.8";"1.8 | 1.3";"75";"92";"92";"42";"3.8";"25.2";"10.2";"10.9";"1.2 | 2.2";"11";"42 | 60";"50 | 33";"";"0.5 | 1.5";"0.5 | 1";"2";"1.8";"1.3 | 0.3";"1 | 1.3";"";"33 | 67";"4.5 | 5.5";"6.8 | 5";"10.2";"75";"67"
"Estonia";"EST";"Estonian Cup";"30-06-2026 13:30";"NS";"Jarva-Jaani";"";"";"Elva";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Finland Cup";"30-06-2026 12:00";"NS";"VPS";"";"";"Inter Turku";"3.34";"2.05";"1.31";"1.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Kakkonen";"30-06-2026 12:30";"NS";"SJK Akatemia II";"";"";"Vaajakoski";"2.04";"2.60";"1.02";"2.40";"9 | 8";"40 | 33";"5";"61 | 41";"65";"";"3.5";"4";"1.8 | 1.2";"2.2 | 1.8";"45";"78";"65";"45";"3.7";"27.6";"10.8";"9";"1.2 | 1";"10";"28 | 42";"60 | 50";"";"1 | 0";"1.4 | 1.2";"1.7";"1.8";"0.8 | 0.5";"0.8 | 1.2";"";"40 | 25";"3.2 | 4.5";"4.8 | 5.5";"11.1";"58";"45"
"Finland";"FIN";"Kolmonen - Southern Group";"30-06-2026 14:00";"NS";"PPJ / Lauttasaari";"";"";"Atlantis / PM";"1.34";"5.89";"";"";"3 | 10";"58 | 27";"1";"95 | 68";"88";"";"4.8";"5";"2.8 | 2";"1.8 | 3";"88";"100";"88";"25";"4.1";"24";"12.9";"10.4";"1.8 | 0.8";"10";"42 | 0";"25 | 80";"";"1.2 | 1";"1 | 1.2";"2.5";"2.2";"0.8 | 1.8";"1.5 | 1";"";"50 | 20";"7 | 6.2";"3 | 4.5";"9.8";"100";"75"
"Germany";"GER";"Reg. Cup Bayern";"30-06-2026 14:00";"NS";"Dingolfing";"";"";"Sportfreunde Schwaig";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Republic of Ireland";"IRL";"Leinster Senior Cup";"30-06-2026 15:45";"NS";"Bray Wanderers";"";"";"St Patrick's";"4.72";"1.52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League";"30-06-2026 17:00";"NS";"Fylkir / Ellidi U19";"";"";"HK / Ýmir U19";"6.47";"1.28";"";"";"1 | 2";"0 | 38";"4";"78 | 85";"100";"";"5.4";"5";"2.3 | 2.5";"3.3 | 2.5";"94";"100";"100";"19";"5.1";"25.2";"12.8";"13.5";"0 | 1.1";"12";"2 | 18";"33 | 50";"";"0.5 | 1.2";"3 | 0.8";"1.2";"1.6";"1.5 | 4.2";"3.5 | 3.8";"";"0 | 38";"9 | 3.5";"8.5 | 6";"11.9";"100";"75"
"Iceland";"ISL";"U19 League B";"30-06-2026 15:00";"NS";"Víkingur / BF108 U19";"";"";"Njar. / Grin. / Víð. U19";"";"";"";"";"1 | 2";"81 | 52";"";"100 | 71";"100";"";"4.2";"5";"3.6 | 2.1";"0.6 | 2.1";"64";"";"78";"36";"5.8";"";"";"";"2.4 | 1.6";"";"84 | 32";"29 | 43";"";"";"";"0";"0";"";"";"";"71 | 43";"";"";"11.7";"";""
"Iceland";"ISL";"U19 League B";"30-06-2026 17:00";"NS";"Stjarnan / KFG U19";"";"";"Leiknir/Árb/KB";"";"";"";"";"1 | 2";"78 | 50";"";"100 | 68";"100";"";"4.5";"5";"4.3 | 2";"1 | 1.7";"67";"";"92";"42";"5.8";"";"";"";"2.3 | 1.5";"";"70 | 46";"33 | 50";"";"";"";"0";"0";"";"";"";"67 | 50";"";"";"11.7";"";""
"Iceland";"ISL";"U19 League C";"30-06-2026 15:00";"NS";"Grotta / Kria U19";"";"";"Breidablik II U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"U19 League C";"30-06-2026 15:00";"NS";"Selfoss Árb. Æ Stok U19";"";"";"ÍA / Ka / Sk / VÓ II U19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Latvia";"LVA";"Virsliga";"30-06-2026 12:00";"NS";"Rīgas FS";"";"";"FC Daugavpils";"1.14";"13.42";"1.09";"1.76";"2 | 6";"81 | 29";"3";"100 | 48";"94";"";"3.6";"3";"3.2 | 1.4";"0.7 | 2";"66";"64";"58";"48";"3";"26.9";"10";"9.8";"2.4 | 0.9";"9";"80 | 35";"67 | 38";"";"1.3 | 0.2";"0.3 | 0.5";"2.4";"1.2";"0.3 | 1.5";"1.9 | 1.1";"";"78 | 12";"7 | 4.2";"2.7 | 5.5";"9.6";"64";"58"
"Latvia";"LVA";"Virsliga";"30-06-2026 13:00";"NS";"Liepāja";"";"";"Ogre United";"1.32";"7.23";"1.11";"1.65";"4 | 10";"57 | 10";"1";"54 | 24";"95";"";"3.3";"3";"1.6 | 0.7";"1.1 | 3.2";"60";"90";"65";"65";"3";"25";"9.6";"9";"1.7 | 0.3";"9";"66 | 2";"60 | 60";"";"0.8 | 0.2";"0.4 | 1.5";"1.8";"1.4";"0.7 | 1.7";"0.8 | 0.5";"";"50 | 10";"4.2 | 3.5";"4.5 | 5.8";"9.6";"70";"55"
"Mongolia";"MNG";"Premier League";"30-06-2026 05:00";"FT";"Ulaanbaatar";"2";"3";"Central Stallions";"1.40";"5.65";"1.07";"1.96";"1 | 2";"83 | 63";"1";"100 | 99";"95";"";"4.2";"5";"3.6 | 2.9";"1.1 | 0.9";"60";"75";"65";"50";"5.1";"22.4";"10.8";"9.6";"2.5 | 1.9";"10";"66 | 74";"40 | 30";"";"1.9 | 0.8";"0.7 | 0.3";"2.4";"1.8";"0.4 | 0.6";"1.7 | 2.1";"";"80 | 50";"6.1 | 6";"3.8 | 3.4";"10.5";"60";"60"
"Mongolia";"MNG";"Premier League";"30-06-2026 08:00";"INPLAY_2ND_HALF";"Deren";"1";"1";"Khangarid";"2.25";"2.45";"1.07";"1.86";"3 | 4";"60 | 57";"5";"100 | 100";"100";"";"4.6";"4";"3.6 | 3.4";"1 | 1.2";"60";"75";"65";"50";"5.1";"19.6";"9.7";"9.8";"1.8 | 1.7";"10";"70 | 63";"40 | 30";"";"1.7 | 0.5";"0.5 | 0.5";"3";"1.6";"0.5 | 0.7";"1.9 | 2.9";"";"50 | 50";"6.8 | 6.7";"3.3 | 2.8";"10.5";"75";"55"
"Paraguay";"PAR";"Division Intermedia";"30-06-2026 15:30";"NS";"Resistencia";"";"";"Encarnación";"2.11";"3.08";"1.28";"1.25";"10 | 15";"44 | 39";"5";"51 | 27";"58";"";"2.4";"2";"1.5 | 0.8";"1.5 | 0.8";"42";"58";"42";"58";"2.5";"19.2";"8.1";"7.4";"1.3 | 1.2";"8";"52 | 77";"67 | 33";"";"0.7 | 0.3";"0.5 | 0";"1.6";"0.8";"1 | 0.8";"0.8 | 0.5";"";"33 | 33";"3.8 | 2.8";"3.8 | 4.3";"8.5";"42";"34"
"Paraguay";"PAR";"Division Intermedia";"30-06-2026 18:00";"NS";"Independiente FBC";"";"";"Benjamin Aceval";"2.57";"2.48";"1.29";"1.24";"6 | 3";"60 | 72";"5";"41 | 78";"90";"";"2.8";"2";"1.2 | 2.3";"0.8 | 1.2";"44";"72";"44";"84";"2.5";"22.4";"9.2";"9.5";"1.8 | 2.2";"9";"77 | 63";"80 | 33";"";"0.4 | 0.7";"0.4 | 0.7";"1.7";"1";"0.4 | 0.5";"0.8 | 1.7";"";"60 | 67";"2.8 | 4.2";"5.2 | 6.8";"8.5";"72";"52"
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Khan Sheikhoun";"";"";"Homs Al Fidaa";"";"";"";"";"14 | 2";"40 | 80";"";"37 | 54";"65";"";"2.2";"2";"1.1 | 1.6";"1.4 | 0.3";"45";"65";"45";"90";"2.5";"";"";"";"1.2 | 2.4";"";"56 | 100";"40 | 60";"";"0.4 | 0.9";"0.6 | 0.2";"1.2";"1";"0.8 | 0.1";"0.7 | 0.7";"";"30 | 70";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Damascus Al Ahli";"";"";"Al Futuwa";"";"";"";"";"9 | 11";"47 | 17";"";"41 | 24";"65";"";"2.4";"2";"1.2 | 0.7";"1.1 | 1.8";"40";"70";"35";"80";"2.5";"";"";"";"1.4 | 0.5";"";"66 | 42";"40 | 30";"";"0.4 | 0.4";"0.4 | 1.1";"1.2";"1.2";"0.7 | 0.7";"0.8 | 0.3";"";"40 | 10";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Al-Ittihad Aleppo";"";"";"Al Jaish";"";"";"";"";"1 | 8";"83 | 47";"";"95 | 20";"55";"";"2.2";"2";"2.8 | 0.6";"0.5 | 0.6";"30";"50";"45";"75";"2.5";"19";"2.3";"9.5";"2.5 | 1.4";"9";"88 | 84";"50 | 40";"";"0.9 | 0.3";"0.2 | 0.2";"1.5";"0.8";"0.3 | 0.4";"1.9 | 0.3";"";"80 | 30";"6.4 | 3.7";"4.6 | 4.3";"9.1";"71";"54"
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Taliya";"";"";"Hottin";"";"";"";"";"6 | 5";"70 | 50";"";"44 | 37";"55";"";"2.2";"2";"1.3 | 1.1";"0.6 | 1.5";"45";"55";"45";"80";"2.5";"";"";"";"2.1 | 1.5";"";"84 | 52";"40 | 60";"";"0.5 | 0.2";"0.2 | 0.7";"1.4";"0.8";"0.4 | 0.8";"0.8 | 0.9";"";"60 | 50";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Tishreen";"";"";"Jabala";"";"";"";"";"7 | 15";"50 | 0";"";"44 | 14";"75";"";"2.6";"3";"1.3 | 0.4";"0.9 | 2.6";"50";"55";"50";"75";"2.5";"";"";"";"1.5 | 0";"";"74 | 14";"40 | 60";"";"0.7 | 0.1";"0.3 | 1";"1.5";"1";"0.6 | 1.6";"0.6 | 0.3";"";"40 | 0";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Al Shorta";"";"";"Horriya";"";"";"";"";"12 | 10";"43 | 23";"";"44 | 24";"70";"";"2.1";"2";"1.3 | 0.7";"1.2 | 1";"45";"65";"30";"90";"2.5";"";"";"";"1.3 | 0.7";"";"63 | 70";"40 | 50";"";"0.6 | 0.4";"0.4 | 0.4";"1.2";"0.9";"0.8 | 0.6";"0.7 | 0.3";"";"30 | 20";"";"";"9.1";"";""
"Syria";"SYR";"Premier League";"30-06-2026 21:00";"NS";"Al Karama";"";"";"Umayya";"";"";"";"";"4 | 13";"70 | 30";"";"78 | 37";"80";"";"3.2";"3";"2.3 | 1.1";"1.1 | 1.8";"70";"75";"60";"55";"2.5";"";"";"";"2.1 | 0.9";"";"66 | 42";"50 | 60";"";"1.1 | 0.3";"0.5 | 0.8";"1.8";"1.4";"0.6 | 1";"1.2 | 0.8";"";"60 | 20";"";"";"9.1";"";""
