"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global"
"Brazil";"BRA";"Copa Espirito Santo";"01-07-2026 20:00";"NS";"Vitória ES";"";"";"Rio Branco-VN";"";"";"";"";"";"67 | 53";"";"75 | 41";"60";"";"2.7";"2";"2.2 | 1.2";"0.8 | 1.2";"30";"60";"50";"60";"2.5";"18.1";"8.2";"8.7";"2 | 1.6";"10";"77 | 63";"60 | 40";"";"1.6 | 0.8";"0 | 0.2";"1.4";"1.3";"0.8 | 1";"0.6 | 0.4";"";"60 | 40";"4.2 | 4.8";"4.4 | 4";"10.1";"78";"55"
"Brazil";"BRA";"Carioca A2";"01-07-2026 14:45";"NS";"Bonsucesso";"";"";"América RJ";"2.63";"2.55";"";"";"11 | 6";"50 | 58";"5";"51 | 61";"75";"";"2.8";"2";"1.5 | 1.8";"1 | 1.2";"38";"88";"62";"75";"2.2";"18.6";"7.2";"8.9";"1.5 | 1.8";"9";"70 | 63";"50 | 75";"";"1 | 0.5";"0.5 | 0.5";"1.5";"1.2";"0.5 | 0.8";"0.5 | 1.2";"";"50 | 50";"5.5 | 4";"3.2 | 5";"9.5";"75";"62"
"Brazil";"BRA";"Maranhense 2";"01-07-2026 15:30";"NS";"Tupan";"";"";"Araioses";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Maranhense 2";"01-07-2026 15:30";"NS";"São Luís";"";"";"Bacabal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U20 B";"01-07-2026 20:00";"NS";"Goias U20";"";"";"CRB U20";"1.58";"4.60";"";"";"1 | 2";"75 | 67";"1";"85 | 68";"100";"";"3.6";"3";"2.5 | 2";"1 | 1.7";"58";"100";"71";"29";"3";"24.1";"9";"9.2";"2.2 | 2";"10";"70 | 46";"75 | 67";"";"1.2 | 1";"0.5 | 0.7";"1.9";"1.8";"0.5 | 1";"1.2 | 1";"";"75 | 67";"6.8 | 2";"4.8 | 5";"9.8";"66";"66"
"Brazil";"BRA";"Brasileiro U20 B";"01-07-2026 20:00";"NS";"Ceará U20";"";"";"Atletico Mineiro U20";"2.20";"2.75";"";"";"1 | 2";"100 | 50";"5";"88 | 51";"75";"";"3";"3";"2.6 | 1.5";"1 | 1";"52";"75";"65";"58";"3";"22.5";"8.5";"9.4";"3 | 1.5";"9";"70 | 70";"60 | 50";"";"1.4 | 0.5";"0.4 | 0.8";"1.5";"1.5";"0.6 | 0.2";"1.2 | 1";"";"100 | 50";"6.8 | 4.8";"2 | 5.2";"9.8";"68";"68"
"Ecuador";"ECU";"Liga Pro Serie B";"01-07-2026 15:00";"NS";"Vinotinto FC";"";"";"Gualaceo";"";"";"";"";"4 | 5";"67 | 17";"";"68 | 17";"76";"";"2.2";"2";"2 | 0.5";"0.6 | 1.2";"40";"60";"37";"93";"2";"19";"8.1";"9";"2 | 0.5";"9";"84 | 63";"57 | 67";"";"0.9 | 0.3";"0.3 | 0.7";"1";"1";"0.3 | 0.5";"1.1 | 0.2";"";"57 | 0";"4.7 | 4";"3.6 | 5.8";"8.8";"58";"52"
"Ethiopia";"ETH";"Premier League";"01-07-2026 09:00";"NS";"Dire Dawa Kenema";"";"";"Arba Minch Kenema";"";"";"";"";"18 | 20";"30 | 67";"";"24 | 44";"75";"";"1.8";"2";"0.7 | 1.3";"1 | 0.7";"35";"65";"30";"100";"1.8";"14.1";"5.2";"8.2";"0.9 | 2";"8";"70 | 80";"70 | 80";"";"0.3 | 0.7";"0.6 | 0.3";"0.9";"1";"0.4 | 0.4";"0.4 | 0.6";"";"20 | 60";"4.9 | 4.5";"3.3 | 3.8";"7.6";"65";"40"
"Ethiopia";"ETH";"Premier League";"01-07-2026 09:00";"NS";"Mekelle Kenema";"";"";"Negele Arsi Ketema";"";"";"";"";"19 | 2";"37 | 50";"";"20 | 31";"60";"";"1.6";"2";"0.6 | 0.9";"0.8 | 0.9";"45";"50";"25";"95";"1.8";"14";"4.8";"7.8";"1.1 | 1.5";"8";"77 | 74";"50 | 70";"";"0.2 | 0.3";"0.4 | 0.4";"1";"0.6";"0.4 | 0.5";"0.4 | 0.6";"";"20 | 30";"4.2 | 3.3";"4.7 | 3.3";"7.6";"55";"35"
"Ethiopia";"ETH";"Premier League";"01-07-2026 12:00";"NS";"Fasil Ketema";"";"";"Ethiopian Medhin";"";"";"";"";"6 | 15";"43 | 43";"";"27 | 27";"55";"";"1.6";"2";"0.8 | 0.8";"1 | 0.6";"35";"30";"15";"95";"1.8";"14.6";"5.3";"7.3";"1.3 | 1.3";"8";"70 | 84";"50 | 60";"";"0.3 | 0.3";"0.1 | 0.2";"1.2";"0.4";"0.9 | 0.4";"0.5 | 0.5";"";"40 | 20";"3.2 | 3.9";"3.6 | 3.9";"7.6";"50";"35"
"Finland";"FIN";"Finland Cup";"01-07-2026 13:00";"NS";"HJK";"";"";"Ilves";"1.66";"4.16";"1.11";"1.73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Kolmonen - Eastern Group";"01-07-2026 12:30";"NS";"IPS Edustus";"";"";"LAUTP";"";"";"";"";"2 | 6";"87 | 33";"";"75 | 34";"90";"";"3.1";"4";"2.2 | 1";"1.2 | 1.8";"42";"";"55";"68";"4";"";"";"";"2.6 | 1";"";"63 | 42";"40 | 50";"";"";"";"0.9";"1";"";"";"";"80 | 25";"";"";"10.6";"";""
"Finland";"FIN";"Kolmonen - Western Group";"01-07-2026 12:45";"NS";"JyTy Turku";"";"";"SalPa II";"3.30";"1.77";"";"";"12 | 6";"8 | 28";"2";"34 | 24";"62";"";"2.9";"4";"1 | 0.7";"2.8 | 1.3";"62";"48";"54";"54";"3.7";"23.4";"10.4";"9.9";"0.2 | 0.8";"10";"7 | 60";"75 | 50";"";"1 | 0";"1.5 | 0.2";"1.4";"1.4";"1.2 | 1.4";"0 | 0.8";"";"0 | 17";"4.5 | 4";"5.5 | 5.8";"10";"88";"68"
"Finland";"FIN";"Kolmonen - Western Group";"01-07-2026 13:00";"NS";"SIF";"";"";"KPV Akatemia";"";"";"";"";"8 | 10";"33 | 0";"";"41 | 41";"90";"";"4";"4";"1.2 | 1.2";"1.6 | 4";"70";"90";"80";"42";"3.7";"17.8";"9.6";"8.9";"1 | 0";"9";"49 | 2";"60 | 50";"";"0.8 | 0.8";"0.4 | 1.8";"2.2";"1.8";"1.2 | 2.2";"0.4 | 0.5";"";"20 | 0";"5 | 4";"2.8 | 6";"10";"64";"36"
"Finland";"FIN";"Kolmonen - Southern Group";"01-07-2026 13:00";"NS";"Gilla";"";"";"HooGee";"1.53";"4.00";"";"";"9 | 10";"39 | 17";"1";"75 | 34";"100";"";"3.9";"5";"2.2 | 1";"1.7 | 3";"84";"92";"83";"50";"4.1";"20.4";"9.9";"10";"1.2 | 0.5";"10";"46 | 0";"50 | 50";"";"1 | 0.2";"0.8 | 1.3";"2.2";"1.6";"0.8 | 1.7";"1.2 | 0.8";"";"33 | 17";"5.2 | 4.7";"5 | 5";"9.8";"84";"74"
"Finland";"FIN";"Kolmonen - Southern Group";"01-07-2026 14:45";"NS";"MPS";"";"";"EIF Akademi";"12.00";"1.10";"";"";"7 | 1";"25 | 83";"4";"17 | 100";"88";"";"3.8";"4";"0.5 | 4";"1.2 | 1.8";"50";"100";"50";"50";"4.1";"20.3";"8.8";"8.8";"0.8 | 2.5";"8";"63 | 42";"75 | 33";"";"0.2 | 1.7";"1 | 1";"1.8";"2";"0.2 | 0.8";"0.2 | 2.3";"";"25 | 83";"3.3 | 6.8";"4.3 | 3.2";"9.8";"58";"50"
"Georgia";"GEO";"Super Cup";"01-07-2026 13:00";"NS";"Dila";"";"";"Dinamo Tbilisi";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Georgia";"GEO";"Super Cup";"01-07-2026 13:00";"NS";"FC Iberia 1999";"";"";"Torpedo Kutaisi";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Iceland";"ISL";"2. Deild";"01-07-2026 16:15";"NS";"Haukar";"";"";"Kári";"1.37";"5.40";"1.05";"";"1 | 3";"87 | 53";"1";"100 | 95";"90";"";"4.7";"5";"3 | 2.8";"1.2 | 2.4";"90";"80";"90";"10";"4";"26";"12.3";"13.2";"2.6 | 1.6";"12";"63 | 21";"40 | 40";"";"0.4 | 0.8";"0.8 | 0.8";"3.3";"1.4";"0.4 | 1.6";"2.6 | 2";"";"80 | 40";"9.4 | 7.5";"3.2 | 6.2";"11.7";"100";"100"
"Iceland";"ISL";"4. Deild";"01-07-2026 16:15";"NS";"Elliði";"";"";"Álftanes";"3.05";"1.87";"";"";"6 | 1";"33 | 100";"2";"100 | 78";"100";"";"4.8";"5";"3.3 | 2.3";"3 | 1";"84";"100";"84";"50";"5.1";"22.4";"10.4";"13.2";"1 | 3";"13";"0 | 70";"67 | 33";"";"2.3 | 1.3";"2 | 0.3";"1.8";"3";"1 | 0.7";"1 | 1";"";"33 | 100";"9 | 7.7";"6 | 3.7";"12.6";"100";"100"
"Iceland";"ISL";"U19 League";"01-07-2026 14:00";"NS";"Thór / THK / V / M U19";"";"";"FH / ÍH U19";"";"";"";"";"1 | 2";"71 | 50";"";"88 | 75";"100";"";"4.2";"5";"2.6 | 2.2";"1.1 | 2.5";"69";"100";"93";"45";"5.1";"";"";"";"2.1 | 1.5";"";"66 | 18";"43 | 33";"";"1.7 | 1";"0.3 | 4";"0.6";"1.3";"2.7 | 3.5";"4 | 5.5";"";"71 | 50";"";"";"11.9";"";""
"Iceland";"ISL";"U19 League B";"01-07-2026 16:30";"NS";"KR / KV U19";"";"";"ÍR / Léttir U19";"";"";"";"";"1 | 2";"67 | 40";"";"100 | 100";"100";"";"8.4";"7";"4 | 4.2";"4.7 | 4";"100";"";"100";"0";"5.8";"";"";"";"2 | 1.2";"";"2 | 2";"67 | 40";"";"";"";"0.2";"0.8";"";"";"";"67 | 40";"";"";"11.7";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 11:30";"NS";"OshMU-Aldier";"";"";"FTs Bishkek";"";"";"";"";"7 | 10";"39 | 33";"";"51 | 41";"90";"";"3.2";"3";"1.5 | 1.2";"2.2 | 1.6";"72";"82";"54";"64";"2.8";"";"";"";"1.2 | 1";"";"28 | 49";"33 | 40";"";"0.5 | 0.4";"1.5 | 0.4";"1.8";"1.4";"0.7 | 1.2";"1 | 0.8";"";"33 | 20";"";"";"9.5";"";""
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 21:00";"NS";"Dordoi Bishkek";"";"";"Kara-Balta";"";"";"";"";"9 | 16";"27 | 7";"";"34 | 27";"90";"";"3.2";"3";"1 | 0.8";"1.6 | 3";"50";"70";"40";"70";"2.8";"9.5";"4";"9.8";"0.8 | 0.2";"10";"49 | 0";"40 | 40";"";"0.6 | 0.4";"0.2 | 1.4";"1.9";"1.3";"1.4 | 1.6";"0.4 | 0.4";"";"20 | 0";"3.8 | 4.5";"4.4 | 7";"9.5";"55";"45"
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 21:00";"NS";"Toktogul";"";"";"Bishkek City";"";"";"";"";"13 | 8";"25 | 39";"";"41 | 41";"92";"";"3.1";"3";"1.2 | 1.2";"2.2 | 1.5";"71";"75";"75";"71";"2.8";"";"";"";"0.8 | 1.2";"";"28 | 52";"25 | 50";"";"0 | 0.3";"1.5 | 0.2";"2.1";"1";"0.8 | 1.3";"1.2 | 0.8";"";"25 | 33";"";"";"9.5";"";""
"Lithuania";"LTU";"1. Lyga";"01-07-2026 12:00";"NS";"FA Šiauliai II";"";"";"Tauras";"7.33";"1.32";"1.07";"2.04";"16 | 6";"29 | 33";"2";"37 | 34";"64";"";"2.6";"3";"1.1 | 1";"1.6 | 1.4";"57";"64";"57";"64";"2.9";"16.8";"7.6";"11";"0.9 | 1";"10";"49 | 56";"57 | 57";"";"0.6 | 0.1";"0.9 | 0.4";"1.6";"1";"0.7 | 1";"0.6 | 0.9";"";"14 | 29";"3.9 | 7";"7.1 | 3.9";"10.2";"86";"86"
"Lithuania";"LTU";"1. Lyga";"01-07-2026 13:00";"NS";"Atmosfera";"";"";"Be1 NFA";"2.52";"2.44";"1.18";"1.45";"8 | 3";"33 | 58";"5";"34 | 51";"75";"";"2.4";"2";"1 | 1.5";"1.4 | 0.9";"50";"56";"44";"82";"2.9";"17.9";"7.6";"10.2";"1 | 1.8";"10";"56 | 74";"38 | 50";"";"0.4 | 0.6";"0.2 | 0.4";"1.6";"0.8";"1.1 | 0.5";"0.6 | 0.9";"";"25 | 50";"7 | 6.2";"3.1 | 4.1";"10.2";"75";"68"
"Latvia";"LVA";"Virsliga";"01-07-2026 12:00";"NS";"Tukums";"";"";"Super Nova";"2.15";"3.01";"1.28";"1.29";"8 | 7";"43 | 53";"5";"71 | 31";"80";"";"2.7";"3";"2.1 | 0.9";"1.4 | 1";"60";"60";"55";"80";"3";"24";"8";"8.8";"1.3 | 1.6";"10";"56 | 70";"40 | 60";"";"0.9 | 0.5";"0.7 | 0.5";"1.4";"1.3";"0.7 | 0.5";"1.2 | 0.4";"";"30 | 50";"3.4 | 3.6";"5.4 | 5.2";"9.6";"60";"50"
"Mongolia";"MNG";"Premier League";"01-07-2026 05:00";"NS";"Khovd Western";"";"";"Ulaangom City";"";"";"";"";"6 | 9";"48 | 30";"";"78 | 65";"100";"";"5.8";"5";"2.3 | 1.9";"2 | 5.4";"58";"94";"89";"28";"5.1";"24";"12.4";"10.5";"1.4 | 0.9";"10";"35 | 2";"44 | 50";"";"0.7 | 1.2";"1.3 | 2.4";"3";"2.8";"0.7 | 3";"1.7 | 0.7";"";"44 | 30";"3.2 | 3.8";"7.1 | 6.8";"10.5";"71";"71"
"Mongolia";"MNG";"Premier League";"01-07-2026 08:00";"NS";"Khovd";"";"";"Khoromkhon Club";"3.17";"1.77";"";"2.70";"7 | 8";"30 | 11";"2";"68 | 61";"100";"";"7";"6";"2 | 1.8";"4 | 6.1";"43";"90";"90";"16";"5.1";"29";"14.3";"9.4";"0.9 | 0.3";"10";"2 | 2";"70 | 56";"";"0.8 | 1";"1 | 3.5";"3.9";"2.9";"3 | 3.4";"1.2 | 1";"";"30 | 11";"4.1 | 4.4";"5 | 5.4";"10.5";"62";"44"
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:00";"NS";"Songo";"";"";"AD Pemba";"";"";"";"";"4 | 11";"67 | 27";"";"51 | 14";"70";"";"1.7";"2";"1.5 | 0.4";"0.5 | 1";"35";"45";"10";"100";"1.7";"";"";"";"2 | 0.8";"";"88 | 70";"100 | 40";"";"0.5 | 0";"0 | 0.4";"1.2";"0.4";"0.5 | 0.6";"1 | 0.4";"";"50 | 20";"";"";"9.5";"";""
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:45";"NS";"Ferroviario Beira";"";"";"Ferroviário Nacala";"";"";"";"";"1 | 5";"60 | 56";"";"48 | 44";"64";"";"2";"2";"1.4 | 1.3";"0.6 | 0.7";"54";"46";"46";"74";"1.7";"";"";"";"1.8 | 1.7";"";"84 | 80";"60 | 67";"";"0.8 | 0.7";"0 | 0";"1.2";"0.8";"0.6 | 0.7";"0.6 | 0.7";"";"40 | 33";"";"";"9.5";"";""
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:45";"NS";"Chingale de Tete";"";"";"Baía de Pemba";"";"";"";"";"13 | 14";"17 | 8";"";"0 | 17";"38";"";"1.4";"2";"0 | 0.5";"1 | 1.2";"25";"38";"25";"100";"1.7";"";"";"";"0.5 | 0.2";"";"70 | 63";"50 | 50";"";"0 | 0";"0.5 | 0.5";"0.8";"0.5";"0.5 | 0.8";"0 | 0.5";"";"0 | 0";"";"";"9.5";"";""
"New Zealand";"NZL";"National League";"01-07-2026 04:30";"NS";"Auckland City";"";"";"Auckland II";"1.52";"4.92";"";"";"1 | 2";"67 | 28";"1";"71 | 51";"81";"";"3.2";"3";"2.1 | 1.5";"0.8 | 2";"60";"88";"58";"64";"3.4";"22.2";"10.4";"10.4";"2 | 0.8";"10";"77 | 35";"50 | 33";"";"1 | 0.8";"0.4 | 0.8";"1.6";"1.5";"0.4 | 1.2";"1.1 | 0.7";"";"62 | 17";"6.4 | 4.5";"3.2 | 6.7";"10.6";"66";"58"
"Russia";"RUS";"FNL 2 - Group 3";"01-07-2026 10:00";"NS";"Zenit Penza";"";"";"Salyut Belgorod";"4.65";"1.73";"1.22";"1.33";"12 | 6";"42 | 46";"2";"51 | 41";"68";"";"2.6";"3";"1.5 | 1.2";"1.5 | 0.9";"56";"68";"50";"69";"2.9";"11.6";"4.1";"10.4";"1.2 | 1.4";"10";"52 | 74";"62 | 38";"";"0.5 | 0.4";"0.5 | 0.4";"1.7";"0.9";"1 | 0.5";"1 | 0.9";"";"38 | 38";"7 | 4.6";"5.5 | 3.7";"9.4";"86";"72"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 07:00";"NS";"Krylya Sovetov Samara II";"";"";"Chelyabinsk II";"";"";"";"";"4 | 10";"67 | 22";"";"61 | 24";"71";"";"2.8";"3";"1.8 | 0.7";"1 | 2";"42";"79";"58";"71";"3.1";"14";"4";"7.7";"2 | 0.7";"8";"70 | 35";"50 | 67";"";"0.8 | 0.3";"0.6 | 0.8";"1.4";"1.3";"0.4 | 1.2";"1 | 0.3";"";"62 | 17";"3.6 | 2.7";"4.5 | 4.7";"8.5";"50";"36"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 08:30";"NS";"Dinamo Barnaul";"";"";"Orenburg II";"";"";"";"";"11 | 5";"33 | 33";"";"34 | 31";"77";"";"2.4";"2";"1 | 0.9";"1.2 | 1.9";"46";"62";"37";"70";"3.1";"16.8";"5.9";"9.5";"1 | 1";"9";"63 | 38";"17 | 57";"";"0.5 | 0.3";"0.8 | 0.9";"1.2";"1.2";"0.3 | 1";"0.5 | 0.6";"";"17 | 14";"5 | 4.7";"3.3 | 6";"8.5";"84";"38"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 09:00";"NS";"KDV";"";"";"Akron II";"";"";"";"";"3 | 6";"89 | 19";"";"92 | 44";"84";"";"3.4";"3";"2.7 | 1.3";"0.8 | 2";"76";"100";"76";"46";"3.1";"13.8";"4.4";"7.8";"2.7 | 0.6";"8";"77 | 35";"50 | 57";"";"1.2 | 0.7";"0.3 | 1";"1.8";"1.6";"0.5 | 1";"1.5 | 0.6";"";"83 | 14";"5.6 | 4.3";"3.2 | 2.4";"8.5";"47";"40"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 10:00";"NS";"Rubin Kazan' II";"";"";"Nosta";"";"";"";"";"9 | 12";"44 | 19";"";"44 | 34";"92";"";"3.2";"3";"1.3 | 1";"1.2 | 3";"54";"84";"60";"63";"3.1";"13.2";"5.6";"7.3";"1.3 | 0.6";"8";"63 | 0";"50 | 57";"";"0.7 | 0.7";"0.7 | 1.6";"1.4";"1.8";"0.5 | 1.4";"0.7 | 0.3";"";"33 | 14";"3 | 3.6";"3 | 5";"8.5";"52";"36"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 11:00";"NS";"Zenit Izhevsk";"";"";"Pobeda Nizhny Novgorod";"";"";"";"";"8 | 2";"56 | 67";"";"44 | 75";"92";"";"3";"3";"1.3 | 2.2";"1.2 | 1.3";"42";"92";"50";"75";"3.1";"13.6";"4.2";"7.4";"1.7 | 2";"8";"63 | 60";"50 | 33";"";"0.3 | 1.2";"0.7 | 0.8";"1.5";"1.5";"0.5 | 0.5";"1 | 1";"";"50 | 67";"4.2 | 5";"2.3 | 3.3";"8.5";"50";"25"
"Russia";"RUS";"FNL 2 - Group 4";"01-07-2026 12:00";"NS";"Khimik Dzerzhinsk";"";"";"Ural 2";"";"";"";"";"1 | 7";"76 | 44";"";"88 | 51";"100";"";"3.4";"3";"2.6 | 1.5";"1 | 1.7";"69";"92";"60";"46";"3.1";"11.6";"4.6";"8.4";"2.3 | 1.3";"9";"70 | 46";"57 | 50";"";"1.1 | 0.7";"0.3 | 1.2";"1.7";"1.6";"0.7 | 0.5";"1.4 | 0.8";"";"71 | 33";"4.4 | 3.3";"3.3 | 5.7";"8.5";"62";"46"
"Sweden";"SWE";"Ettan: South";"01-07-2026 14:00";"NS";"Eskilsminne";"";"";"Kristianstad";"1.92";"3.25";"1.16";"1.49";"10 | 13";"52 | 38";"1";"58 | 34";"86";"";"3";"3";"1.7 | 1";"1.7 | 1.6";"50";"86";"57";"64";"3.1";"16.8";"8.4";"9.8";"1.6 | 1.1";"10";"46 | 49";"57 | 57";"";"0.7 | 0.4";"0.7 | 0.4";"1.8";"1.2";"1 | 1.1";"1 | 0.6";"";"43 | 29";"3.9 | 4.9";"5.3 | 5.7";"9.8";"71";"57"
"Sweden";"SWE";"Division 2: Norra Gotaland";"01-07-2026 14:30";"NS";"Husqvarna";"";"";"Lidköping";"1.23";"9.16";"1.07";"1.87";"1 | 11";"90 | 42";"3";"92 | 41";"88";"";"3.6";"3";"2.7 | 1.2";"0.9 | 2.2";"74";"66";"80";"40";"3.3";"18.8";"8.4";"10.4";"2.7 | 1.2";"10";"74 | 28";"71 | 50";"";"0.9 | 0.5";"0.4 | 1";"2.2";"1.4";"0.4 | 1.2";"1.9 | 0.8";"";"86 | 38";"7.7 | 3.8";"3.3 | 6";"9.8";"69";"69"
"United States";"USA";"USL League Two";"01-07-2026 17:00";"NS";"Project 51O";"";"";"San Francisco City";"2.06";"2.78";"1.12";"1.59";"2 | 1";"58 | 83";"5";"41 | 100";"79";"";"3.2";"4";"1.2 | 3.2";"0.8 | 1.2";"50";"58";"46";"66";"3.6";"";"";"";"1.8 | 2.5";"";"77 | 63";"75 | 67";"";"0.5 | 1.8";"0.2 | 0.7";"1.5";"1.6";"0.5 | 0.5";"0.8 | 1.3";"";"50 | 83";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 18:00";"NS";"New England SC";"";"";"Vermont Green";"4.38";"1.60";"";"";"2 | 1";"100 | 100";"2";"85 | 100";"100";"";"3.8";"4";"2.5 | 3.2";"1 | 0.8";"90";"78";"90";"58";"3.6";"25.8";"12.8";"10.8";"3 | 3";"10";"70 | 77";"25 | 60";"";"1.2 | 1.6";"0.8 | 0.4";"1.8";"2";"0.2 | 0.4";"1.2 | 1.6";"";"100 | 100";"6 | 11";"1.8 | 2.7";"8.7";"75";"75"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Louisville City II";"";"";"Northern Indiana";"";"";"";"";"2 | 3";"67 | 25";"";"68 | 51";"78";"";"3.3";"3";"2 | 1.5";"0.6 | 2.5";"48";"68";"48";"52";"3.6";"";"";"";"2 | 0.8";"";"84 | 18";"20 | 75";"";"1 | 0.8";"0.4 | 1.2";"1.6";"1.7";"0.2 | 1.2";"1 | 0.8";"";"60 | 25";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Steel City";"";"";"Cleveland Force";"";"";"";"";"2 | 5";"73 | 40";"";"54 | 75";"70";"";"3.3";"3";"1.6 | 2.2";"0 | 2.8";"40";"60";"70";"40";"3.6";"";"";"";"2.2 | 1.2";"";"100 | 7";"40 | 80";"";"1.2 | 0.6";"0 | 1";"1.9";"1.4";"0 | 1.8";"0.4 | 1.6";"";"60 | 40";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Kings Hammer Columbus";"";"";"West Virginia Chaos";"";"";"";"";"5 | 1";"67 | 83";"";"92 | 75";"100";"";"3.8";"4";"2.7 | 2.2";"1.3 | 1.2";"88";"88";"75";"54";"3.6";"";"";"";"2 | 2.5";"";"60 | 63";"67 | 25";"";"1.3 | 1.2";"1 | 1";"1.4";"2.2";"0.3 | 0.2";"1.3 | 1";"";"67 | 75";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"North Carolina II";"";"";"Tobacco Road";"";"";"";"";"6 | 9";"33 | 47";"";"41 | 100";"88";"";"4.2";"4";"1.2 | 3";"1.5 | 2.6";"78";"88";"75";"25";"3.6";"24.4";"11.5";"9.2";"1 | 1.4";"9";"52 | 14";"50 | 40";"";"0.5 | 1.4";"0.5 | 1.4";"2.3";"1.9";"1 | 1.2";"0.8 | 1.6";"";"25 | 40";"4.5 | 3";"5.5 | 5.3";"8.7";"84";"58"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Real Central New Jersey";"";"";"Delaware FC";"2.30";"2.37";"";"";"3 | 5";"60 | 47";"5";"75 | 75";"90";"";"4";"4";"2.2 | 2.2";"1.8 | 1.8";"80";"90";"80";"40";"3.6";"24.5";"13.2";"12.2";"1.8 | 1.4";"11";"42 | 42";"60 | 60";"";"1.4 | 0.8";"0.8 | 0.8";"2.1";"1.9";"1 | 1";"0.8 | 1.4";"";"60 | 40";"5 | 4";"7 | 8.3";"8.7";"100";"100"
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Staten Island Athletic";"";"";"New Jersey Copa";"2.16";"2.72";"1.11";"1.62";"9 | 7";"8 | 25";"5";"41 | 41";"100";"";"4.4";"4";"1.2 | 1.2";"3.5 | 2.8";"62";"88";"88";"25";"3.6";"";"";"";"0.2 | 0.8";"";"2 | 7";"50 | 50";"";"0.2 | 0.8";"1.8 | 1.2";"2.4";"2";"1.8 | 1.5";"1 | 0.5";"";"0 | 25";"";"";"8.7";"";""
"United States";"USA";"USL League Two";"01-07-2026 19:00";"NS";"Weston";"";"";"Brevard Fire";"1.82";"3.43";"";"";"4 | 5";"33 | 40";"1";"41 | 75";"88";"";"3.7";"4";"1.2 | 2.2";"1.5 | 2.4";"65";"78";"65";"35";"3.6";"22.1";"10.6";"7.5";"1 | 1.2";"8";"52 | 21";"50 | 80";"";"0.5 | 0.2";"0.5 | 1.6";"2.3";"1.4";"1 | 0.8";"0.8 | 2";"";"25 | 40";"3.2 | 3.8";"3.8 | 4.2";"8.7";"50";"25"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"Port City";"";"";"Salem City";"";"";"";"";"11 | 8";"17 | 56";"";"41 | 78";"92";"";"4";"4";"1.2 | 2.3";"2.5 | 2";"75";"84";"92";"42";"3.6";"";"";"";"0.5 | 1.7";"";"18 | 35";"33 | 33";"";"0.3 | 0.7";"1 | 1.2";"2.4";"1.6";"1.5 | 0.8";"0.8 | 1.7";"";"17 | 50";"";"";"8.7";"";""
