"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Chile";"CHI";"Chilean Cup";"01-07-2026 21:30";"NS";"Universidad Chile";"";"";"Unión La Calera";"";"";"66 | 60";"75 | 51";"";"61 | 48";"1.8 | 1.3";"66 | 48";"5.6 | 5.5";"10";"40 | 30";"30";"50 | 30";"30 | 40";"20 | 30";"60 | 43";"80 | 70";"70 | 60";"50 | 70";"2x2 | 0x0";"24.2";"2.2 | 1.5";"1.1 | 1.3";"3";"57 | 42";"";"10 | 10";"15.1 | 10.1";"10.3 | 12.8";"8.4";"3.6 | 3.9";"5.4 | 4";"2.8 | 2.2";"2.6 | 2.8";"5.2";"4.5"
"Europe";"EUR";"Euro U19";"01-07-2026 14:00";"NS";"Denmark U19";"";"";"Spain U19";"5.35";"1.47";"56 | 88";"92 | 95";"2";"58 | 69";"1.6 | 2.5";"71 | 69";"5.4 | 5.8";"5";"0 | 40";"60";"50 | 80";"10 | 10";"40 | 10";"53 | 83";"60 | 90";"90 | 90";"50 | 20";"0x0 | 0x4";"23";"2.7 | 2.8";"1.4 | 0.5";"3.7";"55 | 59";"3 | 1";"10 | 10";"14.6 | 16.3";"8 | 7.1";"9.9";"3 | 2.2";"6.4 | 8.2";"1.6 | 2.1";"3 | 2.5";"4.6";""
"Europe";"EUR";"Euro U19";"01-07-2026 16:00";"NS";"Wales U19";"";"";"Germany U19";"22.90";"1.07";"21 | 60";"41 | 95";"4";"35 | 59";"0.9 | 2.1";"25 | 60";"7.2 | 5.3";"";"";"";"30 | 60";"0 | 30";"70 | 10";"30 | 70";"30 | 90";"100 | 70";"70 | 40";"0x7 | 1x2";"22.8";"1.2 | 2.8";"2.4 | 1.3";"3.8";"51 | 54";"4 | 2";"10 | 10";"8.4 | 14.8";"12.2 | 10";"10";"5.4 | 4";"4.6 | 5.9";"1.4 | 2";"0.7 | 1.7";"2.9";""
"South Korea";"KOR";"WK-League";"01-07-2026 07:00";"NS";"Changnyeong W";"";"";"Boeun Sangmu W";"3.36";"2.03";"25 | 46";"41 | 34";"5";"42 | 46";"0.7 | 0.8";"50 | 50";"6.1 | 11.8";"10";"30 | 60";"10";"20 | 20";"10 | 20";"70 | 60";"23 | 27";"30 | 40";"90 | 80";"80 | 80";"1x3 | 1x1";"22.2";"1.2 | 1";"2.3 | 1.7";"3.1";"47 | 48";"8 | 5";"10 | 10";"7.3 | 11.8";"12 | 13.2";"9.7";"4.7 | 5.2";"3.9 | 5.5";"1.3 | 0.8";"0.6 | 0.8";"1.7";"2.5"
"South Korea";"KOR";"WK-League";"01-07-2026 07:00";"NS";"Seoul W";"";"";"Suwon FMC W";"4.01";"1.74";"49 | 70";"37 | 99";"2";"46 | 66";"1.5 | 2.1";"50 | 75";"7 | 5";"10";"30 | 50";"20";"50 | 70";"0 | 0";"50 | 30";"50 | 70";"50 | 70";"100 | 100";"50 | 30";"2x1 | 2x1";"19.6";"1.1 | 2.9";"1.6 | 1";"3.3";"51 | 55";"7 | 1";"10 | 10";"7.7 | 15.3";"10.4 | 5.9";"9.2";"5.4 | 2.9";"4 | 6.1";"0.7 | 1.3";"1.6 | 1.7";"2.6";"2.5"
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 13:00";"NS";"3 de Febrero FBC";"";"";"Cristóbal Colón";"";"";"2 | 10";"0 | 48";"";"";"0 | 0.9";"";"";"";"";"";"0 | 20";"0 | 30";"100 | 50";"0 | 30";"0 | 50";"100 | 70";"100 | 80";"0x3 | 1x1";"";"0 | 1.4";"4.5 | 2.7";"4.3";"";"";"2 | 10";"";"";"";"";"";"";"";"";"5.2"
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 15:30";"NS";"Deportivo Obrero";"";"";"Deportivo Ñepytyvo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Paraguay";"PAR";"Copa Paraguay";"01-07-2026 18:00";"NS";"Sport Colombia";"";"";"Pilcomayo";"";"";"32 | 0";"37 | 34";"";"";"1 | 0.3";"";"";"";"";"";"30 | 0";"10 | 33";"60 | 67";"33 | 11";"40 | 33";"90 | 67";"70 | 100";"1x3 | 2x2";"";"1.1 | 1";"2.1 | 3";"3.6";"";"";"10 | 3";"";"";"";"";"";"2 | 1";"0.5 | 2.5";"3";"5.2"
"Argentina";"ARG";"Copa Santa Fe";"01-07-2026 21:00";"NS";"Gödeken";"";"";"Los Andes Alcorta";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" | ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Argentina";"ARG";"Copa Santa Fe";"01-07-2026 21:00";"NS";"Timbuense";"";"";"Sportivo Las Parejas";"";"";"70 | 80";"51 | 24";"";"";"2 | 1.6";"";"";"";"";"";"50 | 40";"50 | 40";"0 | 20";"67 | 53";"100 | 80";"50 | 60";"50 | 60";"1x1 | 0x1";"";"1.5 | 0.7";"1 | 0.7";"2";"";"";"2 | 10";"";"";"";"";"";"";"";"";"5.5"
"Australia";"AUS";"Queensland Premier League 3 Metro";"01-07-2026 07:30";"NS";"Mt Gravatt Hawks";"";"";"Springfield United";"2.19";"2.45";"21 | 38";"44 | 68";"5";"48 | 52";"0.9 | 1.5";"54 | 60";"9.8 | 6.5";"4";"75 | 0";"25";"20 | 40";"30 | 30";"50 | 30";"30 | 50";"50 | 70";"70 | 70";"80 | 60";"1x2 | 2x2";"24.7";"1.3 | 2";"2.4 | 1.9";"3.8";"47 | 49";"10 | 5";"10 | 10";"12.7 | 13";"12.4 | 11.3";"13.2";"7 | 6.7";"5.4 | 7.3";"2.9 | 1.3";"1.7 | 1.5";"3.7";"3.7"
"Australia";"AUS";"Capital Territory";"01-07-2026 06:30";"POSTPONED";"Monaro Panthers";"";"";"Queanbeyan City";"1.37";"5.77";"38 | 63";"92 | 71";"1";"55 | 56";"1.8 | 2.2";"59 | 53";"4.7 | 6.4";"4";"50 | 50";"0";"60 | 70";"0 | 10";"40 | 20";"60 | 73";"60 | 80";"100 | 90";"40 | 30";"1x3 | 1x2";"22";"2.7 | 2.1";"1.9 | 1.2";"4";"51 | 54";"";"10 | 10";"12.8 | 13.5";"9.9 | 7.9";"10.8";"4.9 | 3.6";"6.3 | 6.9";"2.2 | 2.1";"1.2 | 1.8";"3.6";"3.7"
"Australia";"AUS";"Northern Nsw";"01-07-2026 07:00";"NS";"Newcastle Olympic";"";"";"Charlestown Azzurri";"2.31";"2.46";"42 | 25";"51 | 48";"5";"46 | 52";"0.7 | 0.8";"56 | 66";"7.1 | 10.6";"10";"40 | 50";"10";"10 | 20";"40 | 20";"50 | 60";"23 | 27";"50 | 40";"60 | 80";"90 | 80";"0x2 | 3x1";"27.5";"1.5 | 1.4";"1.8 | 2.3";"3.5";"48 | 55";"10 | 11";"10 | 10";"10.7 | 14.9";"14.9 | 14.5";"13.7";"5.5 | 9";"4.7 | 8.2";"1.8 | 2.4";"1.2 | 2";"3.7";"3.1"
"Australia";"AUS";"Brisbane Reserves Premier League";"01-07-2026 05:30";"NS";"Mt Gravatt U23";"";"";"Springfield United U23";"";"";"2 | 2";"48 | 61";"";"";"0.5 | 0.9";"";"";"4";"75 | 25";"0";"10 | 30";"20 | 0";"70 | 70";"17 | 30";"30 | 30";"80 | 100";"90 | 70";"1x2 | 3x0";"";"1.4 | 1.8";"3.5 | 3.2";"5";"";"11 | 10";"10 | 10";"";"";"";"";"";"";"";"";"0"
"Australia";"AUS";"Queensland Premier League 2";"01-07-2026 07:30";"POSTPONED";"Brisbane Knights";"";"";"Souths United";"4.56";"1.48";"0 | 42";"54 | 58";"2";"38 | 49";"0.6 | 1.5";"45 | 58";"6.9 | 7.5";"";"";"";"20 | 50";"0 | 0";"80 | 50";"20 | 50";"20 | 50";"100 | 100";"80 | 50";"1x2 | 1x0";"29.2";"1.6 | 1.7";"3 | 1.8";"4";"44 | 53";"11 | 6";"10 | 10";"11.1 | 12.8";"21.6 | 12.9";"16.6";"12.9 | 6.9";"6.2 | 7.1";"1.6 | 1.1";"1 | 1.6";"2.7";"3.3"
"Australia";"AUS";"South Australia State League 1 Reserves";"01-07-2026 06:30";"POSTPONED";"Adelaide Raiders Res.";"";"";"South Adelaide Res.";"2.07";"2.71";"38 | 49";"68 | 51";"5";"53 | 51";"1.3 | 1.1";"62 | 52";"5.2 | 9.9";"5";"80 | 20";"0";"40 | 30";"10 | 20";"50 | 50";"43 | 37";"50 | 50";"90 | 80";"60 | 70";"0x1 | 1x4";"24.9";"2 | 1.5";"1.9 | 1.6";"3.5";"51 | 50";"9 | 8";"10 | 10";"10.3 | 14.9";"10.4 | 14.2";"15.2";"6 | 8.4";"6.4 | 9.5";"2.1 | 1";"1.3 | 1.4";"2.9";"3.4"
"Australia";"AUS";"Capital Territory NPL Youth League";"01-07-2026 04:30";"NS";"Monaro Panthers U23";"";"";"Queanbeyan City U23";"2.02";"3.33";"52 | 56";"100 | 75";"5";"57 | 59";"2.1 | 1.6";"59 | 64";"5.3 | 7.7";"4";"50 | 25";"25";"70 | 50";"0 | 10";"30 | 40";"70 | 53";"70 | 60";"100 | 90";"30 | 50";"5x1 | 1x0";"29";"3.2 | 2.2";"1.5 | 1.4";"4.2";"55 | 54";"2 | 6";"10 | 10";"17 | 17";"10.7 | 13.2";"19.2";"7 | 8";"11.1 | 12.2";"1.6 | 1";"1.3 | 1.3";"2.6";"2.7"
"Australia";"AUS";"Queensland NPL Youth League";"01-07-2026 06:00";"NS";"Queensland U16";"";"";"Peninsula Power U23";"";"";"2 | 0";"54 | 61";"";"";"1 | 0.7";"";"";"3";"33 | 67";"0";"30 | 20";"10 | 10";"60 | 70";"33 | 23";"40 | 30";"90 | 90";"70 | 80";"1x2 | 1x0";"";"1.6 | 1.8";"3.1 | 3";"4.8";"";"11 | 10";"10 | 10";"";"";"";"";"";"";"";"";"2.9"
"Australia";"AUS";"Queensland NPL Youth League";"01-07-2026 06:30";"NS";"Rochedale Rovers U23";"";"";"Moreton City U23";"2.46";"2.23";"60 | 52";"92 | 82";"5";"55 | 65";"1.9 | 1.6";"76 | 76";"4.7 | 8.1";"3";"33 | 67";"0";"60 | 50";"10 | 10";"30 | 40";"63 | 53";"70 | 60";"90 | 90";"40 | 50";"2x0 | 2x1";"23.9";"2.7 | 2.4";"1.3 | 1.5";"4";"50 | 53";"2 | 5";"10 | 10";"12.6 | 19.5";"8.1 | 7.5";"12";"4.1 | 4";"5.6 | 10.1";"1.1 | 1.2";"0.6 | 1.5";"2.2";"2.9"
"Australia";"AUS";"Northern NSW Reserve League";"01-07-2026 05:00";"NS";"Newcastle Olympic Res.";"";"";"Charlestown Azzurri Res.";"1.26";"6.39";"63 | 49";"61 | 75";"3";"65 | 49";"1.4 | 1.4";"71 | 53";"11.4 | 6.9";"9";"100 | 0";"0";"40 | 40";"20 | 20";"40 | 40";"47 | 47";"60 | 60";"80 | 80";"60 | 60";"0x0 | 2x1";"28.7";"1.8 | 2.2";"1.2 | 1.6";"3.4";"59 | 48";"1 | 8";"10 | 10";"20.5 | 15.2";"8.7 | 13";"18.2";"5.8 | 8";"13.3 | 9.2";"1.7 | 1.2";"1.2 | 1";"2.5";"2.6"
"Australia";"AUS";"New South Wales Waratah Cup";"01-07-2026 06:00";"NS";"Sydney United 58 FC";"";"";"APIA Leichhardt Tigers";"";"";"66 | 70";"68 | 61";"";"57 | 55";"1.9 | 2.2";"54 | 61";"6.2 | 6.3";"10";"40 | 40";"20";"60 | 70";"10 | 10";"30 | 20";"63 | 73";"70 | 80";"90 | 90";"40 | 30";"0x1 | 1x2";"20.6";"2 | 1.8";"1.1 | 1";"3";"53 | 53";"";"10 | 10";"12.3 | 11.3";"8.9 | 8.8";"9.4";"3.6 | 4.8";"4.6 | 6";"1.6 | 1.4";"2.1 | 1.8";"3.4";"0"
"Bhutan";"BHU";"Bhutan Premier League";"01-07-2026 09:00";"NS";"BFF Academy U20";"";"";"RTC";"";"";"32 | 56";"71 | 75";"";"";"1.4 | 1.2";"";"7.4 | 7";"2";"0 | 50";"50";"40 | 30";"20 | 30";"40 | 40";"47 | 40";"60 | 60";"80 | 70";"60 | 70";"1x1 | 1x1";"34.7";"2.1 | 2.2";"2.1 | 1.4";"3.9";"48 | 52";"3 | 8";"10 | 10";"15.5 | 15.5";"22 | 16.4";"10.8";"7.5 | 3.6";"7 | 3.6";"";"";"";"3.4"
"Belarus";"BLR";"Vysshaya Liga";"01-07-2026 14:30";"NS";"Slavia";"";"";"ML Vitebsk";"5.09";"1.70";"70 | 63";"24 | 68";"2";"54 | 58";"1.1 | 1.8";"40 | 59";"10.3 | 5.2";"4";"25 | 25";"50";"20 | 50";"50 | 30";"30 | 20";"37 | 60";"70 | 80";"50 | 70";"80 | 50";"1x1 | 1x2";"16.4";"0.7 | 2";"1 | 1.2";"2.4";"52 | 55";"10 | 2";"10 | 10";"7.2 | 11";"6.8 | 7.8";"6.3";"2.5 | 2.8";"2.8 | 4.6";"2.1 | 1.9";"2.1 | 1.8";"4";"3.5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 15:00";"NS";"Ipatinga";"";"";"Aymorés";"";"";"25 | 80";"14 | 34";"";"33 | 57";"0.7 | 1.2";"34 | 57";"16.8 | 9.6";"3";"0 | 33";"67";"20 | 30";"10 | 30";"70 | 40";"23 | 40";"30 | 60";"90 | 70";"80 | 70";"0x1 | 1x0";"21.4";"0.4 | 1";"2.3 | 0.7";"2.2";"43 | 50";"1 | 2";"10 | 10";"6.7 | 10.8";"14.3 | 10.9";"8.4";"7 | 3";"3.2 | 3.7";"2.2 | 2.8";"1.2 | 2";"4";"5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 15:00";"NS";"Coimbra";"";"";"Villa Nova";"";"";"74 | 52";"48 | 58";"";"65 | 53";"1.5 | 1.4";"70 | 51";"10.3 | 6.5";"2";"50 | 50";"0";"40 | 40";"30 | 20";"30 | 40";"50 | 47";"70 | 60";"70 | 80";"60 | 60";"0x0 | 0x1";"22.5";"1.4 | 1.7";"0.9 | 1.5";"2.8";"56 | 49";"1 | 2";"10 | 10";"14.4 | 12.6";"6.5 | 11.6";"9.6";"3.2 | 4.7";"5.1 | 6.1";"2.1 | 2.3";"2.9 | 1.9";"4.6";"5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:00";"NS";"Mamoré";"";"";"Guarani MG";"";"";"77 | 70";"17 | 31";"";"51 | 57";"0.9 | 1.2";"58 | 62";"24 | 15.3";"8";"25 | 50";"25";"20 | 30";"30 | 30";"50 | 40";"30 | 40";"50 | 60";"70 | 70";"80 | 70";"0x0 | 0x0";"25.4";"0.5 | 0.9";"0.8 | 1";"1.6";"54 | 57";"1 | 2";"10 | 10";"12 | 13.8";"14.5 | 10.5";"9.7";"5.3 | 4.8";"4.8 | 4.3";"2.5 | 2.7";"2.3 | 2.3";"4.9";"5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:00";"NS";"Caldense";"";"";"CAP Patrocinense";"";"";"77 | 70";"17 | 31";"";"45 | 48";"1 | 1";"46 | 60";"19 | 11.6";"10";"30 | 10";"60";"20 | 20";"40 | 40";"40 | 40";"33 | 33";"60 | 60";"60 | 60";"80 | 80";"0x0 | 1x1";"21";"0.5 | 0.9";"0.8 | 1";"1.6";"47 | 45";"1 | 2";"10 | 10";"9.5 | 10.4";"11.2 | 10.9";"8.9";"4.2 | 4.4";"3.6 | 5.5";"2.9 | 2.1";"4 | 1.9";"5.4";"5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 19:30";"NS";"Uberaba";"";"";"Boa";"";"";"74 | 88";"51 | 44";"";"50 | 52";"1.8 | 2";"54 | 62";"7.1 | 8.9";"6";"17 | 67";"17";"50 | 60";"30 | 20";"20 | 20";"60 | 67";"80 | 80";"70 | 80";"50 | 40";"2x0 | 0x0";"20.8";"1.5 | 1.3";"0.9 | 0.5";"2.1";"46 | 52";"1 | 2";"10 | 10";"10.7 | 11.6";"9.8 | 9.6";"8";"3.3 | 4.4";"4.2 | 4";"3.3 | 2";"3.3 | 2.4";"5.6";"5"
"Brazil";"BRA";"Mineiro 2";"01-07-2026 20:00";"NS";"Valeriodoce";"";"";"Democrata SL";"";"";"84 | 77";"34 | 48";"";"50 | 47";"1.8 | 1.8";"43 | 43";"10.5 | 7.1";"7";"57 | 14";"29";"40 | 50";"60 | 30";"0 | 20";"60 | 60";"100 | 80";"40 | 70";"60 | 50";"0x0 | 0x1";"19.3";"1 | 1.4";"0.6 | 0.8";"1.9";"53 | 51";"1 | 2";"10 | 10";"10.5 | 10";"8.2 | 9.9";"7.2";"2.7 | 4.1";"3.5 | 4.1";"2.9 | 2.4";"2.9 | 3";"5.6";"5"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Criciuma U20";"";"";"Gremio U20";"1.89";"3.30";"52 | 63";"41 | 37";"1";"53 | 56";"1.4 | 1.3";"57 | 64";"12.2 | 12";"";"";"";"40 | 40";"20 | 10";"40 | 50";"47 | 43";"60 | 50";"80 | 90";"60 | 60";"0x0 | 1x0";"23.7";"1.2 | 1.1";"1.5 | 1.2";"2.5";"50 | 56";"20 | 15";"10 | 10";"14.6 | 13.2";"10.7 | 9";"9";"3.7 | 4.4";"5.3 | 4.6";"1.9 | 2.3";"3 | 2.1";"4.6";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Botafogo U20";"";"";"Fluminense U20";"1.78";"3.75";"74 | 60";"82 | 71";"1";"44 | 55";"2.3 | 1.3";"55 | 57";"4.5 | 6.2";"10";"20 | 50";"30";"70 | 40";"20 | 10";"10 | 50";"77 | 43";"90 | 50";"80 | 90";"30 | 60";"1x1 | 2x0";"22.3";"2.4 | 2.1";"0.9 | 1.3";"3.4";"44 | 52";"3 | 14";"10 | 10";"10.8 | 13";"12.1 | 8.7";"9.6";"5.1 | 4";"4.8 | 5.4";"1.9 | 2.2";"2.3 | 3";"4.7";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Palmeiras U20";"";"";"Cuiabá U20";"1.23";"8.50";"84 | 63";"100 | 34";"3";"56 | 42";"2.6 | 1.1";"67 | 38";"4.5 | 9";"2";"50 | 0";"50";"80 | 30";"20 | 20";"0 | 50";"87 | 37";"100 | 50";"80 | 80";"20 | 70";"2x2 | 0x2";"22.2";"3.1 | 1";"0.6 | 1.2";"3";"52 | 48";"1 | 16";"10 | 10";"13.9 | 9";"8.6 | 12.8";"9.6";"2.5 | 5.2";"6.5 | 5";"3.6 | 1.6";"2.5 | 2";"4.8";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Santos U20";"";"";"Sao Paulo U20";"";"";"70 | 88";"51 | 48";"";"57 | 60";"1.8 | 2";"65 | 63";"10.8 | 9.5";"8";"25 | 50";"25";"50 | 60";"30 | 20";"20 | 20";"60 | 67";"80 | 80";"70 | 80";"50 | 40";"2x1 | 0x1";"24.7";"1.5 | 1.4";"1 | 0.5";"2.2";"58 | 62";"5 | 12";"10 | 10";"16.2 | 14.1";"9.9 | 9.2";"8.5";"3.2 | 3.3";"5.5 | 5";"3.1 | 2.9";"3.2 | 3.3";"6.2";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"América Mineiro U20";"";"";"Bragantino U20";"2.80";"2.15";"32 | 56";"61 | 85";"5";"47 | 60";"1.4 | 2.5";"51 | 73";"6.9 | 6.8";"4";"75 | 0";"25";"40 | 80";"20 | 10";"40 | 10";"47 | 83";"60 | 90";"80 | 90";"60 | 20";"0x4 | 1x3";"27.8";"1.8 | 2.5";"2.1 | 1.4";"3.9";"45 | 55";"11 | 4";"10 | 10";"12.4 | 16.9";"15.9 | 10.3";"11.5";"6.7 | 5";"4.6 | 6.8";"2.3 | 2.7";"3 | 2.1";"5";"5.3"
