"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Odds";"Odds";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Casa | Fora";"Global";"Global"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Fortaleza U20";"";"";"Vasco da Gama U20";"2.70";"2.28";"49 | 77";"48 | 71";"5";"49 | 54";"0.7 | 1.9";"50 | 62";"6.6 | 6.8";"2";"0 | 100";"0";"20 | 60";"10 | 10";"70 | 30";"23 | 63";"30 | 70";"90 | 90";"80 | 40";"1x2 | 1x0";"24.6";"1.4 | 2.1";"1.6 | 0.8";"3";"48 | 54";"19 | 2";"10 | 10";"9.4 | 14.2";"14.5 | 11.1";"8.9";"4.6 | 3.9";"3 | 6.3";"2.9 | 2.2";"3.5 | 1.8";"5.2";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Atletico-PR U20";"";"";"Vitoria U20";"1.67";"4.10";"74 | 74";"58 | 75";"1";"51 | 60";"1.9 | 1.8";"49 | 56";"5.5 | 7";"3";"67 | 0";"33";"60 | 60";"10 | 0";"30 | 40";"63 | 60";"70 | 60";"90 | 100";"40 | 40";"0x0 | 0x3";"21.6";"1.7 | 2.2";"0.9 | 0.9";"2.8";"54 | 52";"6 | 13";"10 | 10";"9.3 | 15.4";"9 | 9.5";"8";"4.1 | 3";"3.9 | 5";"2.9 | 2.5";"2.4 | 2.5";"5.2";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Flamengo RJ U20";"";"";"Avaí U20";"1.33";"6.50";"63 | 52";"58 | 54";"1";"59 | 52";"1.9 | 1.5";"64 | 56";"8.6 | 8.6";"2";"50 | 50";"0";"50 | 40";"40 | 30";"10 | 30";"63 | 50";"90 | 70";"60 | 70";"50 | 60";"1x1 | 0x1";"25.9";"1.7 | 1.6";"1.2 | 1.5";"3";"57 | 52";"9 | 17";"10 | 10";"14.7 | 13.8";"10.7 | 12.6";"10.3";"4.9 | 4.1";"6.9 | 4.7";"3.1 | 2";"1.9 | 2.7";"4.8";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Juventude U20";"";"";"Corinthians U20";"2.80";"2.12";"56 | 66";"75 | 61";"5";"49 | 53";"2.2 | 1.8";"51 | 64";"5.3 | 6.7";"2";"0 | 50";"50";"70 | 50";"10 | 30";"20 | 20";"73 | 60";"80 | 80";"90 | 70";"30 | 50";"3x1 | 1x0";"22.5";"2.2 | 1.8";"1.4 | 1.1";"3.2";"47 | 53";"18 | 8";"10 | 10";"12 | 12";"10.2 | 10.8";"8.4";"3.7 | 3.8";"5 | 4.4";"2.4 | 1.9";"3.1 | 2.4";"4.9";"5.3"
"Brazil";"BRA";"Brasileiro U20";"01-07-2026 15:00";"NS";"Bahia U20";"";"";"Cruzeiro U20";"1.98";"3.05";"66 | 66";"61 | 51";"1";"55 | 63";"1.8 | 1.8";"64 | 66";"8.2 | 10.5";"8";"25 | 38";"38";"50 | 50";"30 | 30";"20 | 20";"60 | 60";"80 | 80";"70 | 70";"50 | 50";"1x1 | 0x0";"26.4";"1.8 | 1.5";"1.1 | 1.1";"2.8";"55 | 58";"10 | 7";"10 | 10";"14.7 | 15.8";"13.9 | 8.5";"9.7";"4.3 | 3.4";"5.7 | 6";"2.6 | 2.5";"1.6 | 1.9";"4.2";"5.3"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 15:00";"NS";"Blumenau";"";"";"Juventus SC";"1.34";"7.50";"70 | 46";"88 | 7";"1";"57 | 49";"2 | 0.6";"60 | 48";"4.7 | 38";"4";"50 | 50";"0";"60 | 20";"20 | 0";"20 | 80";"67 | 20";"80 | 20";"80 | 100";"40 | 80";"1x1 | 1x0";"19";"2.6 | 0.2";"1 | 1.7";"2.8";"55 | 49";"";"10 | 10";"12.3 | 7.6";"9.6 | 8.6";"7.4";"3.6 | 4";"5.1 | 2.1";"3.2 | 3.1";"3 | 2.7";"6.1";"5.8"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 15:00";"NS";"Jaraguá";"";"";"Atlético Tubarão";"9.00";"1.19";"2 | 70";"10 | 51";"4";"32 | 54";"0.1 | 1.6";"27 | 54";"10 | 7.1";"";"";"";"0 | 40";"10 | 40";"90 | 20";"3 | 53";"10 | 80";"90 | 60";"100 | 60";"0x1 | 0x1";"18";"0.3 | 1.5";"3.1 | 1";"3";"42 | 53";"";"10 | 10";"3 | 10.7";"13.8 | 8.4";"6.7";"5.5 | 2.7";"1.5 | 3.8";"3.5 | 3.2";"1.8 | 3.6";"6";"5.8"
"Brazil";"BRA";"Catarinense 2";"01-07-2026 20:00";"NS";"Nação";"";"";"Metropolitano";"4.20";"1.71";"42 | 70";"34 | 61";"2";"36 | 58";"1.2 | 1.9";"34 | 61";"7.9 | 8.2";"4";"25 | 50";"25";"30 | 60";"30 | 10";"40 | 30";"40 | 63";"60 | 70";"70 | 90";"70 | 40";"1x0 | 1x3";"23";"1 | 1.8";"1.8 | 1";"2.8";"40 | 56";"";"10 | 10";"7.9 | 14.8";"14.8 | 8.7";"8.4";"6 | 2.8";"2.9 | 5.2";"2.8 | 3.1";"3.1 | 2.9";"6";"5.8"
"Brazil";"BRA";"Brasiliense U20";"01-07-2026 15:30";"NS";"Legião U20";"";"";"Capital DF U20";"3.05";"2.00";"56 | 80";"78 | 100";"5";"40 | 69";"2.4 | 2.5";"48 | 87";"3.3 | 5.7";"3";"33 | 67";"0";"80 | 80";"0 | 10";"20 | 10";"80 | 83";"80 | 90";"100 | 90";"20 | 20";"0x4 | 0x4";"26.9";"2.3 | 3.9";"1.4 | 0.7";"4.2";"52 | 60";"2 | 3";"10 | 10";"7.7 | 22.2";"17.7 | 6.2";"14.2";"7.3 | 3.2";"5 | 12.8";"3 | 1.2";"2.7 | 1.5";"4.2";"5.8"
"Brazil";"BRA";"Brasiliense U20";"01-07-2026 15:30";"NS";"Sobradinho U20";"";"";"CA Taguatinga U20";"1.32";"7.52";"70 | 0";"88 | 58";"1";"";"1.5 | 1";"";"";"";"";"";"50 | 33";"0 | 0";"50 | 67";"50 | 33";"50 | 33";"100 | 100";"50 | 67";"0x1 | 1x0";"";"2.6 | 1.7";"1 | 3";"4.2";"";"6 | 7";"10 | 6";"";"";"";"";"";"";"";"";"5.8"
"Brazil";"BRA";"Copa Espirito Santo";"01-07-2026 20:00";"NS";"Vitória ES";"";"";"Rio Branco-VN";"";"";"80 | 74";"37 | 41";"";"46 | 53";"1.3 | 1.8";"42 | 61";"7.7 | 8.3";"10";"40 | 40";"20";"30 | 50";"40 | 30";"30 | 20";"43 | 60";"70 | 80";"60 | 70";"70 | 50";"0x0 | 0x1";"18.2";"1.1 | 1.2";"0.7 | 0.9";"2";"48 | 52";"";"10 | 10";"8.5 | 10";"9.9 | 8";"8.2";"3.9 | 3.8";"4 | 4.8";"1.5 | 2";"2.3 | 3";"4.4";"5.5"
"Brazil";"BRA";"Carioca A2";"01-07-2026 14:45";"NS";"Bonsucesso";"";"";"América RJ";"2.63";"2.55";"74 | 60";"31 | 44";"5";"55 | 48";"1.2 | 1.5";"55 | 52";"12.7 | 8.6";"10";"30 | 30";"40";"30 | 40";"30 | 30";"40 | 30";"40 | 50";"60 | 70";"70 | 70";"70 | 60";"0x0 | 1x2";"20.6";"0.9 | 1.3";"0.9 | 1.3";"2.2";"53 | 48";"11 | 6";"10 | 10";"11.4 | 11.2";"8.6 | 10";"7";"3.4 | 3.7";"3.1 | 3.8";"2.8 | 2.9";"2.9 | 2.7";"5.6";"5.9"
"Brazil";"BRA";"Maranhense 2";"01-07-2026 15:30";"NS";"Tupan";"";"";"Araioses";"";"";"46 | 100";"34 | 75";"";"";"0.9 | 3";"";"";"";"";"";"20 | 100";"30 | 0";"50 | 0";"30 | 100";"50 | 100";"70 | 100";"80 | 0";"0x3 | 0x1";"";"1 | 2.2";"1.7 | 0.2";"2.6";"";"3 | 1";"10 | 5";"";"";"";"";"";"";"";"";"0"
"Brazil";"BRA";"Maranhense 2";"01-07-2026 15:30";"NS";"São Luís";"";"";"Bacabal";"";"";"60 | 52";"68 | 24";"";"";"1.6 | 0.7";"";"";"";"";"";"50 | 10";"10 | 40";"40 | 50";"53 | 23";"60 | 50";"90 | 60";"50 | 90";"0x1 | 1x1";"";"2 | 0.7";"1.3 | 1.5";"2.8";"";"2 | 4";"10 | 10";"";"";"";"";"";"";"";"";"0"
"Brazil";"BRA";"Brasileiro U20 B";"01-07-2026 20:00";"NS";"Goias U20";"";"";"CRB U20";"1.58";"4.60";"80 | 74";"48 | 34";"1";"52 | 44";"1.9 | 1.5";"59 | 46";"9.7 | 9.2";"2";"50 | 0";"50";"50 | 40";"40 | 30";"10 | 30";"63 | 50";"90 | 70";"60 | 70";"50 | 60";"0x0 | 0x0";"22.8";"1.4 | 1";"0.7 | 0.9";"2";"49 | 48";"1 | 2";"10 | 10";"13.6 | 9.2";"13 | 9.9";"7.8";"3.8 | 3.7";"4.8 | 3.4";"2 | 2.3";"2.6 | 1.8";"4.4";"5.4"
"Brazil";"BRA";"Brasileiro U20 B";"01-07-2026 20:00";"NS";"Ceará U20";"";"";"Atletico Mineiro U20";"2.20";"2.75";"74 | 84";"71 | 78";"5";"64 | 55";"2.6 | 2.2";"58 | 56";"7.9 | 6.2";"6";"33 | 33";"33";"80 | 70";"20 | 10";"0 | 20";"87 | 73";"100 | 80";"80 | 90";"20 | 30";"2x1 | 0x3";"23.6";"2.1 | 2.3";"0.9 | 0.6";"3";"55 | 58";"1 | 2";"10 | 10";"16.6 | 14.3";"7.7 | 8.8";"8";"3.2 | 2.6";"5 | 5.2";"3.7 | 2.1";"2.7 | 2.7";"5.6";"5.4"
"Ecuador";"ECU";"Liga Pro Serie B";"01-07-2026 15:00";"NS";"Vinotinto FC";"";"";"Gualaceo";"";"";"74 | 88";"58 | 31";"";"54 | 49";"1.8 | 1.8";"51 | 44";"7.1 | 11.2";"6";"50 | 33";"17";"50 | 50";"30 | 30";"20 | 20";"60 | 60";"80 | 80";"70 | 70";"50 | 50";"1x1 | 0x1";"19.6";"1.7 | 0.9";"0.9 | 0.5";"2";"51 | 49";"4 | 5";"10 | 10";"12.1 | 10.1";"7.7 | 9.3";"8";"3.5 | 3.6";"5.2 | 3.9";"2.2 | 2.8";"2.6 | 3.1";"5.4";"4.9"
"Ethiopia";"ETH";"Premier League";"01-07-2026 09:00";"NS";"Dire Dawa Kenema";"";"";"Arba Minch Kenema";"";"";"60 | 66";"20 | 31";"";"52 | 48";"0.7 | 1.2";"55 | 43";"9.7 | 7.4";"10";"40 | 30";"30";"10 | 30";"40 | 30";"50 | 40";"23 | 40";"50 | 60";"60 | 70";"90 | 70";"1x1 | 0x0";"13.8";"0.6 | 0.9";"1.3 | 1.1";"2";"56 | 50";"18 | 20";"10 | 10";"5.8 | 6.7";"7 | 8";"5.2";"2.2 | 3.7";"1.8 | 2.7";"2.2 | 2.8";"2.9 | 1.6";"4.8";"4.7"
"Ethiopia";"ETH";"Premier League";"01-07-2026 09:00";"NS";"Mekelle Kenema";"";"";"Negele Arsi Ketema";"";"";"77 | 77";"20 | 37";"";"52 | 49";"1.1 | 1.7";"50 | 53";"9.8 | 6.1";"";"";"";"20 | 40";"50 | 50";"30 | 10";"37 | 57";"70 | 90";"50 | 50";"80 | 60";"0x0 | 0x0";"14.2";"0.6 | 1.1";"0.8 | 0.8";"1.6";"52 | 48";"19 | 2";"10 | 10";"5.9 | 6.8";"6.7 | 9.1";"4.4";"2.5 | 3";"1.4 | 2";"1.8 | 2.7";"2.6 | 2.8";"4.9";"4.7"
"Ethiopia";"ETH";"Premier League";"01-07-2026 12:00";"NS";"Fasil Ketema";"";"";"Ethiopian Medhin";"";"";"60 | 74";"27 | 31";"";"49 | 51";"1 | 1.6";"50 | 46";"8.4 | 7.8";"7";"29 | 14";"57";"30 | 40";"10 | 40";"60 | 20";"33 | 53";"40 | 80";"90 | 60";"70 | 60";"0x1 | 1x1";"13.7";"0.8 | 0.9";"1.3 | 0.9";"2";"49 | 53";"6 | 15";"10 | 10";"6.7 | 7";"6.2 | 7.5";"5.6";"3 | 2.9";"2 | 3.2";"2.8 | 2.1";"2.3 | 1.9";"4.6";"4.7"
"Finland";"FIN";"Finland Cup";"01-07-2026 13:00";"NS";"HJK";"";"";"Ilves";"1.66";"4.16";"52 | 42";"100 | 75";"1";"59 | 47";"2 | 1.7";"68 | 48";"3.3 | 4.3";"10";"20 | 40";"40";"60 | 50";"20 | 20";"20 | 30";"67 | 57";"80 | 70";"80 | 80";"40 | 50";"4x0 | 2x2";"25.4";"3.8 | 2.2";"1.5 | 1.8";"4.6";"56 | 48";"";"10 | 10";"16.2 | 10.9";"12 | 11.8";"10.5";"4.1 | 4.5";"6.9 | 5.5";"1.5 | 1.9";"1.5 | 2";"3.4";"3.3"
"Finland";"FIN";"Kolmonen - Eastern Group";"01-07-2026 12:30";"NS";"IPS Edustus";"";"";"LAUTP";"";"";"66 | 35";"68 | 75";"";"53 | 44";"2.4 | 1.4";"60 | 50";"5.8 | 6.2";"4";"25 | 75";"0";"70 | 40";"30 | 20";"0 | 40";"80 | 47";"100 | 60";"70 | 80";"30 | 60";"1x0 | 2x2";"28.5";"2 | 2.2";"1.1 | 2";"3.6";"50 | 44";"2 | 6";"10 | 10";"11.7 | 13.6";"14.3 | 17.4";"14.4";"6.3 | 8.7";"6 | 7.9";"2 | 1.9";"1.3 | 1.8";"3.4";"2.8"
"Finland";"FIN";"Kolmonen - Western Group";"01-07-2026 12:45";"NS";"JyTy Turku";"";"";"SalPa II";"3.30";"1.77";"18 | 66";"31 | 44";"2";"48 | 49";"0.5 | 1.7";"57 | 63";"13.3 | 6.8";"";"";"";"10 | 50";"20 | 20";"70 | 30";"17 | 57";"30 | 70";"80 | 80";"90 | 50";"1x3 | 0x1";"22.8";"0.9 | 1.3";"2.5 | 1.1";"2.9";"52 | 52";"12 | 6";"10 | 10";"12 | 8.9";"11.8 | 12.9";"10.2";"5.4 | 5.6";"4.9 | 4.7";"2.7 | 1.6";"1.9 | 1.8";"4";"3.4"
"Finland";"FIN";"Kolmonen - Western Group";"01-07-2026 13:00";"NS";"SIF";"";"";"KPV Akatemia";"";"";"52 | 2";"65 | 85";"";"53 | 43";"1.2 | 0.8";"42 | 48";"3.7 | 4";"10";"50 | 20";"30";"30 | 20";"30 | 20";"40 | 60";"40 | 27";"60 | 40";"70 | 80";"70 | 80";"2x2 | 2x1";"20.3";"1.9 | 2.5";"1.5 | 3.2";"4.6";"53 | 48";"8 | 10";"10 | 10";"7.1 | 10";"6.8 | 16.7";"10.6";"3.1 | 8.5";"4 | 5.7";"1.9 | 1.7";"1.6 | 1.3";"3.2";"3.4"
"Finland";"FIN";"Kolmonen - Southern Group";"01-07-2026 13:00";"NS";"Gilla";"";"";"HooGee";"1.53";"4.00";"32 | 18";"65 | 48";"1";"51 | 44";"1.1 | 1";"58 | 46";"5.7 | 7.1";"";"";"";"30 | 30";"20 | 10";"50 | 60";"37 | 33";"50 | 40";"80 | 90";"70 | 70";"1x1 | 1x2";"21.6";"1.9 | 1.4";"2.1 | 2.5";"4";"52 | 43";"9 | 10";"10 | 10";"10.8 | 10";"10.8 | 11.6";"11";"6 | 6.1";"5.2 | 4.7";"1.6 | 1.8";"1.4 | 1.3";"3";"3.6"
"Finland";"FIN";"Kolmonen - Southern Group";"01-07-2026 14:45";"NS";"MPS";"";"";"EIF Akademi";"12.00";"1.10";"56 | 21";"34 | 100";"4";"47 | 49";"1.2 | 1.9";"46 | 56";"9.2 | 3.3";"";"";"";"30 | 60";"30 | 10";"40 | 30";"40 | 63";"60 | 70";"70 | 90";"70 | 40";"0x2 | 1x3";"20.7";"1 | 3.2";"1.4 | 2.4";"4";"46 | 49";"7 | 1";"10 | 10";"9.2 | 10.6";"11.9 | 9.7";"10.5";"4.7 | 5.7";"4.2 | 6.4";"0.8 | 1";"1.3 | 1.9";"2.5";"3.6"
"Georgia";"GEO";"Super Cup";"01-07-2026 13:00";"NS";"Dila";"";"";"Dinamo Tbilisi";"";"";"60 | 63";"44 | 71";"";"50 | 59";"1 | 1.9";"54 | 68";"7.2 | 6.4";"10";"40 | 20";"40";"30 | 60";"10 | 10";"60 | 30";"33 | 63";"40 | 70";"90 | 90";"70 | 40";"0x1 | 1x0";"19.1";"1.3 | 2.1";"1.3 | 1.2";"3";"48 | 52";"";"10 | 10";"9.3 | 13.5";"9 | 6.4";"8.4";"4 | 3.3";"4 | 5.6";"2.3 | 1.5";"1.7 | 1.7";"3.6";""
"Georgia";"GEO";"Super Cup";"01-07-2026 13:00";"NS";"FC Iberia 1999";"";"";"Torpedo Kutaisi";"";"";"70 | 66";"37 | 48";"";"55 | 50";"1.7 | 1.5";"60 | 53";"9.1 | 6.9";"10";"40 | 30";"30";"50 | 40";"20 | 30";"30 | 30";"57 | 50";"70 | 70";"80 | 70";"50 | 60";"1x0 | 0x1";"18.8";"1.1 | 1.4";"1 | 1.1";"2.3";"54 | 55";"";"10 | 10";"10 | 9.6";"8 | 9.9";"7.3";"2.8 | 4.1";"4.2 | 3.5";"2.8 | 1.7";"2.4 | 2.4";"4.6";""
"Iceland";"ISL";"2. Deild";"01-07-2026 16:15";"NS";"Haukar";"";"";"Kári";"1.37";"5.40";"60 | 49";"82 | 95";"1";"66 | 51";"2 | 1.7";"62 | 50";"6.4 | 4.2";"8";"50 | 38";"12";"60 | 40";"20 | 50";"20 | 10";"67 | 57";"80 | 90";"80 | 50";"40 | 60";"2x2 | 2x2";"22.6";"2.4 | 2.8";"1.3 | 1.6";"4.1";"59 | 47";"1 | 3";"10 | 10";"15.3 | 11.9";"6.3 | 11.6";"10.2";"2.8 | 5.2";"6.7 | 5.8";"2.9 | 1.9";"3.6 | 1.3";"4.8";"5.2"
"Iceland";"ISL";"4. Deild";"01-07-2026 16:15";"NS";"Elliði";"";"";"Álftanes";"3.05";"1.87";"18 | 70";"65 | 100";"2";"50 | 55";"1.3 | 3";"55 | 57";"7.3 | 4.1";"4";"25 | 50";"25";"40 | 100";"10 | 0";"50 | 0";"43 | 100";"50 | 100";"90 | 100";"60 | 0";"0x2 | 1x2";"23.6";"1.9 | 3.1";"2.5 | 1";"4.2";"47 | 55";"6 | 1";"10 | 10";"13.8 | 12.6";"11.8 | 9";"11";"6 | 3.3";"5.5 | 7.1";"2.6 | 1.6";"3.1 | 2.4";"4.8";"4.1"
"Iceland";"ISL";"U19 League";"01-07-2026 14:00";"NS";"Thór / THK / V / M U19";"";"";"FH / ÍH U19";"";"";"14 | 38";"88 | 100";"";"34 | 44";"1.5 | 1.9";"36 | 62";"3.5 | 5.4";"4";"50 | 25";"25";"50 | 60";"0 | 10";"50 | 30";"50 | 63";"50 | 70";"100 | 90";"50 | 40";"0x4 | 0x4";"36";"2.6 | 3.4";"2.6 | 1.9";"5.2";"44 | 46";"1 | 2";"10 | 10";"9 | 18.5";"22 | 22.5";"24.2";"15 | 16.5";"6 | 11";"3.5 | 2";"2 | 2";"4.8";"4.3"
"Iceland";"ISL";"U19 League B";"01-07-2026 16:30";"NS";"KR / KV U19";"";"";"ÍR / Léttir U19";"";"";"2 | 21";"82 | 100";"";"";"1.3 | 1.6";"";"";"9";"78 | 11";"11";"40 | 50";"10 | 10";"50 | 40";"43 | 53";"50 | 60";"90 | 90";"60 | 50";"0x3 | 0x3";"";"2.4 | 3.7";"3.9 | 2.4";"6.2";"";"1 | 2";"10 | 10";"";"";"";"";"";"";"";"";"6"
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 11:30";"NS";"OshMU-Aldier";"";"";"FTs Bishkek";"";"";"49 | 63";"51 | 34";"";"53 | 47";"1.5 | 1.2";"52 | 45";"5.3 | 4.7";"8";"50 | 38";"12";"40 | 20";"30 | 60";"30 | 20";"50 | 40";"70 | 80";"70 | 40";"60 | 80";"1x1 | 1x1";"11";"1.5 | 1";"1.6 | 1.2";"2.7";"50 | 50";"7 | 10";"10 | 10";"8 | 4.7";"5 | 4.3";"3.6";"1.5 | 2.3";"1 | 2.4";"3.5 | 1";"2.5 | 2.9";"5";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 21:00";"NS";"Dordoi Bishkek";"";"";"Kara-Balta";"";"";"60 | 4";"48 | 31";"";"46 | 48";"1.3 | 0.1";"43 | 45";"1.4 | 4.9";"10";"80 | 0";"20";"40 | 0";"10 | 10";"50 | 90";"43 | 3";"50 | 10";"90 | 90";"60 | 100";"0x2 | 2x0";"7.6";"1.4 | 0.9";"1.3 | 2.9";"3.2";"48 | 46";"9 | 16";"10 | 10";"2 | 4.4";"2.4 | 6.4";"3.7";"1.4 | 2.7";"1.4 | 1.9";"3.6 | 1.6";"2 | 1.7";"4.4";"4"
"Kyrgyzstan";"KGZ";"Top Liga";"01-07-2026 21:00";"NS";"Toktogul";"";"";"Bishkek City";"";"";"46 | 60";"27 | 27";"";"51 | 47";"0.9 | 0.9";"50 | 43";"5 | 5.6";"";"";"";"30 | 20";"0 | 30";"70 | 50";"30 | 30";"30 | 50";"100 | 70";"70 | 80";"0x2 | 0x0";"11.1";"0.8 | 0.8";"1.7 | 1.3";"2.3";"44 | 51";"13 | 8";"10 | 10";"4 | 4.5";"8 | 5.8";"2.1";"2 | 1";"0 | 1.2";"3 | 2.5";"1.5 | 2";"4.5";"4"
"Lithuania";"LTU";"1. Lyga";"01-07-2026 12:00";"NS";"FA Šiauliai II";"";"";"Tauras";"7.33";"1.32";"25 | 56";"37 | 61";"2";"38 | 54";"0.6 | 1.6";"37 | 55";"5.4 | 5.8";"4";"25 | 50";"25";"10 | 50";"30 | 10";"60 | 40";"20 | 53";"40 | 60";"70 | 90";"90 | 50";"2x2 | 0x2";"20.3";"1.1 | 1.8";"2.3 | 1.4";"3.3";"47 | 54";"16 | 6";"10 | 10";"5.9 | 10.4";"16.2 | 8.1";"9.4";"7.8 | 3.9";"2.6 | 4.5";"1.5 | 2.1";"0.8 | 1.7";"3";"3.6"
"Lithuania";"LTU";"1. Lyga";"01-07-2026 13:00";"NS";"Atmosfera";"";"";"Be1 NFA";"2.52";"2.44";"60 | 77";"44 | 51";"5";"51 | 58";"1.2 | 2.1";"42 | 49";"6.6 | 6.6";"6";"33 | 67";"0";"30 | 70";"30 | 0";"40 | 30";"40 | 70";"60 | 70";"70 | 100";"70 | 30";"1x1 | 1x0";"15.6";"1.3 | 1.5";"1.3 | 0.8";"2.4";"50 | 54";"8 | 3";"10 | 10";"8.6 | 9.9";"7.6 | 5.1";"6";"2.7 | 2.2";"3 | 4";"2.3 | 1.7";"1.8 | 1.4";"3.6";"3.6"
"Latvia";"LVA";"Virsliga";"01-07-2026 12:00";"NS";"Tukums";"";"";"Super Nova";"2.15";"3.01";"25 | 46";"61 | 31";"5";"44 | 42";"0.9 | 0.8";"43 | 41";"6 | 7.3";"10";"40 | 30";"30";"20 | 20";"30 | 20";"50 | 60";"30 | 27";"50 | 40";"70 | 80";"80 | 80";"1x1 | 2x1";"26.6";"1.8 | 0.9";"2.3 | 1.7";"3.4";"45 | 45";"8 | 7";"10 | 10";"14.2 | 8.9";"15.3 | 14.8";"10.3";"5.3 | 5.8";"5.8 | 3.7";"2 | 2";"2.1 | 2.2";"4.2";"4.4"
"Mongolia";"MNG";"Premier League";"01-07-2026 05:00";"NS";"Khovd Western";"";"";"Ulaangom City";"";"";"49 | 2";"48 | 85";"";"40 | 48";"1.2 | 1.1";"46 | 54";"7.4 | 4.2";"2";"50 | 0";"50";"30 | 30";"30 | 20";"40 | 50";"40 | 37";"60 | 50";"70 | 80";"70 | 70";"0x0 | 0x0";"24";"1.4 | 2.5";"1.6 | 4.1";"4.8";"42 | 50";"6 | 9";"10 | 10";"10.3 | 10.4";"16.3 | 10.9";"11.4";"7.1 | 5.6";"4.8 | 5.2";"2.1 | 1.8";"2.3 | 2";"4.1";"3.5"
"Mongolia";"MNG";"Premier League";"01-07-2026 08:00";"NS";"Khovd";"";"";"Khoromkhon Club";"3.17";"1.77";"2 | 2";"37 | 54";"2";"44 | 46";"0.4 | 0.3";"56 | 52";"10.1 | 7.8";"10";"40 | 60";"0";"10 | 10";"10 | 0";"80 | 90";"13 | 10";"20 | 10";"90 | 100";"90 | 90";"1x6 | 5x2";"28.9";"1.1 | 1.6";"5.6 | 5.4";"6.8";"49 | 47";"7 | 8";"10 | 10";"11.1 | 12.4";"19.6 | 14.8";"13.8";"9.3 | 8";"4.8 | 5.6";"1.3 | 1.3";"1.2 | 1.5";"2.6";"3.5"
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:00";"NS";"Songo";"";"";"AD Pemba";"";"";"80 | 70";"51 | 24";"";"";"2.1 | 1.2";"";"";"";"";"";"60 | 33";"30 | 17";"10 | 50";"70 | 39";"90 | 50";"70 | 83";"40 | 67";"1x0 | 0x0";"";"1.5 | 0.7";"0.7 | 1";"2";"";"4 | 11";"10 | 6";"";"";"";"";"";"";"";"";"4.3"
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:45";"NS";"Ferroviario Beira";"";"";"Ferroviário Nacala";"";"";"84 | 100";"41 | 31";"";"";"1.9 | 1.9";"";"";"9";"56 | 33";"11";"50 | 50";"40 | 40";"10 | 10";"63 | 63";"90 | 90";"60 | 60";"50 | 50";"0x0 | 0x0";"";"1.2 | 0.9";"0.6 | 0.4";"1.6";"";"1 | 5";"10 | 10";"";"";"";"";"";"";"";"";"4.3"
"Mozambique";"MOZ";"Mocambola";"01-07-2026 09:45";"NS";"Chingale de Tete";"";"";"Baía de Pemba";"";"";"66 | 60";"7 | 31";"";"";"0.3 | 0.8";"";"";"";"";"";"0 | 20";"30 | 20";"70 | 60";"10 | 27";"30 | 40";"70 | 80";"100 | 80";"0x1 | 1x0";"";"0.2 | 0.9";"1.1 | 1.3";"1.8";"";"13 | 14";"10 | 10";"";"";"";"";"";"";"";"";"4.3"
"New Zealand";"NZL";"National League";"01-07-2026 04:30";"NS";"Auckland City";"";"";"Auckland II";"1.52";"4.92";"80 | 56";"88 | 61";"1";"57 | 50";"2.3 | 1.8";"49 | 50";"5 | 6.3";"4";"25 | 25";"50";"70 | 60";"20 | 0";"10 | 40";"77 | 60";"90 | 60";"80 | 100";"30 | 40";"0x0 | 0x2";"23.4";"2.6 | 1.8";"0.7 | 1.4";"3.2";"57 | 49";"1 | 2";"10 | 10";"13 | 11.3";"9.7 | 12.8";"11.2";"4.3 | 5.9";"6 | 6.3";"1.9 | 1.7";"1.7 | 2.6";"3.9";"3.1"
"Russia";"RUS";"FNL 2 - Group 3";"01-07-2026 10:00";"NS";"Zenit Penza";"";"";"Salyut Belgorod";"4.65";"1.73";"14 | 70";"31 | 44";"2";"46 | 68";"0.7 | 1.6";"49 | 75";"5.7 | 6.3";"8";"0 | 62";"38";"20 | 50";"10 | 10";"70 | 40";"23 | 53";"30 | 60";"90 | 90";"80 | 50";"0x1 | 0x1";"13.8";"0.9 | 1.3";"2.6 | 1";"2.9";"46 | 62";"12 | 6";"10 | 10";"5.1 | 8.2";"9.3 | 5";"4.9";"4.4 | 1.2";"2 | 2.1";"2.4 | 1.6";"2.3 | 1.5";"3.9";"4"
