"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"Asheville City";"";"";"SC United Bantams";"1.7 | 3";"1.7 | 2.2";"4.2";"4";"88";"42";"25";"25";"3.8";"4.2";"1.7 | 2.2";"1.7 | 3"
"United States";"USA";"USL League Two";"01-07-2026 19:30";"NS";"SF Glens";"";"";"San Juan SC";"2 | 2.1";"3 | 1.6";"4.4";"4";"86";"59";"46";"34";"3.8";"4";"2.9 | 1.3";"1.9 | 1.9"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Lehigh Valley Utd. Sonic";"";"";"Ocean City Nor'easters";"1 | 0.4";"1.7 | 1.6";"2.4";"4";"26";"16";"16";"0";"3.8";"2.2";"1.7 | 1.2";"1 | 0.4"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Reading United";"";"";"Eagle FC";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Connecticut Rush";"";"";"AC Connecticut";"2.4 | 1.6";"2.6 | 1";"3.8";"4";"74";"31";"19";"19";"3.8";"3.7";"2.5 | 1";"2.2 | 1.6"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Virginia Beach United";"";"";"Loudoun United II";"1.3 | 2.2";"2.7 | 2";"4.1";"4";"75";"67";"50";"16";"3.8";"3.9";"2.7 | 2";"1.3 | 1.8"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Hudson Valley Hammers";"";"";"Manhattan";"1 | 1.5";"1.2 | 1.5";"2.6";"4";"50";"25";"25";"12";"3.8";"2.4";"1.2 | 1.5";"0.8 | 1.2"
"United States";"USA";"USL League Two";"01-07-2026 20:00";"NS";"Miami";"";"";"Fort Lauderdale United";"3.8 | 1";"2.8 | 2.3";"4.9";"4";"86";"64";"64";"47";"3.8";"4.6";"2.8 | 2.1";"3.2 | 1"
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Boston City";"";"";"Seacoast United Phantoms";"1.5 | 3";"0.8 | 3.2";"4.2";"4";"66";"66";"40";"30";"3.8";"4.1";"0.7 | 3.2";"1.5 | 2.8"
"United States";"USA";"USL League Two";"01-07-2026 20:30";"NS";"Charlottesville Blues";"";"";"Bethesda SC";"1.6 | 2";"1.9 | 1.8";"3.6";"4";"73";"46";"27";"20";"3.8";"3.3";"1.7 | 1.5";"1.4 | 2"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Sueno";"";"";"RKC";"1.6 | 1.9";"2.8 | 1.6";"3.9";"4";"58";"42";"34";"34";"3.8";"3.6";"2.6 | 1.4";"1.4 | 1.7"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Minneapolis City";"";"";"St. Croix";"3.3 | 1.6";"2.3 | 1.1";"4.2";"4";"72";"56";"56";"34";"3.8";"4.1";"2.3 | 1.1";"3.2 | 1.6"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Red River";"";"";"Little Rock Rangers";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Hattiesburg";"";"";"Louisiana Krewe";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Montgomery United";"";"";"Dothan United";"2.7 | 2";"2.5 | 0.5";"3.8";"4";"66";"34";"34";"25";"3.8";"3.6";"2.2 | 0.5";"2.7 | 2"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Lonestar";"";"";"Laredo Heat";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"Houston FC";"";"";"Twin City Toucans";"1 | 3.3";"2.5 | 2.3";"4.6";"4";"75";"75";"58";"58";"3.8";"2.8";"1.5 | 1.3";"0.5 | 2.3"
"United States";"USA";"USL League Two";"01-07-2026 21:00";"NS";"GFI";"";"";"AHFC Royals";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Santafé Wanderers";"";"";"Springfield";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Marin";"";"";"Almaden";"2 | 1.6";"1.7 | 1.8";"3.6";"4";"54";"36";"36";"18";"3.8";"3.2";"1.5 | 1.6";"1.8 | 1.6"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Denton Diablos";"";"";"West Texas";"2.2 | 2";"1 | 2.3";"3.8";"4";"75";"58";"42";"29";"3.8";"3.5";"1 | 2";"2 | 2"
"United States";"USA";"USL League Two";"01-07-2026 21:30";"NS";"Fort Worth Vaqueros";"";"";"McKinney Chupacabras";"1.2 | 1.2";"0.8 | 2.7";"2.9";"4";"58";"58";"8";"0";"3.8";"2.4";"0.5 | 2.3";"1 | 1"
"United States";"USA";"USL League Two";"01-07-2026 22:00";"NS";"Albion Colorado";"";"";"Atlético Unión";"";"";"";"4";"";"";"";"";"3.8";"";"";""
"United States";"USA";"USL League Two";"01-07-2026 23:00";"NS";"Davis Legacy";"";"";"Academica";"1.5 | 2.7";"1.9 | 2.3";"4.2";"4";"64";"58";"46";"40";"3.8";"3.6";"1.8 | 2";"1.4 | 2"
"United States";"USA";"USL League Two";"01-07-2026 23:30";"NS";"West Seattle Junction";"";"";"Bigfoot";"2.6 | 2.1";"3.4 | 1.9";"5";"4";"88";"71";"52";"40";"3.8";"4.8";"3.1 | 1.9";"2.6 | 2.1"
"United States";"USA";"USL League One";"01-07-2026 18:30";"NS";"Charlotte Independence";"";"";"Corpus Christi";"2.3 | 3.7";"2.4 | 3";"5.7";"5.1";"95";"95";"70";"40";"4.9";"5.4";"2.2 | 2.9";"2.3 | 3.5"
"United States";"USA";"USL League One";"01-07-2026 20:00";"NS";"Chattanooga Red Wolves";"";"";"Westchester SC";"2.1 | 1.9";"2 | 2.8";"4.4";"5.1";"80";"65";"50";"30";"4.9";"4.4";"2 | 2.7";"2.1 | 1.9"
"United States";"USA";"USL League One";"01-07-2026 22:00";"NS";"Spokane Velocity";"";"";"Forward Madison";"1.7 | 3.3";"2.2 | 2.3";"4.8";"5.1";"80";"75";"60";"35";"4.9";"4.6";"2.2 | 2.2";"1.6 | 3.1"
"United States";"USA";"USL League One";"01-07-2026 23:30";"NS";"Union Omaha";"";"";"Alta";"1.8 | 2.3";"2.7 | 2.3";"4.6";"5.1";"95";"75";"60";"15";"4.9";"4.4";"2.7 | 2.3";"1.7 | 2.1"
"United States";"USA";"NPSL";"01-07-2026 19:00";"NS";"Duluth";"";"";"Dakota Fusion";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"New Haven United";"";"";"Newport";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Hub City";"";"";"Virginia Dream";"1.7 | 2.5";"0.7 | 3.2";"4";"4.2";"66";"50";"50";"25";"4";"3.8";"0.7 | 3";"1.7 | 2.3"
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Ristozi";"";"";"Grove Soccer United";"1.7 | 2.5";"1.7 | 0.5";"3.2";"4.2";"50";"50";"42";"0";"4";"3.2";"1.7 | 0.5";"1.7 | 2.5"
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Philadelphia Ukrainians";"";"";"West Chester United";"3 | 2.2";"1.5 | 3.4";"5";"4.2";"75";"65";"55";"55";"4";"5";"1.5 | 3.4";"3 | 2.2"
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Statesville";"";"";"Bristol Rhythm";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Flower City Union";"";"";"Rochester New York II";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:00";"NS";"Minnesota Blizzard";"";"";"Siouxland United";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Osner’s";"";"";"American SC New York";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Alexandria Reds";"";"";"FC Frederick";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 20:30";"NS";"Motown";"";"";"Jackson Lions";"2.7 | 3.5";"2.3 | 1.5";"5";"4.2";"100";"58";"58";"42";"4";"5";"2.3 | 1.5";"2.7 | 3.5"
"United States";"USA";"NPSL";"01-07-2026 20:35";"NS";"Buffalo Stallions";"";"";"Niagara 1812";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"NPSL";"01-07-2026 21:00";"NS";"Sioux Falls Thunder";"";"";"Joy St. Louis Park";"";"";"";"4.2";"";"";"";"";"4";"";"";""
"United States";"USA";"WPSL";"01-07-2026 17:00";"NS";"Miss Kick W";"";"";"So Cal Union W";"1 | 0.4";"0 | 0.4";"0.9";"0.9";"0";"0";"0";"0";"0.8";"0.6";"0 | 0.4";"0.5 | 0.2"
"United States";"USA";"WPSL";"01-07-2026 18:00";"NS";"Hattiesburg W";"";"";"LA Krewe Rush W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"WPSL";"01-07-2026 20:00";"NS";"Chattanooga W";"";"";"Atlanta Fire W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"WPSL";"01-07-2026 20:00";"NS";"Albany Rush W";"";"";"Merrimack Valley Hawks W";"1 | 0.6";"0 | 0.6";"1.1";"0.9";"10";"0";"0";"0";"0.8";"1.1";"0 | 0.6";"1 | 0.6"
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Chicago House W";"";"";"Chicago KICS W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Milwaukee Torrent W";"";"";"Milwaukee Bavarian W";"0.5 | 0.5";"1.5 | 0";"1.2";"0.9";"0";"0";"0";"0";"0.8";"0.8";"1 | 0";"0.5 | 0.2"
"United States";"USA";"WPSL";"01-07-2026 21:00";"NS";"Salvo W";"";"";"St. Croix W";"0.2 | 0";"0.1 | 0";"0.2";"0.9";"0";"0";"0";"0";"0.8";"0.2";"0.1 | 0";"0.2 | 0"
"United States";"USA";"WPSL";"01-07-2026 23:00";"NS";"Portland Thorns II W";"";"";"Westside Timbers W";"";"";"";"0.9";"";"";"";"";"0.8";"";"";""
"United States";"USA";"UWS";"01-07-2026 19:00";"NS";"Grand Rapids W";"";"";"Midwest United W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"01-07-2026 20:00";"NS";"Baltimore Warriors W";"";"";"MSI Soccer W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"01-07-2026 20:00";"NS";"Baltimore Blast W";"";"";"Lancaster W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"01-07-2026 21:00";"NS";"DeKalb County W";"";"";"Crystal Lake Force W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"01-07-2026 21:30";"NS";"Rockford Raptors II W";"";"";"Berber City W";"";"";"";"0";"";"";"";"";"0";"";"";""
"United States";"USA";"UWS";"01-07-2026 23:30";"NS";"United City II";"";"";"Internacional CA W";"";"";"";"0";"";"";"";"";"0";"";"";""
"Australia";"AUS";"QLD FQPL 1 Women";"01-07-2026 07:30";"NS";"Virginia United W";"";"";"Logan Lightning W";"0.4 | 0.2";"0.5 | 0.6";"0.9";"1.3";"0";"0";"0";"0";"1.2";"0.9";"0.5 | 0.6";"0.4 | 0.2"
"Europe";"EUR";"Euro U19 Women";"01-07-2026 09:00";"NS";"Austria U19 W";"";"";"Switzerland U19 W";"0.7 | 0.8";"1 | 1.8";"2.2";"";"44";"17";"5";"0";"";"2.2";"1 | 1.8";"0.7 | 0.8"
"Europe";"EUR";"Euro U19 Women";"01-07-2026 12:00";"NS";"Spain U19 W";"";"";"Iceland U19 W";"0.9 | 0.8";"1.7 | 1";"2.2";"";"38";"11";"11";"6";"";"2.2";"1.7 | 0.9";"0.9 | 0.8"
"Finland";"FIN";"Women's Cup";"01-07-2026 13:00";"NS";"EBK W";"";"";"Honka W";"0.7 | 0.5";"1.6 | 0.5";"1.6";"0.8";"34";"22";"14";"0";"0.7";"1.6";"1.4 | 0.5";"0.7 | 0.5"
"Finland";"FIN";"Women's Cup";"01-07-2026 13:00";"NS";"HPS W";"";"";"SJK-j W";"";"";"";"0.8";"";"";"";"";"0.7";"";"";""
"Finland";"FIN";"Women's Cup";"01-07-2026 13:00";"NS";"Åland United W";"";"";"KuPS W";"1.6 | 1.5";"1.4 | 1.2";"2.8";"0.8";"48";"36";"17";"5";"0.7";"2.8";"1.4 | 1.2";"1.6 | 1.5"
"Northern Ireland";"NIR";"Championship Women";"01-07-2026 15:30";"NS";"Ballymoney W";"";"";"Bangor Ladies W";"0.8 | 1";"0.9 | 0.1";"1.4";"1.1";"22";"11";"0";"0";"1.1";"1.4";"0.9 | 0.1";"0.7 | 1"
"World";"WOR";"Club Friendlies 3";"01-07-2026 08:00";"NS";"Qarabağ";"";"";"Metalist 1925 Kharkiv";"1.9 | 1.6";"2.7 | 2.2";"4.2";"2.1";"70";"55";"50";"30";"2";"4.1";"2.6 | 2.1";"1.8 | 1.6"
"World";"WOR";"Club Friendlies 3";"01-07-2026 09:00";"NS";"Austria Lustenau";"";"";"Young Boys";"1.9 | 1";"2.3 | 0";"2.6";"2.1";"45";"25";"15";"15";"2";"2.5";"2.3 | 0";"1.7 | 1"
"World";"WOR";"Club Friendlies 3";"01-07-2026 09:00";"NS";"Glentoran";"";"";"Kilmarnock";"0.7 | 2.2";"1 | 1.9";"2.9";"2.1";"56";"46";"20";"10";"2";"2.8";"0.9 | 1.8";"0.7 | 2.2"
"World";"WOR";"Club Friendlies 3";"01-07-2026 13:00";"NS";"Weiz";"";"";"Hartberg";"1 | 1.3";"1.8 | 2.2";"3.2";"2.1";"65";"55";"20";"15";"2";"3";"1.8 | 2.2";"0.8 | 1.1"
"World";"WOR";"Club Friendlies 3";"01-07-2026 13:00";"NS";"Neuchâtel Xamax";"";"";"Sion";"1.9 | 1.9";"1.4 | 2.6";"3.9";"2.1";"80";"55";"35";"20";"2";"3.9";"1.4 | 2.6";"1.9 | 1.9"
"World";"WOR";"Club Friendlies 3";"01-07-2026 13:00";"NS";"Qarabağ";"";"";"Ferencvárosi";"1.9 | 2";"2.7 | 2.8";"4.7";"2.1";"85";"75";"55";"35";"2";"4.6";"2.6 | 2.8";"1.8 | 1.9"
"World";"WOR";"Club Friendlies 3";"01-07-2026 13:30";"NS";"Austria Salzburg";"";"";"WSG Tirol";"2.1 | 2";"2.2 | 1.1";"3.7";"2.1";"74";"48";"33";"22";"2";"3.6";"2 | 1";"2.1 | 2"
"World";"WOR";"Club Friendlies 3";"01-07-2026 13:30";"NS";"Cham";"";"";"Grasshopper";"2.2 | 2.7";"1.7 | 2.6";"4.6";"2.1";"82";"65";"46";"34";"2";"4.1";"1.5 | 2.4";"2 | 2.3"
"World";"WOR";"Club Friendlies 3";"01-07-2026 14:00";"NS";"Großschwarzenlohe";"";"";"Greuther Fürth II";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"01-07-2026 14:00";"NS";"SC Paderborn 07 U23";"";"";"SC Wiedenbrück";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"01-07-2026 14:00";"NS";"Luckenwalde";"";"";"VfL Halle";"";"";"";"2.1";"";"";"";"";"2";"";"";""
"World";"WOR";"Club Friendlies 3";"01-07-2026 15:30";"NS";"Montrose";"";"";"Civil Service Strollers";"2 | 1.8";"1.3 | 1";"3";"2.1";"60";"40";"10";"10";"2";"3";"1.3 | 1";"2 | 1.8"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Spartak Moskva";"";"";"Spartak Kostroma";"2 | 1.8";"2.6 | 2";"4.2";"2.1";"65";"55";"32";"26";"2";"4";"2.6 | 2";"1.9 | 1.5"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Nürnberg";"";"";"Legia Warszawa";"2.1 | 2";"2.2 | 2.3";"4.3";"2.1";"90";"58";"26";"26";"2";"4.2";"2.2 | 2.2";"2.1 | 1.9"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Universitatea Cluj";"";"";"Vojvodina";"3 | 2.6";"1.9 | 3.1";"5.3";"2.1";"85";"80";"55";"35";"2";"5.1";"1.8 | 3";"2.9 | 2.5"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Karpaty";"";"";"Yarud Mariupol'";"2.7 | 1.8";"3.1 | 0.9";"4.2";"2.1";"78";"51";"51";"46";"2";"4";"2.9 | 0.8";"2.6 | 1.7"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Rodina Moskva";"";"";"Akron";"2.4 | 1.9";"3 | 1.6";"4.4";"2.1";"78";"56";"39";"33";"2";"4.2";"2.9 | 1.6";"2.2 | 1.7"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Aluminij";"";"";"CFR Cluj";"1.3 | 1.7";"1.6 | 2.3";"3.4";"2.1";"68";"52";"26";"10";"2";"3.4";"1.4 | 2.2";"1.3 | 1.7"
"World";"WOR";"Club Friendlies 3";"01-07-2026 21:00";"NS";"Wieczysta Kraków";"";"";"SK Artis Brno";"1.7 | 1.5";"2.1 | 1.4";"3.4";"2.1";"59";"38";"22";"10";"2";"3.3";"2.1 | 1.4";"1.6 | 1.5"
"World";"WOR";"Club Friendlies 3";"01-07-2026 22:25";"NS";"New Mexico United";"";"";"Atlante";"2.8 | 2.8";"2.9 | 3.4";"6";"2.1";"90";"80";"70";"55";"2";"5.7";"2.7 | 3.2";"2.8 | 2.7"
"Brazil";"BRA";"Brasileiro U17";"01-07-2026 15:00";"NS";"RB Bragantino U17";"";"";"América Mineiro U17";"";"";"";"";"";"";"";"";"";"";"";""
